"¤é´Á","´ú¯¸","´ú¶µ","00","01","02","03","04","05","06","07","08","09","10","11","12","13","14","15","16","17","18","19","20","21","22","23"
"2018/01/27","±[­I","CO",0.19,0.2,0.19,0.16,0.16,0.15,0.17,0.19,0.21,0.22,0.22,0.24,0.24,0.32,0.3,0.24,0.2,0.22,0.22,0.17,0.18,0.19,0.15,0.14
"2018/01/27","±[­I","NOx",9.2,9.5,8.4,8.6,8,8.8,10,12,12,12,14,14,14,17,15,13,9.4,11,9.8,6.9,8.3,8,5.9,5.2
"2018/01/27","±[­I","O3",25,28,29,29,29,29,27,26,28,30,32,36,38,38,39,45,44,39,34,35,27,27,30,30
"2018/01/27","±[­I","PM10",22,18,18,21,23,29,27,27,26,26,28,31,42,52,62,57,48,39,44,56,55,55,42,41
"2018/01/27","±[­I","SO2",2.2,2.2,2.1,2.2,2.2,2.3,2.3,2.3,2.5,2.7,2.8,3,3.2,4.2,4.1,4,3.3,2.9,2.9,2.1,2.4,2.1,1.7,1.6
"2018/01/28","±[­I","CO",0.14,0.24,0.32,0.3,0.27,0.32,0.25,0.32,0.32,0.34,0.42,0.47,0.36,0.45,0.38,0.45,0.51,0.31,0.28,0.28,0.26,0.27,0.34,0.38
"2018/01/28","±[­I","NOx",5.4,7.2,8.1,9.6,9.8,10,9.2,12,11,14,16,17,14,20,22,23,23,16,16,16,14,14,15,18
"2018/01/28","±[­I","O3",30,25,22,18,16,21,19,17,21,22,22,22,31,28,25,21,17,22,18,17,18,18,16,15
"2018/01/28","±[­I","PM10",35,41,50,63,68,67,49,43,30,37,47,63,60,48,37,41,51,51,45,23,20,12,24,25
"2018/01/28","±[­I","SO2",1.5,1.2,1.2,1.1,1,1.5,1.2,1.4,2,2.4,2.1,2.2,2.2,5.1,6.2,5.5,5.7,1.8,1.3,1.2,1.1,1.1,2.1,3.3
"2018/01/29","±[­I","CO",0.26,0.21,0.14,0.21,0.16,0.15,0.19,0.27,0.26,0.26,0.29,0.31,0.33,0.41,NA,0.37,0.43,0.47,0.45,0.47,0.6,0.6,0.51,0.5
"2018/01/29","±[­I","NOx",10,8.3,5.2,7.3,5.9,5.7,7.5,9.7,9.6,11,14,15,17,19,NA,13,15,16,13,12,12,12,9.8,10
"2018/01/29","±[­I","O3",22,29,28,29,29,30,28,27,27,28,27,28,28,31,35,29,23,24,27,28,29,29,30,28
"2018/01/29","±[­I","PM10",27,18,12,12,12,10,18,31,41,42,27,21,21,24,33,28,37,41,43,45,34,26,17,24
"2018/01/29","±[­I","SO2",1.5,2.4,1.2,1.6,1.2,1.1,1.2,1.4,1.4,1.3,1.3,1.3,1.8,3.7,NA,1.4,1.4,1.5,1.1,1.1,1.5,1.6,1.1,1.1
"2018/01/30","±[­I","CO",0.55,0.45,0.45,0.44,0.43,0.43,0.31,0.31,0.34,0.33,0.39,0.34,0.31,0.3,0.46,0.53,0.49,0.47,0.39,0.71,0.53,0.6,0.54,0.5
"2018/01/30","±[­I","NOx",10,9.9,8.7,8.7,8.7,12,9.8,13,18,15,15,15,15,16,24,31,29,30,26,33,25,31,26,25
"2018/01/30","±[­I","O3",29,31,33,32,30,27,33,26,22,27,27,30,34,37,30,24,24,17,18,6.7,13,6.2,8.4,8.2
"2018/01/30","±[­I","PM10",26,22,11,19,23,34,32,26,15,15,26,39,39,37,37,44,48,49,45,39,42,45,51,47
"2018/01/30","±[­I","SO2",1.5,2.3,2.1,2.1,2.1,3.5,2.9,2.2,2.2,2.3,3.7,3.8,3.4,3.3,5,6.7,5,4.5,4.6,6.1,4.6,5.3,4.8,4.7
"2018/01/31","±[­I","CO",0.6,0.53,0.41,0.39,0.35,0.32,0.56,0.91,0.78,0.65,0.35,0.29,0.32,0.45,0.34,0.3,0.26,0.35,0.4,0.4,0.46,0.44,0.41,0.4
"2018/01/31","±[­I","NOx",25,22,19,17,18,18,22,29,27,30,21,12,13,21,18,18,14,15,14,11,13,10,8.8,9
"2018/01/31","±[­I","O3",7,3.8,11,11,9.3,9.7,8.3,7.1,13,18,28,41,43,36,38,36,37,32,31,34,31,31,35,34
"2018/01/31","±[­I","PM10",38,36,38,40,33,32,36,51,49,53,51,47,35,33,35,42,42,49,47,38,29,19,18,13
"2018/01/31","±[­I","SO2",4.8,4.2,3.7,3,2.6,2.3,3.9,4.5,6.1,7.1,4.9,3,3,5.7,5.2,4.8,3.6,3.2,3.6,2.9,2.9,2,1.9,1.8
"2018/02/01","±[­I","CO",0.39,0.38,0.48,0.54,0.53,0.47,0.5,0.55,0.6,0.62,NA,NA,NA,NA,NA,0.78,0.7,0.61,0.63,0.68,0.55,0.56,0.53,0.5
"2018/02/01","±[­I","NOx",7.7,8.6,9.4,12,11,8.7,10,12,15,16,NA,NA,NA,NA,NA,NA,NA,25,26,27,18,16,13,12
"2018/02/01","±[­I","O3",36,36,34,30,31,35,33,30,30,32,NA,NA,NA,41,38,30,22,20,15,14,22,20,25,29
"2018/02/01","±[­I","PM10",17,17,15,16,21,26,43,40,47,44,61,74,76,NA,79,86,90,86,80,82,72,61,47,42
