ค้ดม,ด๚ฏธ,ด๚ถต,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
2018/2/1,จFณภ,SO2,1.3,1,1.2,1.4,1.2,1.4,1.4,1.6,1.9,2.1,2.3,2.2,2.2,2,1.8,2,2.1,2,2.4,1.9,1.6,1.7,1.5,1.7
2018/2/2,จFณภ,CO,0.35,0.31,0.3,0.3,0.31,0.3,0.31,0.37,0.34,0.34,0.35,0.3,0.28,0.28,0.27,0.24,0.28,0.37,0.34,0.34,0.33,0.34,0.33,0.32
2018/2/2,จFณภ,NOx,9.9,8.2,7.4,7.7,8.5,9.1,11,15,14,14,15,13,9,7.6,8.1,7.3,11,11,9.8,10,9.5,9.8,10,9.2
2018/2/2,จFณภ,O3,33,36,34,34,34,33,30,28,32,32,35,42,46,46,44,45,39,39,41,41,43,41,40,43
2018/2/2,จFณภ,PM10,24,18,17,20,21,22,22,22,24,24,24,29,34,33,29,25,23,24,30,34,35,38,41,38
2018/2/2,จFณภ,SO2,1.9,1.4,1.4,1.6,2,1.8,1.5,1.7,1.8,1.6,1.7,1.8,1.3,1.3,1.1,1.2,1.3,1.1,1.1,1.2,1.3,1.5,1.7,1.7
2018/2/3,จFณภ,CO,0.31,0.32,0.33,0.38,0.39,0.45,0.56,0.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.46,0.41,0.38,0.34,0.31,0.3,0.28
2018/2/3,จFณภ,NOx,7.1,7.6,8.3,8.1,8.2,9.8,11,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,11,9.1,7.8,8.4,8.2,8.3
2018/2/3,จFณภ,O3,47,47,48,49,46,42,39,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,37,39,39,38,39,38
2018/2/3,จFณภ,PM10,35,37,43,52,47,42,52,67,NA,NA,NA,NA,NA,NA,NA,NA,NA,47,44,37,29,24,21,14
2018/2/3,จFณภ,SO2,1.9,2.7,2.6,2.3,2.4,2.7,3.2,3.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3.8,3.6,3.5,3.4,3.3,3.2
2018/2/4,จFณภ,CO,0.26,0.21,0.2,0.19,0.19,0.19,0.19,0.21,0.24,0.25,0.28,0.25,0.24,0.25,0.24,0.24,0.23,0.25,0.23,0.26,0.25,0.26,0.25,0.24
2018/2/4,จFณภ,NOx,7.5,5.8,5.7,5.1,5,5,4.8,5.9,7.7,8.5,9.4,9.5,8.8,9.1,9.3,9.2,8.8,8.5,7.6,7.8,7.6,7.9,7.5,7.6
2018/2/4,จFณภ,O3,39,40,39,39,39,39,39,36,35,34,33,34,35,34,34,34,35,35,37,36,36,35,36,35
2018/2/4,จFณภ,PM10,11,12,8,9,10,8,7,5,6,7,7,9,13,15,13,13,15,17,17,14,11,12,16,15
2018/2/4,จFณภ,SO2,1.9,1.2,1.3,1.3,1.3,1.2,1,1.3,1.5,1.5,1.7,1.6,1.6,1.7,1.7,1.7,1.7,1.4,1.6,1.5,1.6,1.8,1.7,1.7
2018/2/5,จFณภ,CO,0.24,0.24,0.23,0.24,0.22,0.25,0.3,0.37,0.37,0.37,0.37,0.37,0.37,0.34,0.3,0.3,0.29,0.31,0.3,0.29,0.28,0.31,0.32,0.3
2018/2/5,จFณภ,NOx,7.1,5.5,5.2,5.1,5.1,5.9,7.6,10,12,14,16,16,16,14,11,10,11,12,12,11,9.7,9.6,9.9,9.8
2018/2/5,จFณภ,O3,38,39,39,39,39,37,35,31,29,29,27,28,28,33,37,37,37,36,36,37,38,38,37,36
2018/2/5,จFณภ,PM10,13,11,9,6,4,9,16,18,21,22,21,20,21,23,20,25,34,37,34,34,40,40,41,40
2018/2/5,จFณภ,SO2,1.9,1.2,1.3,1.1,1.1,1.4,1.5,1.7,1.8,1.8,2.1,2,1.8,1.8,1.8,1.8,1.8,1.7,1.8,1.8,1.7,1.8,1.7,1.7
2018/2/6,จFณภ,CO,0.3,0.23,0.25,0.25,0.26,0.26,0.26,0.29,0.29,0.29,0.28,0.27,0.24,0.24,NA,0.24,0.27,0.28,0.29,0.31,0.31,0.32,0.31,0.29
2018/2/6,จFณภ,NOx,9.6,8,7.4,7.5,8.1,7.6,9,13,15,16,14,12,9.6,9.3,NA,9.5,11,12,14,12,12,14,13,11
2018/2/6,จFณภ,O3,37,38,37,37,36,38,36,32,31,33,36,39,41,42,NA,37,38,36,34,37,38,37,40,41
2018/2/6,จFณภ,PM10,42,41,34,36,40,39,35,41,42,39,43,44,40,41,NA,43,46,47,41,35,39,41,40,42
2018/2/6,จFณภ,SO2,1.8,2,1.9,1.9,2,1.9,2.2,2.3,2.7,2.7,2.5,2.3,2,1.9,NA,1.3,2.2,1.9,1.6,2.1,2.3,2.4,2.5,2.6
2018/2/7,จFณภ,CO,0.27,0.26,0.27,0.26,0.27,0.28,0.29,0.44,0.46,0.33,0.43,0.46,0.46,0.41,0.44,0.48,0.49,0.47,0.56,0.65,0.57,0.55,0.53,0.46
2018/2/7,จFณภ,NOx,11,8.8,9,8.2,9.4,10,13,28,31,25,32,32,32,30,37,43,41,34,44,53,47,44,42,38
2018/2/7,จFณภ,O3,43,43,41,38,35,35,31,17,17,19,15,19,20,20,12,6.6,5.9,4.6,1.9,1.8,1.8,1.7,1.6,1.7
2018/2/7,จFณภ,PM10,41,39,40,40,36,42,45,43,46,49,48,47,48,43,38,37,37,37,36,36,34,34,32,27
2018/2/7,จFณภ,SO2,2.5,3,3.1,3,2.9,2.9,3.1,2.9,2.6,3.2,3.7,4.2,5.5,4.1,3.5,3.1,3.7,3.2,3.4,3.6,3.7,3.9,3.8,3.3
2018/2/8,จFณภ,CO,0.33,0.18,0.19,0.18,0.17,0.17,0.19,0.26,0.26,0.24,0.25,0.26,0.26,0.25,0.25,0.28,0.31,0.4,0.41,0.42,0.4,0.52,0.67,0.75
2018/2/8,จFณภ,NOx,21,8,8.4,8.7,7.5,7.9,9.8,14,16,17,16,16,16,16,15,18,20,28,30,30,28,37,46,47
2018/2/8,จFณภ,O3,20,36,29,32,36,35,36,32,33,33,35,36,37,41,42,40,34,22,18,16,14,5.6,2.2,2
2018/2/8,จFณภ,PM10,23,14,7,12,15,16,13,9,15,18,15,16,17,19,27,32,34,34,32,36,39,41,43,43
2018/2/8,จFณภ,SO2,2.3,1.2,0.7,0.6,0.4,0.3,0.1,0.3,0.3,0.3,0.6,0.7,0.6,0.7,0.9,1.1,1.1,1.2,1.5,1.7,1.5,1.6,2,2.4
2018/2/9,จFณภ,CO,0.87,0.89,0.84,0.86,0.81,0.77,0.79,0.99,1.25,0.68,0.34,0.31,0.31,0.35,0.37,0.37,0.41,0.46,0.47,0.49,0.47,0.37,0.43,0.46
2018/2/9,จFณภ,NOx,53,55,57,54,50,54,62,70,78,55,26,22,16,14,13,13,17,22,22,24,23,14,19,21
2018/2/9,จFณภ,O3,2,2,2,1.9,1.7,1.8,1.9,2.6,4,7.3,19,27,36,45,48,48,41,31,28,21,23,34,21,14
2018/2/9,จFณภ,PM10,46,49,52,58,59,52,52,54,65,75,61,46,45,58,70,81,89,77,69,80,94,88,73,71
2018/2/9,จFณภ,SO2,2.5,2.4,4.4,7.9,5.9,5.8,4.3,4.1,5,4.6,3.8,2.6,1.1,0.5,0.1,0,-0.1,-0.2,-0.3,-0.1,0.3,0,0.1,-0.1
2018/2/10,จFณภ,CO,0.4,0.42,0.41,0.35,0.31,0.33,0.33,0.38,0.37,0.37,0.4,0.39,0.36,0.37,0.3,0.3,0.32,0.38,0.37,0.34,0.34,0.32,0.34,0.5
2018/2/10,จFณภ,NOx,18,17,17,10,8.4,9,9.6,12,14,17,20,18,17,18,14,15,16,19,18,14,14,13,12,11
2018/2/10,จFณภ,O3,21,18,18,30,36,33,34,32,31,28,28,32,34,34,39,39,36,31,32,36,34,37,41,40
2018/2/10,จFณภ,PM10,81,77,64,56,47,43,44,45,43,37,39,40,36,35,25,20,22,24,29,35,39,40,43,53
2018/2/10,จFณภ,SO2,1,1.9,1.8,1.6,1.3,1.5,1.1,1.2,1.3,1.2,1.4,1.3,1.2,1.4,1.4,1.2,1.2,1.3,1.3,1.4,1.4,1.4,1.5,1.5
2018/2/11,จFณภ,CO,0.4,0.35,0.37,0.39,0.41,0.37,0.38,0.37,0.33,0.34,0.33,0.32,0.32,0.33,0.34,0.35,0.36,0.36,0.36,0.37,0.37,0.33,0.31,0.28
2018/2/11,จFณภ,NOx,10,7.8,7.8,7.3,7.1,6.8,7.2,8,9.2,11,11,10,10,10,10,11,12,13,13,13,13,11,9.7,9.3
2018/2/11,จFณภ,O3,45,49,48,47,44,45,45,44,42,39,40,45,47,47,45,44,42,38,36,34,34,40,42,42
2018/2/11,จFณภ,PM10,52,33,23,25,23,28,36,34,30,34,35,28,28,35,45,62,71,69,59,63,69,73,71,63
2018/2/11,จFณภ,SO2,1.6,1,1,1,1,0.9,1.1,1.1,1.1,1.1,1.2,1.3,1.4,1.4,1.3,1.3,1.6,1.5,1.4,1.5,1.7,1.8,1.5,1.4
2018/2/12,จFณภ,CO,0.27,0.27,0.28,0.26,0.25,0.27,0.29,0.34,0.35,0.36,0.35,NA,0.31,0.31,0.31,0.33,0.38,0.43,0.44,0.46,0.42,0.4,0.41,0.4
2018/2/12,จFณภ,NOx,8.2,7,8,7.7,6.9,7.7,9.9,13,15,19,15,NA,12,11,10,12,14,17,21,23,19,15,15,16
2018/2/12,จFณภ,O3,44,45,44,45,46,44,42,39,38,37,42,42,52,57,61,60,55,50,45,39,42,44,42,40
2018/2/12,จFณภ,PM10,71,79,85,89,86,84,88,90,92,95,NA,84,89,106,122,124,124,127,126,124,112,103,101,99
2018/2/12,จFณภ,SO2,1.6,2.2,2.4,2.3,2.5,2.5,2.2,2.3,2.3,2.7,2.3,2.1,2.1,2.2,2.2,2.3,2.3,2.6,3,3.3,2.6,2.1,1.9,2.4
2018/2/13,จFณภ,CO,0.38,0.32,0.31,0.29,0.28,0.28,0.31,0.53,0.51,0.5,0.5,0.42,0.38,0.5,0.56,0.42,0.34,0.35,0.34,0.34,0.36,0.4,0.46,0.43
2018/2/13,จFณภ,NOx,15,13,13,12,12,13,17,32,30,24,26,24,21,26,28,20,9.6,11,13,12,15,19,21,22
2018/2/13,จFณภ,O3,40,39,35,39,37,36,34,20,25,33,34,41,47,53,59,64,65,57,52,50,43,36,31,28
2018/2/13,จFณภ,PM10,98,88,78,74,75,72,70,73,72,69,71,76,81,82,87,90,83,80,83,87,87,91,98,98
2018/2/13,จFณภ,SO2,2.6,2.2,3.2,2.8,1.7,1.7,1.9,2,2.1,2.6,3,3,3.4,7.7,10,6.5,2.4,2.7,2.6,2.4,3.1,3.5,3.3,3.7
2018/2/14,จFณภ,CO,0.4,0.32,0.33,0.31,0.33,0.34,0.37,0.47,0.59,0.68,0.73,0.7,0.54,0.4,0.37,0.31,0.34,0.64,1.12,0.9,0.73,0.78,0.87,0.73
2018/2/14,จFณภ,NOx,20,15,12,9.7,9.9,11,15,23,30,35,39,36,28,21,15,15,14,32,60,50,34,41,48,36
2018/2/14,จFณภ,O3,27,34,38,39,38,35,27,17,14,18,25,37,49,57,62,59,59,39,10,16,25,14,9.7,26
2018/2/14,จFณภ,PM10,93,98,105,95,85,87,90,82,74,75,80,96,96,75,65,60,55,58,70,90,90,81,78,80
2018/2/14,จFณภ,SO2,3.3,2.6,2.2,2.2,1.9,1.8,1.5,1.7,1.8,2.3,2.7,3,3.4,4.9,3.5,3.5,3.5,3.5,4.1,4.7,3.8,4.2,4.4,6.7
2018/2/15,จFณภ,CO,1.49,1.4,0.75,0.39,0.27,0.24,0.32,0.27,0.17,0.22,0.29,0.42,0.43,0.37,0.31,0.29,0.32,0.34,0.48,0.64,0.93,0.73,0.76,0.62
2018/2/15,จFณภ,NOx,62,55,30,22,20,6.9,11,11,5.6,7.9,11,20,14,13,9.3,8.6,9.2,9.6,14,21,34,29,30,27
2018/2/15,จFณภ,O3,14,7.1,26,35,34,46,32,33,38,39,46,54,72,80,76,73,72,67,54,39,21,19,12,23
2018/2/15,จFณภ,PM10,139,174,123,72,46,35,27,25,27,24,29,49,59,58,52,47,49,54,63,71,84,94,103,100
2018/2/15,จFณภ,SO2,12,6,3.1,2,1.9,1.2,0.1,-0.1,-0.5,NA,-0.2,2.6,1.3,1.2,0.7,1,1.3,0.9,1.1,0.9,1.2,1.2,1.4,1.6
2018/2/16,จFณภ,CO,0.55,0.53,0.37,0.4,0.34,0.28,0.31,0.33,0.37,0.4,0.38,0.35,0.32,0.31,0.33,0.35,0.42,0.56,0.72,0.77,0.42,0.37,0.34,0.3
2018/2/16,จFณภ,NOx,19,18,13,13,12,8.9,11,11,11,13,11,12,11,9.4,11,12,15,23,31,37,19,18,18,16
2018/2/16,จFณภ,O3,33,35,36,24,26,32,26,24,26,32,36,44,50,47,44,42,33,23,11,2.1,16,15,15,20
2018/2/16,จFณภ,PM10,92,78,57,65,80,83,90,98,118,121,106,95,85,88,96,102,109,112,114,124,130,125,108,93
2018/2/16,จFณภ,SO2,3.6,2.8,2.1,2.4,1.9,1.6,1,1,1.1,1,0.9,1,1,0.7,0.7,0.5,0.6,0.8,1.1,1.6,1.7,1.7,2.1,1.7
2018/2/17,จFณภ,CO,0.27,0.28,0.25,0.26,0.29,0.3,0.32,0.35,0.36,0.36,0.36,0.33,0.3,0.3,0.31,0.3,0.31,0.32,0.34,0.31,0.29,0.25,0.24,0.21
2018/2/17,จFณภ,NOx,13,11,8.8,8.2,7.4,6.7,6.8,7.2,7.8,8.2,9.4,8.6,6.8,6.5,7.5,7,7.6,8.8,9.3,9,8,7.1,7.5,8.7
2018/2/17,จFณภ,O3,26,27,32,36,38,41,40,40,42,45,49,52,54,55,55,56,53,50,47,46,46,46,44,43
2018/2/17,จFณภ,PM10,83,66,45,42,41,35,29,23,26,37,57,69,68,62,53,47,46,46,46,52,55,55,62,62
2018/2/17,จFณภ,SO2,2.3,1.7,1.3,1.5,1.3,1.1,1,1.1,1.2,1.1,1,1.1,0.8,0.9,1,0.9,1,1,1,1.1,1,1,1.3,1.9
2018/2/18,จFณภ,CO,0.2,0.2,0.19,0.2,0.22,0.23,0.24,0.26,0.29,0.37,0.4,0.29,0.3,0.33,0.32,0.34,0.37,0.44,0.62,0.72,0.73,0.82,0.78,0.55
2018/2/18,จFณภ,NOx,6.8,6.1,6.7,6.6,7.1,7.6,6.9,7.7,9.1,13,14,7.8,7.5,9.8,9.2,10,12,13,22,31,32,46,45,22
2018/2/18,จFณภ,O3,44,45,43,42,41,39,37,36,33,30,37,54,59,58,62,62,60,52,36,20,14,5.4,12,29
2018/2/18,จFณภ,PM10,59,65,70,66,61,59,63,75,78,71,71,70,75,79,71,74,82,85,93,84,71,89,103,97
2018/2/18,จFณภ,SO2,1.8,1.8,2,1.8,1.5,1.4,1.7,1.5,1.6,1.5,2.1,2.1,2.2,2.4,2.5,2.8,2.4,2.3,2.4,2.5,2.7,5.1,8.6,5.9
2018/2/19,จFณภ,CO,0.63,0.7,0.68,0.67,0.62,0.61,0.62,0.62,0.71,0.76,0.57,0.35,0.3,0.25,0.23,0.3,0.3,0.32,0.44,0.58,0.67,0.6,0.85,0.59
2018/2/19,จFณภ,NOx,26,34,33,31,32,32,35,30,30,29,24,14,12,8.4,6.2,9.8,11,12,17,30,35,34,49,33
2018/2/19,จFณภ,O3,14,5,3.6,2.5,2.3,2.1,3.5,13,20,24,36,47,52,52,52,53,47,42,33,18,11,11,2.9,7.4
2018/2/19,จFณภ,PM10,99,99,89,83,76,67,64,61,60,60,58,49,37,32,24,28,40,39,41,42,38,41,40,42
2018/2/19,จFณภ,SO2,3.1,2.7,2.5,2.2,2.1,2.2,3,2.6,3,3,5,4.1,2.4,1.5,0.5,1.6,1.4,1,0.9,1,1.2,2.1,2.4,2.1
2018/2/20,จFณภ,CO,0.39,0.32,0.34,0.33,0.37,0.35,0.37,0.39,0.43,0.38,0.26,0.26,0.21,0.22,0.21,0.22,0.23,0.29,0.28,0.31,0.34,0.34,0.35,0.36
2018/2/20,จFณภ,NOx,15,15,14,14,19,15,16,15,16,15,11,11,8.2,8.2,8.4,8.6,12,15,13,16,15,15,15,16
2018/2/20,จFณภ,O3,20,22,16,20,11,14,10,13,15,24,35,41,47,50,52,51,47,40,39,30,26,25,20,14
2018/2/20,จFณภ,PM10,54,68,78,78,80,78,71,68,63,61,56,55,54,49,53,55,57,62,65,72,86,84,77,97
2018/2/20,จFณภ,SO2,2.2,1.7,1.1,0.5,0.1,-0.1,-0.1,0.1,0.3,0.6,0.7,0.5,0,0.1,0,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.4,0.4
2018/2/21,จFณภ,CO,0.36,0.39,0.32,0.32,0.35,0.39,0.38,0.4,0.39,0.37,0.37,0.33,0.29,0.28,0.28,0.29,0.32,0.31,0.34,0.33,0.32,0.32,0.3,0.29
2018/2/21,จFณภ,NOx,16,16,13,12,10,9.1,10,12,13,13,15,15,14,13,13,13,15,15,17,14,13,13,10,8.7
2018/2/21,จFณภ,O3,13,14,21,21,26,27,26,27,30,33,36,41,43,43,44,42,40,38,34,35,35,36,39,41
2018/2/21,จFณภ,PM10,102,84,68,54,52,48,29,18,25,29,27,32,37,35,33,29,30,34,31,32,40,43,44,45
2018/2/21,จFณภ,SO2,1.6,1.6,1.4,1.3,1.3,0.8,0.6,0.7,0.8,0.9,1,1,0.9,1,0.9,0.8,1,1,1.2,1.3,1.3,1.5,1.2,0.9
2018/2/22,จFณภ,CO,0.3,0.26,0.26,0.27,0.29,0.31,0.35,0.44,0.4,0.39,NA,0.44,0.43,0.36,0.34,0.36,0.37,0.38,0.37,0.36,0.34,0.33,0.34,0.35
2018/2/22,จFณภ,NOx,8.6,6.3,5.8,5.6,5.3,6.4,9.5,14,14,13,NA,NA,18,14,9.6,9.9,13,13,14,14,13,13,13,13
2018/2/22,จFณภ,O3,39,42,45,47,47,44,39,35,42,42,NA,35,36,41,47,45,42,40,36,34,35,33,31,30
2018/2/22,จFณภ,PM10,38,37,35,33,32,26,29,37,46,50,NA,37,41,39,22,10,10,15,19,21,23,24,25,27
2018/2/22,จFณภ,SO2,1,1.4,1.1,1.1,1,1,1,1.2,1.8,1.7,NA,1.5,1.7,1.7,1.4,1.2,1.2,1.1,1.2,1.4,1.3,1.3,1.3,1.5
2018/2/23,จFณภ,CO,0.34,0.34,0.32,0.28,0.29,0.3,0.33,0.39,0.35,0.32,0.34,0.36,0.35,0.33,0.33,0.35,0.37,0.41,0.46,0.48,0.57,0.62,0.67,0.71
2018/2/23,จFณภ,NOx,12,10,10,8.3,8.1,9.2,12,17,18,15,14,14,15,13,12,12,14,16,21,21,28,34,36,38
2018/2/23,จFณภ,O3,32,36,39,44,43,39,35,31,34,38,42,45,51,56,59,56,51,43,35,29,18,10,7,4
2018/2/23,จFณภ,PM10,32,32,31,35,41,45,52,53,44,38,35,36,46,54,56,57,58,59,55,56,57,53,52,57
2018/2/23,จFณภ,SO2,1.5,1.4,1.7,1.5,1.6,1.4,1.5,1.8,1.7,1.6,1.6,1.8,2.2,2.1,2,2.1,2,2,2.3,2.5,3.2,3,3.3,4.1
2018/2/24,จFณภ,CO,0.82,0.52,0.4,0.41,0.49,0.39,0.49,0.53,0.38,0.33,0.32,0.39,0.43,0.42,0.37,0.41,0.41,0.55,0.7,0.57,0.52,0.5,0.46,0.59
2018/2/24,จFณภ,NOx,40,23,13,15,17,14,18,22,16,16,13,18,19,17,15,17,18,27,36,28,25,23,20,28
2018/2/24,จFณภ,O3,4.1,12,26,22,16,23,15,14,29,32,38,33,38,47,46,44,40,27,14,16,15,18,20,7.5
2018/2/24,จFณภ,PM10,74,75,61,53,52,60,64,73,76,79,82,75,74,75,73,76,79,86,98,104,104,108,103,94
2018/2/24,จFณภ,SO2,4.9,2.5,2,1.6,1.5,1.6,2.2,2.2,2,1.7,0.9,0.7,0.8,0.6,0.6,0.8,1.3,1.6,1.9,2,2.2,2.6,2.5,2.1
2018/2/25,จFณภ,CO,0.48,0.43,0.48,0.46,0.49,0.45,0.5,0.54,0.5,0.38,0.38,0.4,0.32,0.3,0.29,0.25,0.22,0.22,0.22,0.23,0.27,0.23,0.22,0.23
2018/2/25,จFณภ,NOx,22,19,22,20,25,25,30,37,34,20,20,21,19,15,14,13,12,13,12,12,12,10,9.9,8.9
2018/2/25,จFณภ,O3,10,11,5.7,11,4.1,4.1,2.9,7.6,13,24,23,23,30,33,36,38,38,37,36,34,33,35,37,38
2018/2/25,จFณภ,PM10,98,100,91,74,72,74,80,90,88,73,60,59,46,35,38,39,31,16,9,18,28,31,33,32
2018/2/25,จFณภ,SO2,1.7,2.6,2.5,2.5,2.9,2.8,3,3.6,4.1,3.4,2.6,2.4,1.7,1.7,1.5,1.1,1,0.8,0.8,0.9,0.8,1,1.1,0.9
2018/2/26,จFณภ,CO,0.25,0.28,0.26,0.24,0.23,0.23,0.25,0.33,0.31,0.32,0.31,0.29,0.29,0.26,0.24,0.25,0.27,0.31,0.36,0.38,0.38,0.41,0.47,0.46
2018/2/26,จFณภ,NOx,8.3,7,7,6.7,6.7,7.1,10,14,16,17,15,13,12,11,8.7,9,11,15,20,20,20,21,28,29
2018/2/26,จFณภ,O3,38,37,39,39,39,37,32,30,33,34,40,45,51,55,56,54,50,43,34,30,27,22,13,9.4
2018/2/26,จFณภ,PM10,30,30,32,33,27,25,25,27,36,41,42,47,61,68,64,59,56,61,56,48,47,44,42,41
2018/2/26,จFณภ,SO2,1.9,1.5,1.5,1.5,1.5,1.4,1.6,1.9,2.3,2.9,2.6,2.3,2.3,2.2,2,2,2.2,2.5,2.6,2.7,2.6,2.7,2.5,2.8
2018/2/27,จFณภ,CO,0.52,0.57,0.64,0.64,0.52,0.58,0.54,0.53,0.51,0.34,0.34,0.34,0.34,0.31,0.29,0.32,0.33,0.41,0.51,0.68,0.79,0.76,1.13,0.93
2018/2/27,จFณภ,NOx,34,38,38,40,35,39,36,29,24,14,14,17,17,11,10,12,14,21,28,36,39,36,55,53
2018/2/27,จFณภ,O3,3.6,1.9,1.8,1.7,1.8,1.9,8.8,17,30,42,44,44,46,55,56,59,55,41,30,16,11,9.8,2.5,2.8
2018/2/27,จFณภ,PM10,39,40,41,42,55,63,64,76,85,91,95,99,105,99,92,92,95,104,116,118,118,118,117,111
2018/2/27,จFณภ,SO2,2.5,2.3,2.3,2.7,3.3,3.4,3.8,3.7,3.6,2.9,2.7,2.9,2.8,1.7,1.5,1.6,1.6,2.2,2.6,2.5,2.6,2.7,3.6,4.2
2018/2/28,จFณภ,CO,0.76,0.7,0.46,0.42,0.44,0.45,0.65,1.12,1.15,0.76,0.47,0.55,0.59,0.56,0.26,0.31,0.36,0.45,0.56,0.58,1.09,1.19,0.93,0.77
2018/2/28,จFณภ,NOx,43,39,22,16,17,20,28,55,60,39,25,24,29,22,11,12,18,33,40,29,56,63,53,38
2018/2/28,จFณภ,O3,4.9,4.2,16,19,14,8,4,4,10,28,35,45,34,34,48,44,34,25,18,32,6.6,2.7,3.4,3.2
2018/2/28,จFณภ,PM10,97,91,97,101,93,87,88,91,99,96,73,72,90,85,65,50,43,43,50,59,72,75,59,41
2018/2/28,จFณภ,SO2,2.2,1.7,1.6,1,0.3,0.3,0.2,2.2,2.9,2.4,2.5,1.6,2.3,2.1,2.5,0.8,0.2,-0.1,0,0.3,0.8,1.5,2,2.2
2018/3/1,จFณภ,CO,0.52,0.21,0.19,0.19,0.19,0.24,0.31,0.42,0.34,0.33,0.33,0.4,0.36,0.3,0.31,0.33,0.37,0.4,0.44,0.53,0.68,0.69,0.59,0.71
2018/3/1,จFณภ,NOx,28,8.1,8.1,8.3,9,11,21,26,24,17,16,20,15,9.8,9.1,12,12,12,16,21,29,35,28,28
2018/3/1,จFณภ,O3,15,23,25,27,26,21,15,19,23,36,42,44,61,55,64,63,60,52,44,34,22,12,16,15
2018/3/1,จFณภ,PM10,31,22,19,20,21,20,18,21,25,29,36,47,53,NA,NA,54,51,53,54,56,63,72,84,92
2018/3/1,จFณภ,SO2,1.8,2,2,1.4,1.8,0.3,0.2,0.9,1.5,1.4,1.9,1.7,1.4,0.2,0.3,0.4,0,-0.2,0,-0.2,0.6,1.3,2.5,3.9
2018/3/2,จFณภ,CO,0.71,0.64,0.7,0.72,0.54,0.54,0.59,0.53,0.5,0.44,0.42,0.45,0.47,0.47,0.47,0.47,0.5,0.58,0.76,1,0.94,0.92,0.77,0.64
2018/3/2,จFณภ,NOx,23,18,20,24,21,23,25,18,19,16,15,17,15,12,13,12,13,19,29,38,34,35,31,21
2018/3/2,จFณภ,O3,23,22,16,11,16,10,10,28,32,37,45,45,54,62,65,67,64,53,35,21,19,13,14,22
2018/3/2,จFณภ,PM10,97,99,104,110,108,104,108,97,91,93,83,84,87,88,95,96,99,109,123,139,153,168,174,169
2018/3/2,จFณภ,SO2,6.1,4.1,4.3,4.3,4,2.5,2.6,3,2.8,2,2.4,2.4,2.1,1.2,1.4,1.1,1.1,1.2,1.6,2.4,2.6,3.7,4.2,3.8
2018/3/3,จFณภ,CO,0.55,0.66,0.65,0.6,0.52,0.52,0.59,0.63,0.78,0.68,0.58,0.52,0.47,0.3,0.23,0.3,0.31,0.53,0.67,0.6,0.64,0.75,0.71,0.68
2018/3/3,จFณภ,NOx,17,21,21,19,13,12,16,20,25,23,27,30,18,9.1,8.2,11,11,17,22,22,20,30,26,27
2018/3/3,จFณภ,O3,26,16,13,13,23,23,18,14,20,31,32,35,43,47,42,38,46,55,42,32,33,18,18,15
2018/3/3,จFณภ,PM10,151,135,143,150,141,140,152,158,136,120,112,94,80,57,38,38,41,56,80,84,81,86,89,84
2018/3/3,จFณภ,SO2,2.8,2.6,2.9,2.8,2.4,1.9,2,2.1,2.6,2.5,4.9,8,5.2,2.6,3.2,4,2.5,4.9,4.7,4.9,5.7,5.6,5.7,4.3
2018/3/4,จFณภ,CO,0.79,0.38,0.47,0.5,0.5,0.51,0.63,0.69,0.51,0.4,0.43,0.44,0.39,0.34,0.42,0.25,0.19,0.57,0.65,0.57,0.42,0.38,0.34,0.31
2018/3/4,จFณภ,NOx,35,19,22,24,29,35,46,47,30,27,22,24,23,25,22,12,12,23,45,28,20,21,15,13
2018/3/4,จFณภ,O3,6.6,10,5.4,4.8,1.9,1.8,2.1,4.5,14,23,28,30,37,33,30,30,24,14,4,8.9,19,19,23,21
2018/3/4,จFณภ,PM10,85,73,60,62,66,75,82,87,83,70,71,80,82,72,64,53,39,34,42,51,54,63,62,47
2018/3/4,จFณภ,SO2,4.3,3.1,2.8,2.9,4.8,8.3,11,13,8.7,9.9,8.7,11,13,14,16,7.4,4.1,9.6,12,4.5,3,2.2,1.6,1.4
2018/3/5,จFณภ,CO,0.2,0.22,0.24,0.27,0.23,0.2,0.3,0.49,0.34,0.29,NA,NA,0.19,0.17,0.19,0.46,0.19,0.35,0.3,0.32,0.34,0.31,0.29,0.31
2018/3/5,จFณภ,NOx,8.3,8.4,9.2,11,12,9.7,14,21,18,18,NA,NA,12,8.7,10,26,9.7,18,15,13,13,13,11,11
2018/3/5,จFณภ,O3,25,19,16,11,9.8,10,6.6,5.2,7.5,10,NA,14,23,27,28,18,22,17,20,27,28,31,31,31
2018/3/5,จFณภ,PM10,44,50,47,43,40,33,31,35,36,36,NA,53,46,34,26,39,36,22,38,56,60,48,39,36
2018/3/5,จFณภ,SO2,2.2,2.4,1.8,1.8,1.7,1.8,2.2,2.8,3.2,3.2,NA,NA,2.5,1.7,2.1,6.9,1.7,1.9,2.1,1.6,1.8,1.7,1.4,1.5
