ค้ดม,ด๚ฏธ,ด๚ถต,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
2018/10/7,จFณภ,CO,0.4,0.39,0.37,0.32,0.27,0.26,0.26,0.26,0.26,0.28,0.29,0.3,0.28,0.29,0.29,0.29,0.3,0.33,0.36,0.34,0.33,0.34,0.31,0.28
2018/10/7,จFณภ,NOx,17,12,11,8.9,6.5,7.1,7.5,7.4,6.6,6.5,7.4,6.8,6.5,6.2,6.2,6.9,7.5,9.1,11,11,10,10,9,8.7
2018/10/7,จFณภ,O3,31,36,38,42,45,41,40,43,51,62,73,81,83,83,84,81,73,62,54,52,50,47,46,43
2018/10/7,จFณภ,PM10,55,44,39,39,32,27,25,26,30,31,36,60,64,47,48,50,50,47,46,44,40,36,33,36
2018/10/7,จFณภ,SO2,2.3,2.3,2.4,2,1.7,1.6,1.4,1.5,1.5,2,2.2,2.1,2.1,2.2,2.1,2,1.9,1.8,1.9,2,1.9,1.9,2.1,2.1
2018/10/8,จFณภ,CO,0.27,0.21,0.21,0.2,0.19,0.2,0.26,0.28,0.26,0.23,0.26,0.23,0.23,0.23,0.23,0.25,0.28,0.36,0.4,0.4,0.41,0.37,0.36,0.3
2018/10/8,จFณภ,NOx,7.4,7,6.4,6.5,7.8,8,10,12,13,11,10,8.2,7.4,7.8,7.3,7.7,9.5,13,18,17,16,15,15,12
2018/10/8,จFณภ,O3,42,41,40,37,33,32,29,31,35,41,49,58,61,64,60,56,48,41,30,26,27,27,26,28
2018/10/8,จFณภ,PM10,35,36,33,30,30,27,29,31,33,31,36,38,32,38,45,47,48,50,46,37,36,35,29,34
2018/10/8,จFณภ,SO2,2.4,1.6,1.7,2.2,3.1,2.4,1.5,1.6,2.4,2.3,2.1,1.9,2,2,1.9,1.7,1.7,1.9,2.3,2.4,2.7,2.6,2.5,2.4
2018/10/9,จFณภ,CO,0.27,0.25,0.25,0.25,0.24,0.25,0.32,0.43,0.33,0.29,0.31,0.27,0.24,0.21,0.22,0.23,0.23,0.29,0.29,0.31,0.32,0.34,0.38,0.48
2018/10/9,จFณภ,NOx,11,10,11,12,10,9.5,16,22,14,11,10,8.8,7.4,6.1,6.1,7.1,7.2,9.5,11,11,12,14,19,23
2018/10/9,จFณภ,O3,25,21,18,15,16,15,11,14,25,43,55,60,60,60,60,56,52,47,40,35,31,24,17,9.5
2018/10/9,จFณภ,PM10,34,26,26,28,26,25,24,27,29,32,41,47,50,47,44,46,45,42,44,50,49,47,51,52
2018/10/9,จFณภ,SO2,1.8,2.2,2.5,1.9,2.2,2.1,2.3,3,2.4,2.3,2.7,2.3,2.1,1.8,1.9,1.9,1.8,2.2,2.1,2.2,2.7,3,4,3.8
2018/10/10,จFณภ,CO,0.56,0.44,0.48,0.49,0.41,0.34,0.35,0.3,0.22,0.21,0.24,0.27,0.25,0.23,0.23,0.25,0.3,0.35,0.33,0.35,0.36,0.33,0.3,0.33
2018/10/10,จFณภ,NOx,29,25,28,29,24,15,15,13,8.8,7.5,8.5,8.7,8.1,7.5,6.8,7.6,9.9,14,14,14,13,10,8.1,8
2018/10/10,จFณภ,O3,4.8,4.6,2.4,1.5,2.9,11,9.4,18,32,41,55,69,73,69,67,66,65,56,50,45,46,49,56,56
2018/10/10,จFณภ,PM10,48,48,46,46,44,37,32,26,20,19,24,35,46,46,44,48,55,61,60,53,51,50,40,33
2018/10/10,จFณภ,SO2,2.8,2.4,2.4,2.5,3.1,1.9,1.7,1.2,1,0.8,1.1,1.3,1,0.6,0.7,0.7,0.8,1.1,1.3,1.4,1.7,1.2,0.7,0.7
2018/10/11,จFณภ,CO,0.31,0.33,0.33,0.31,0.29,0.29,0.29,0.34,0.35,0.31,0.28,0.25,0.26,0.25,NA,NA,0.3,0.33,0.3,0.27,0.25,0.22,0.21,0.2
2018/10/11,จFณภ,NOx,7.6,7.2,7.1,7.3,6.4,6.7,7.7,9.3,10,11,11,8.9,9.1,11,NA,NA,14,17,15,13,9.4,7.2,6.6,6.3
2018/10/11,จFณภ,O3,60,61,59,54,53,52,50,48,48,47,48,51,52,48,NA,NA,43,36,36,35,39,43,44,42
2018/10/11,จFณภ,PM10,36,37,37,32,26,23,18,17,26,28,22,28,33,29,NA,18,20,22,19,14,11,12,13,12
2018/10/11,จFณภ,SO2,1.2,2.1,2,1.9,1.8,1.8,1.5,1.6,1.9,1.9,1.8,1.6,1.7,1.9,NA,NA,1.9,2.1,1.9,2,1.8,1.6,1.6,1.5
2018/10/12,จFณภ,CO,0.18,0.17,0.17,0.17,0.17,0.17,0.19,0.24,0.23,0.21,0.23,0.28,NA,0.23,0.24,0.21,0.24,0.3,0.32,0.32,0.3,0.28,0.24,0.25
2018/10/12,จFณภ,NOx,5.7,4.8,4.4,4.4,5.5,6.4,8.2,10,11,9,10,15,NA,NA,13,12,13,18,18,18,16,13,11,12
2018/10/12,จFณภ,O3,42,43,42,41,39,38,33,31,34,37,37,NA,NA,40,36,35,33,27,25,22,25,27,27,25
2018/10/12,จFณภ,PM10,11,10,13,15,15,16,14,12,10,13,17,18,18,14,14,18,20,19,17,18,19,17,15,14
2018/10/12,จFณภ,SO2,1.9,1.6,1.6,1.6,1.7,1.5,1.5,1.6,1.7,1.7,1.9,2.4,NA,2.3,2.3,1.2,1.5,1.4,1.4,1.6,1.6,1.3,1.3,1.5
2018/10/13,จFณภ,CO,0.24,0.22,0.21,0.19,0.2,0.19,0.24,0.36,0.42,0.37,0.32,0.28,0.29,0.28,0.26,0.27,0.31,0.47,0.58,0.48,0.47,0.39,0.37,0.39
2018/10/13,จFณภ,NOx,13,11,9.2,8.8,9.3,7.9,11,20,24,21,16,12,11,10,9.1,11,14,22,30,27,26,22,21,23
2018/10/13,จFณภ,O3,25,25,25,28,26,26,25,16,15,22,27,35,46,57,62,58,52,35,19,15,11,13,14,11
2018/10/13,จFณภ,PM10,11,15,20,16,12,11,15,16,16,19,21,24,25,24,26,26,26,26,29,38,31,24,23,22
2018/10/13,จFณภ,SO2,1.1,2.2,1.8,1.7,1.8,1.6,1.6,1.9,2.1,2.5,2.5,2.7,2.8,2.5,2.3,2.4,2.8,2.6,2.9,3,3.4,3.4,3.3,3.1
2018/10/14,จFณภ,CO,0.37,0.47,0.4,0.47,0.54,0.6,0.69,0.54,0.64,0.48,0.38,0.51,0.46,0.35,0.27,0.27,0.27,0.41,0.5,0.47,0.41,0.35,0.37,0.34
2018/10/14,จFณภ,NOx,22,25,22,25,31,31,41,28,27,18,18,28,10,9.7,6.3,5.5,7.4,15,18,18,18,16,17,14
2018/10/14,จFณภ,O3,9.3,3.9,4,1.7,1.3,2.7,3.7,14,26,45,56,53,83,85,79,74,69,54,36,28,21,19,16,18
2018/10/14,จFณภ,PM10,21,19,23,22,27,34,35,41,44,44,49,65,63,47,39,32,29,34,46,52,50,44,35,30
2018/10/14,จFณภ,SO2,2.4,2.1,2.2,2.6,2.9,3.3,3.4,3.9,3.9,3.8,7.1,12,5.9,5.4,3.9,3.2,2.9,2.9,2.2,2.3,2.7,2.6,2.7,2.2
2018/10/15,จFณภ,CO,0.29,0.23,0.23,0.24,0.23,0.21,0.21,0.29,0.24,0.22,0.23,0.22,0.19,0.18,0.18,0.2,0.22,0.29,0.36,0.39,0.37,0.39,0.48,0.48
2018/10/15,จFณภ,NOx,11,NA,NA,NA,NA,7.6,8.9,13,12,9.7,8,7.2,5.4,NA,6.6,8.4,11,16,17,19,21,23,28,27
2018/10/15,จFณภ,O3,21,26,28,28,28,34,32,31,37,43,49,56,61,60,55,50,43,37,32,26,21,16,9.5,8.8
2018/10/15,จFณภ,PM10,26,20,23,26,25,24,22,25,27,30,34,35,31,30,29,23,22,28,27,29,36,38,39,40
2018/10/15,จFณภ,SO2,2.2,2.4,2.7,2.9,2.7,2.5,1.9,2.6,2.4,2.2,2,1.9,1.8,2,1.6,1.5,1.7,2,2.1,2.7,3.3,3.8,3.9,3.7
2018/10/16,จFณภ,CO,0.43,0.33,0.31,0.31,0.34,0.38,0.44,0.47,0.38,0.22,0.19,0.21,0.18,0.16,0.16,0.18,0.22,0.31,0.32,0.29,0.29,0.29,0.25,0.26
2018/10/16,จFณภ,NOx,24,20,15,15,17,17,27,29,15,7.9,5.1,5.3,4.9,3.7,4.9,5.4,7.2,12,14,13,13,11,9.1,8.9
2018/10/16,จFณภ,O3,9.8,12,17,16,13,11,5.4,14,33,44,50,56,54,53,51,49,46,40,36,35,33,34,38,37
2018/10/16,จFณภ,PM10,40,42,39,33,35,39,40,45,46,41,33,27,27,26,23,23,21,19,22,28,26,22,24,22
2018/10/16,จFณภ,SO2,3.3,4,3.3,3.1,2.8,3.4,3.7,3.6,3.4,2.5,2,2.2,1.4,1,1.1,0.8,0.8,1.2,1.6,1.8,1.8,1.6,1.3,1.6
2018/10/17,จFณภ,CO,0.27,0.26,0.27,0.27,0.28,0.28,0.32,0.35,0.36,0.34,0.35,0.33,0.35,0.35,0.29,0.29,0.31,0.36,0.35,0.35,0.35,0.37,0.37,0.34
2018/10/17,จFณภ,NOx,7.9,8.1,7.3,7.6,7.5,7.3,9.6,11,12,12,14,12,13,14,12,12,12,16,15,13,11,11,10,9.4
2018/10/17,จFณภ,O3,38,40,43,44,49,47,42,42,42,46,47,50,46,47,50,49,49,45,43,43,47,43,44,45
2018/10/17,จFณภ,PM10,18,18,21,18,16,17,19,21,19,15,16,23,25,23,20,19,23,28,29,27,25,26,28,28
2018/10/17,จFณภ,SO2,2.5,2.2,2.3,2.2,2.1,1.9,2.1,2,2,2,2.2,2.5,2.3,2.4,2.1,2.1,2.1,2.6,2.3,2.3,2.4,2.3,2.4,2.3
2018/10/18,จFณภ,CO,0.34,0.32,0.31,0.31,0.29,0.29,0.33,0.4,0.38,0.34,0.36,0.37,NA,0.33,0.33,0.33,0.34,0.4,0.37,0.34,0.35,0.36,0.37,0.34
2018/10/18,จFณภ,NOx,8.4,7.5,7.3,7.2,7,7.4,8.4,13,13,8,9.1,10,NA,8.8,9.2,9.5,11,14,13,13,12,13,14,14
2018/10/18,จFณภ,O3,45,46,46,48,51,52,52,46,46,60,69,73,NA,84,80,72,60,51,49,48,46,43,39,38
2018/10/18,จFณภ,PM10,23,18,17,18,20,27,26,26,30,27,36,53,NA,72,68,57,47,41,37,34,33,33,35,35
2018/10/18,จFณภ,SO2,2.1,2,1.8,2,2,2,2,2.3,2,2,2.4,2.6,NA,2.4,2.4,2.1,2.3,2.2,2,1.8,1.8,1.9,1.8,2
2018/10/19,จFณภ,CO,0.32,0.32,0.3,0.32,0.31,0.31,0.38,0.54,0.56,0.45,0.39,0.37,0.34,0.29,0.27,0.25,0.26,0.28,0.3,0.28,0.27,0.27,0.26,0.26
2018/10/19,จFณภ,NOx,14,13,13,16,14,16,22,28,30,25,17,14,13,11,8.9,8.9,10,12,13,12,13,13,13,12
2018/10/19,จFณภ,O3,37,33,30,23,24,21,19,19,24,31,45,59,65,67,64,58,52,46,43,42,40,40,38,36
2018/10/19,จFณภ,PM10,35,38,39,36,34,33,29,32,41,42,42,45,42,32,23,25,25,22,22,22,26,27,23,22
2018/10/19,จFณภ,SO2,1.9,1.7,1.9,2.2,2.6,2.1,1.9,2.6,3.5,3.3,2.7,2.2,2.1,1.7,1.3,1.4,1.2,1.4,1.3,1.3,1.8,1.7,1.6,1.7
2018/10/20,จFณภ,CO,0.22,0.22,0.2,0.19,0.19,0.2,0.24,0.3,0.29,0.27,0.28,0.28,0.25,0.23,0.23,0.24,0.26,0.26,0.34,0.29,0.27,0.25,0.24,0.21
2018/10/20,จFณภ,NOx,10,11,9.7,8.6,8.5,8.9,11,16,14,14,14,11,9,8.9,9.2,9.4,12,14,18,14,13,12,11,8.9
2018/10/20,จFณภ,O3,38,35,34,34,33,34,33,30,34,39,45,59,67,69,67,64,56,48,38,37,35,35,38,39
2018/10/20,จFณภ,PM10,21,18,20,18,16,18,18,20,21,26,29,35,47,45,39,40,44,44,42,34,30,30,24,25
2018/10/20,จFณภ,SO2,1.6,1.5,1.4,1.3,1.3,1.4,1.3,1.6,2,2.5,2.2,2.3,2.1,2,2,1.9,1.9,2,2.2,1.9,2,1.6,1.5,1.3
2018/10/21,จFณภ,CO,0.2,0.2,0.19,0.2,0.19,0.2,0.25,0.25,0.26,0.27,0.27,0.3,0.3,0.3,0.27,0.2,0.21,0.27,0.39,0.36,0.29,0.31,0.37,0.39
2018/10/21,จFณภ,NOx,8.2,6,5.7,6.6,6,5.7,9.9,12,8.4,8.1,7.1,8.3,7.6,7.2,6,6.2,6.2,12,19,17,14,16,20,21
2018/10/21,จFณภ,O3,40,40,40,38,39,37,31,30,36,43,51,65,74,74,71,61,53,45,32,29,32,28,20,20
2018/10/21,จFณภ,PM10,22,18,18,NA,NA,20,26,25,23,25,30,37,36,40,43,34,27,27,27,36,44,40,35,39
2018/10/21,จFณภ,SO2,1.1,0.9,1,1.6,1.3,1.2,2.3,2.1,1.5,1.5,1.6,2.2,2.2,2.3,2.3,2,1.5,1.9,2.4,2.4,2.8,3.3,3,3.8
2018/10/22,จFณภ,CO,0.39,0.42,0.45,0.45,0.48,0.45,0.49,0.46,0.31,0.31,0.27,0.27,0.26,0.35,0.46,0.34,0.29,0.33,0.31,0.3,0.34,0.37,0.37,0.31
2018/10/22,จFณภ,NOx,20,21,23,25,26,24,32,24,13,13,8.8,7.9,7.9,12,27,17,7.8,8.6,9.3,12,13,16,14,14
2018/10/22,จFณภ,O3,15,10,7.3,8.3,5.7,10,11,22,39,47,51,61,67,71,54,63,64,56,52,46,40,32,31,31
2018/10/22,จFณภ,PM10,44,41,39,39,40,45,50,44,33,38,39,36,39,51,56,52,48,41,36,33,37,42,40,37
2018/10/22,จFณภ,SO2,2.9,2.6,2.5,3.4,3,2.8,3.3,5.3,3.2,2.5,2.4,2.3,2,3.6,11,6.1,2,1.5,1.3,1.7,2.2,1.9,2,2.3
2018/10/23,จFณภ,CO,0.31,0.28,0.25,0.23,0.23,0.28,0.32,0.31,0.24,0.21,0.23,0.23,0.21,0.19,0.21,0.24,0.3,0.36,0.38,0.36,0.37,0.39,0.41,0.4
2018/10/23,จFณภ,NOx,12,15,13,12,11,14,21,21,16,12,14,11,NA,NA,NA,11,13,17,17,16,15,13,14,13
2018/10/23,จFณภ,O3,32,26,28,28,27,18,14,21,28,37,37,46,NA,57,60,63,63,54,47,45,43,41,38,36
2018/10/23,จFณภ,PM10,38,38,37,36,40,50,52,43,35,34,38,36,NA,35,36,40,49,52,52,55,56,52,45,45
2018/10/23,จFณภ,SO2,2.6,3.4,3,2.6,2.4,3.1,4.1,3.7,3,2.3,2.6,2.3,NA,NA,NA,2,1.6,1.8,3.3,3.3,3.1,3,2.8,2.9
2018/10/24,จFณภ,CO,0.39,0.33,0.24,0.2,0.21,0.22,0.24,0.33,0.25,0.23,0.26,0.25,0.22,0.2,0.2,0.2,0.21,0.32,0.31,0.33,0.37,0.32,0.3,0.31
2018/10/24,จFณภ,NOx,11,10,8.6,8.4,8.7,13,13,18,12,11,11,9.9,8.4,7.7,9.8,8.6,10,17,19,20,23,20,16,16
2018/10/24,จFณภ,O3,37,36,38,40,37,32,32,30,40,45,55,62,63,64,59,55,49,38,33,28,21,22,23,21
2018/10/24,จFณภ,PM10,45,41,35,30,29,30,31,30,32,36,NA,NA,NA,NA,NA,NA,17,28,38,37,40,37,30,33
2018/10/24,จFณภ,SO2,2,2.1,2.2,2.2,2,2.4,2.3,2.3,2.4,2.1,2.5,2.7,2.4,2.4,2.2,1.8,1.8,2,2.6,2.9,3,3.1,2.2,2.1
2018/10/25,จFณภ,CO,0.26,0.27,0.26,0.25,0.25,0.27,0.39,0.8,0.74,0.53,0.44,0.49,0.39,0.31,0.3,0.31,0.35,0.41,0.37,0.43,0.49,0.55,0.51,0.5
2018/10/25,จFณภ,NOx,14,11,11,13,14,14,24,49,46,40,31,26,16,8.8,7,7.3,9.1,11,9.7,16,21,25,23,27
2018/10/25,จFณภ,O3,23,23,23,18,14,13,8.3,5.8,13,26,43,60,74,68,67,66,58,51,47,38,33,23,23,18
2018/10/25,จFณภ,PM10,33,29,29,30,28,29,28,35,47,52,64,69,67,54,45,51,55,58,60,57,54,59,64,68
2018/10/25,จFณภ,SO2,2.3,1.1,1.1,1,1.6,2.6,2.3,3.7,4.8,6,5.9,6,4.2,2.7,1.5,1.2,1.2,1,0.7,1,2.3,1.9,1.7,2.5
2018/10/26,จFณภ,CO,0.42,0.36,0.49,0.64,0.62,0.43,0.5,0.85,0.88,0.63,NA,0.5,0.35,0.3,0.25,0.26,0.28,0.33,0.4,0.4,0.43,0.48,0.47,0.44
2018/10/26,จFณภ,NOx,18,18,24,37,37,23,27,53,44,37,NA,NA,13,13,8,7.9,8.3,9.6,16,16,17,21,17,15
2018/10/26,จFณภ,O3,25,20,11,3,1.9,15,13,10,28,39,NA,72,74,64,60,64,61,60,49,46,35,27,29,32
2018/10/26,จFณภ,PM10,68,59,58,63,67,70,68,73,81,90,NA,65,58,53,45,42,50,53,56,54,53,63,68,57
2018/10/26,จFณภ,SO2,2.6,4.1,3.2,2.9,3.3,3.6,3.3,3.4,4.8,8.9,NA,NA,3.6,3.6,1.6,1.8,2.2,1.7,2,1.7,2.3,2.7,2.1,2.5
2018/10/27,จFณภ,CO,0.42,0.34,0.38,0.4,0.41,0.41,0.41,0.42,0.44,0.45,0.46,0.44,0.36,0.34,0.36,0.38,0.38,0.39,0.34,0.28,0.23,0.19,0.17,0.16
2018/10/27,จFณภ,NOx,13,8.3,6.3,4.8,5,5.8,6.6,7.6,8.4,8.9,8.6,8.9,9.6,9.1,9.6,11,13,15,14,10,8.5,8.2,6.4,5.5
2018/10/27,จFณภ,O3,30,36,42,48,54,61,62,61,61,65,71,77,80,84,83,81,74,66,62,59,55,51,51,48
2018/10/27,จFณภ,PM10,53,45,30,30,37,50,73,82,90,105,112,108,107,113,116,108,90,80,76,68,56,47,38,29
2018/10/27,จFณภ,SO2,2.8,1.7,1.4,1,1,1,1.1,1,1,1.4,1.7,2,2,1.7,1.6,1.8,2,1.6,1.5,1.2,1,0.8,0.3,0
2018/10/28,จFณภ,CO,0.15,0.14,0.15,0.15,0.16,0.16,0.17,0.19,0.24,0.19,0.21,0.22,0.25,0.24,0.26,0.26,0.27,0.32,0.37,0.39,0.36,0.36,0.31,0.26
2018/10/28,จFณภ,NOx,4.8,3.3,3.6,3.9,4,4.2,5.6,6.8,7.3,6.2,6.7,6.7,8.1,7.2,7.6,8,9.1,12,15,17,16,14,12,9.7
2018/10/28,จFณภ,O3,49,51,52,53,53,51,48,47,50,54,59,64,74,76,78,80,79,73,66,58,56,56,55,53
2018/10/28,จFณภ,PM10,25,26,30,32,33,32,29,29,32,35,39,45,54,62,64,66,68,68,65,64,62,56,49,39
2018/10/28,จFณภ,SO2,1.5,1.6,1.6,1.7,1.7,1.7,1.5,1.7,2.1,2,2.1,2.3,2.6,2.4,2.4,2.5,2.6,2.8,3.1,3.1,2.9,2.7,2.1,1.7
2018/10/29,จFณภ,CO,0.21,0.16,0.1,0.1,0.11,0.13,0.18,0.22,0.17,0.18,0.18,0.18,0.21,0.21,0.21,0.23,0.26,0.37,0.37,0.31,0.27,0.23,0.2,0.19
2018/10/29,จFณภ,NOx,7.4,7,4.2,3.4,3.3,5.2,15,18,11,10,9,8.1,9,9.8,9.6,10,12,20,22,20,17,15,10,9.8
2018/10/29,จFณภ,O3,50,45,46,47,51,47,35,37,47,55,63,69,79,85,84,83,76,60,52,51,53,53,58,56
2018/10/29,จFณภ,PM10,31,25,16,13,20,20,16,18,20,24,43,55,54,65,75,80,76,64,48,38,37,35,31,26
2018/10/29,จFณภ,SO2,1.5,1.4,1.6,0.9,0.9,1.3,1.2,1.3,1.4,1.6,1.6,1.9,2.1,2.3,2.3,2.6,2.6,2.9,2.8,2.8,2.3,1.9,2,2
2018/10/30,จFณภ,CO,0.17,0.18,0.18,0.18,0.17,0.19,0.3,0.44,0.39,0.24,0.25,0.26,0.26,0.26,NA,0.26,0.32,0.41,0.36,0.31,0.32,0.27,0.26,0.26
2018/10/30,จFณภ,NOx,8.9,6.3,7.6,8.7,7.3,8.9,21,30,24,13,10,8.9,9.7,9.7,NA,12,18,22,19,16,14,10,9.2,9.7
2018/10/30,จFณภ,O3,54,56,51,49,47,44,30,28,38,57,73,84,84,85,NA,NA,63,51,50,50,51,56,54,50
2018/10/30,จFณภ,PM10,27,25,25,25,23,26,27,29,31,36,42,50,60,66,NA,66,62,57,47,36,32,28,21,18
2018/10/30,จFณภ,SO2,2.2,2.1,2.5,2.7,1.7,1.7,3,4,2.6,2.3,2.5,2.3,2.2,2.3,NA,1.9,2.2,2.3,2.4,2.2,2.5,1.9,1.9,2.1
2018/10/31,จFณภ,CO,0.25,0.23,0.22,0.22,0.2,0.21,0.24,0.26,0.24,0.24,0.26,0.25,0.22,0.21,0.19,0.2,0.23,0.27,0.22,0.2,0.21,0.22,0.22,0.21
2018/10/31,จFณภ,NOx,9.5,9.7,10,11,11,12,14,13,13,12,14,12,11,11,13,14,17,17,12,9.5,8.3,8.2,8.4,8.5
2018/10/31,จFณภ,O3,53,54,49,48,56,54,55,56,55,57,62,62,61,54,49,42,35,30,41,45,53,55,53,51
2018/10/31,จFณภ,PM10,21,22,22,18,15,11,14,23,25,23,29,30,25,23,19,15,15,13,12,14,16,20,21,16
2018/10/31,จFณภ,SO2,1.5,1.8,1.8,1.7,2.2,2.4,2.2,2,1.8,1.6,2.1,2,1.9,1.6,1.7,1.6,1.7,1.6,1.6,1.6,1.4,1.4,1.4,1.3
2018/11/1,จFณภ,CO,0.2,0.21,0.21,0.2,0.2,0.21,0.24,0.33,0.31,0.29,0.3,0.28,0.24,0.25,0.23,0.23,0.23,0.23,0.25,0.23,0.22,0.21,0.24,0.21
2018/11/1,จFณภ,NOx,8.4,8.8,7.9,7.2,7.7,8.6,9.6,13,13,13,14,14,13,15,13,13,13,12,13,11,9.2,9.5,11,12
2018/11/1,จFณภ,O3,48,43,43,42,35,33,37,39,42,44,46,46,45,39,39,38,39,38,37,39,40,39,36,34
2018/11/1,จFณภ,PM10,16,12,12,15,10,8,8,10,12,17,20,23,28,23,17,19,19,19,20,17,13,11,12,20
2018/11/1,จFณภ,SO2,1.8,1.5,1.6,1.5,1.6,1.4,1.6,1.6,1.8,1.8,2,2.1,1.8,2.3,2,1.9,2,1.9,1.9,1.8,1.8,1.8,2,1.9
2018/11/2,จFณภ,CO,0.2,0.2,0.19,0.18,0.17,0.19,0.23,0.35,0.39,0.45,0.4,0.43,0.25,0.19,0.2,0.23,0.25,0.3,0.33,0.35,0.37,0.42,0.4,0.36
2018/11/2,จFณภ,NOx,10,9.6,11,9,6.1,7.4,12,17,21,28,26,23,11,9.1,11,14,14,16,17,19,20,23,22,17
2018/11/2,จFณภ,O3,35,33,31,33,36,33,29,26,23,23,31,39,44,43,39,33,30,26,22,16,12,7.9,9.5,11
2018/11/2,จFณภ,PM10,16,13,21,17,11,9,17,20,18,24,32,31,37,49,55,50,37,28,27,28,30,35,33,33
2018/11/2,จFณภ,SO2,1.5,2.5,2.2,2.2,1.8,1.9,2.3,2.5,2.6,3.3,3.4,3.6,2.7,2.5,2.2,2.1,2.2,2.4,2.4,2.5,2.8,2.9,3.4,3.2
2018/11/3,จFณภ,CO,0.41,0.35,0.38,0.44,0.38,0.39,0.49,0.43,0.29,0.25,0.23,0.22,0.22,0.19,0.18,0.19,0.2,0.21,0.2,0.23,0.24,0.28,0.25,0.25
2018/11/3,จFณภ,NOx,21,24,26,29,25,26,36,31,20,16,14,11,9.9,9.5,9.9,11,12,12,12,12,14,16,15,14
2018/11/3,จFณภ,O3,5.4,4,1.7,1.4,1.3,1.5,2,9.1,22,28,35,41,47,47,43,40,36,34,32,30,24,19,21,19
2018/11/3,จFณภ,PM10,33,30,32,37,37,33,36,37,34,36,41,45,42,35,34,38,35,27,26,26,32,31,33,34
2018/11/3,จFณภ,SO2,2.6,1.9,3,3.2,2.8,3,3.3,4,3.4,2.4,1.9,1.6,1.3,1.3,1.3,1.1,1.1,1,1.1,1.2,1.2,1.6,1.6,1.3
2018/11/4,จFณภ,CO,0.23,0.18,0.17,0.17,0.17,0.17,0.19,0.24,0.22,0.17,0.18,0.17,0.15,0.15,0.15,0.16,0.17,0.19,0.25,0.27,0.27,0.27,0.29,0.29
2018/11/4,จFณภ,NOx,11,9.8,9.4,10,10,10,11,12,12,8,8.7,8.3,6.1,5.8,6.3,6.9,9.1,11,14,14,17,17,18,20
2018/11/4,จFณภ,O3,21,21,21,20,19,18,20,22,26,33,40,48,52,52,53,50,44,38,30,27,22,18,15,12
2018/11/4,จFณภ,PM10,28,26,27,30,31,29,28,27,26,25,28,34,40,39,35,34,34,35,34,30,28,32,31,31
2018/11/4,จFณภ,SO2,1.2,1.9,1.7,2,2,1.9,1.8,2,2,1.7,2.1,2.1,1.9,1.8,1.7,1.8,1.9,1.8,2.2,2.6,2.6,2.6,2.7,3.1
2018/11/5,จFณภ,CO,0.28,0.25,0.26,0.21,0.22,0.23,0.29,0.34,0.3,0.23,0.23,0.22,0.18,0.18,0.14,0.16,0.19,0.33,0.33,0.24,0.27,0.34,0.47,0.47
2018/11/5,จFณภ,NOx,20,15,16,12,13,15,20,21,19,14,14,13,8.3,6.9,7.6,9.4,12,18,18,14,16,22,29,27
2018/11/5,จFณภ,O3,12,13,11,13,11,8.1,6,11,19,27,35,41,52,57,49,44,38,27,24,24,19,11,3.7,2.8
2018/11/5,จFณภ,PM10,32,30,30,24,22,25,22,21,22,25,34,37,31,29,33,35,34,41,41,35,34,37,39,41
2018/11/5,จFณภ,SO2,2.7,1.7,1.7,1.9,1.4,1.3,1.3,1.7,2.2,2.7,2.3,2.2,1.9,1.8,1.6,1.6,1.7,1.9,2.1,2.2,2.1,2.3,2.6,3.1
2018/11/6,จFณภ,CO,0.56,0.58,0.54,0.5,0.49,0.51,0.59,0.93,0.53,0.49,0.46,0.56,0.56,0.6,0.6,0.49,0.46,0.34,0.36,0.37,0.35,0.45,0.41,0.52
2018/11/6,จFณภ,NOx,31,37,39,37,34,33,36,47,20,18,16,32,24,24,20,15,13,13,16,17,16,21,17,21
2018/11/6,จFณภ,O3,1.6,1.5,1.4,1.5,1.4,1.6,2.3,6.5,28,42,60,53,75,88,99,97,92,52,30,24,23,17,20,13
2018/11/6,จFณภ,PM10,44,43,39,44,56,72,79,82,86,85,84,102,123,121,116,104,91,74,52,45,51,50,48,50
2018/11/6,จFณภ,SO2,2.2,2.5,3,4.5,3.6,3.2,3.3,4.2,4.3,4.1,3.4,8.4,7,7.2,5.6,3.8,3.7,2.7,1.8,1.8,2,2,2.1,2
2018/11/7,จFณภ,CO,0.57,0.76,0.73,0.79,0.79,0.78,0.89,0.96,0.97,0.49,0.42,0.37,0.27,0.2,0.18,0.2,0.23,0.33,0.29,0.27,0.29,0.31,0.33,0.34
2018/11/7,จFณภ,NOx,23,32,31,40,39,36,43,58,42,24,17,14,14,6.8,5.7,5.9,7.6,12,11,9.6,9.1,9.1,10,11
2018/11/7,จFณภ,O3,11,4.4,3.5,1.5,1.4,1.6,1.9,2.4,8.5,14,35,59,49,49,46,49,50,43,43,44,48,56,53,48
2018/11/7,จFณภ,PM10,56,73,79,88,99,94,98,124,148,112,74,76,61,40,29,28,32,43,48,50,54,53,62,75
2018/11/7,จFณภ,SO2,2.4,2.6,3.8,7.9,5.7,4.9,5.5,13,12,7.2,6.4,4.6,4.1,2.2,1.6,1.8,1.6,1.6,1.7,1.7,1.6,1.7,1.6,1.6
