"¤é´Á","´ú¯¸","´ú¶µ","00","01","02","03","04","05","06","07","08","09","10","11","12","13","14","15","16","17","18","19","20","21","22","23"
"2018/01/29","¤¯ªZ","O3",7.8,9.1,11,13,15,17,17,14,8.5,9.2,12,15,20,25,35,35,18,8.5,5,7.9,7.1,6.7,5.7,6.2
"2018/01/29","¤¯ªZ","PM10",29,34,34,35,30,37,42,41,40,41,40,44,49,54,51,51,56,64,73,68,67,60,55,43
"2018/01/29","¤¯ªZ","SO2",2.2,1.7,2,1.6,1.6,1.7,1.6,1.7,3.8,4,2.3,2.3,3.7,3.2,2.6,2.4,2.3,3,4.6,2.4,2.4,2.4,2.1,1.9
"2018/01/30","¤¯ªZ","CO",0.56,0.62,0.62,0.61,0.6,0.66,0.69,0.71,0.65,0.67,0.73,0.61,0.58,NA,0.58,0.49,0.52,0.54,0.57,0.63,0.61,0.63,0.65,0.62
"2018/01/30","¤¯ªZ","NOx",22,19,22,25,23,22,28,33,37,30,51,29,25,NA,30,28,30,29,31,36,31,35,35,40
"2018/01/30","¤¯ªZ","O3",6.8,7.2,7.2,6.6,6.1,6,5,6.5,8.6,13,15,33,42,NA,47,39,34,25,19,12,13,7.8,5.5,4.1
"2018/01/30","¤¯ªZ","PM10",36,35,32,26,27,25,19,19,20,30,34,46,43,43,42,53,56,58,51,58,61,75,72,68
"2018/01/30","¤¯ªZ","SO2",1.6,2.1,1.9,2.1,2,1.8,1.9,2,4.1,2.4,3.1,2.8,2.5,NA,2.8,2.6,2.6,2.7,2.5,2.7,3,4.2,2.8,2.9
"2018/01/31","¤¯ªZ","CO",0.62,0.66,0.63,0.55,0.53,0.53,0.59,0.95,0.99,0.94,0.8,0.72,0.63,0.57,0.53,0.47,0.49,0.51,0.58,0.48,0.45,0.48,0.46,0.45
"2018/01/31","¤¯ªZ","NOx",39,37,34,45,36,37,45,76,76,93,50,43,31,29,25,24,28,26,29,22,17,16,13,12
