"¤é´Á","´ú¯¸","´ú¶µ","00","01","02","03","04","05","06","07","08","09","10","11","12","13","14","15","16","17","18","19","20","21","22","23"
"2018/01/26","´I¶Q¨¤","NOx",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7,0.7,0.8,0.7,0.8,1.3,0.7,0.8,0.9,0.8,0.7,0.6,0.7,0.6,0.5
"2018/01/26","´I¶Q¨¤","O3",NA,NA,NA,NA,NA,NA,NA,NA,NA,42,42,43,43,43,42,42,42,42,42,42,42,42,42,42
"2018/01/26","´I¶Q¨¤","PM10",NA,NA,NA,NA,NA,NA,NA,NA,29,21,35,36,33,31,31,30,29,37,39,43,42,44,46,42
"2018/01/26","´I¶Q¨¤","SO2",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9,1,NA,NA,NA,0.5,0.6,0.6,0.6,0.6,0.6,0.6,0,-0.1,0.3
"2018/01/27","´I¶Q¨¤","CO",0.13,0.13,0.13,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.13,0.13,0.13,0.13,0.14,0.14,0.14,0.14,0.15
"2018/01/27","´I¶Q¨¤","NOx",0.8,0.7,0.6,0.6,0.6,0.6,0.6,0.9,0.6,0.6,0.9,0.7,0.7,0.7,1,0.9,1,1,2,1.4,2.3,3.7,1.5,1.8
"2018/01/27","´I¶Q¨¤","O3",42,42,43,42,43,42,43,42,43,42,43,43,42,43,43,43,43,42,40,40,37,34,26,27
"2018/01/27","´I¶Q¨¤","PM10",42,39,37,40,36,42,44,45,51,54,60,52,43,38,34,25,22,20,33,32,39,45,154,57
"2018/01/27","´I¶Q¨¤","SO2",0.5,0,0.1,0.1,0,0.1,0,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.3,0.3,0.1,0.4,0.2,0.5,1.3,0.3,0.2
"2018/01/28","´I¶Q¨¤","CO",0.15,0.18,0.29,0.45,0.35,0.17,0.16,0.17,0.17,0.16,0.17,0.18,0.19,0.15,0.18,0.17,0.16,0.17,0.17,0.17,0.15,0.13,0.12,0.12
"2018/01/28","´I¶Q¨¤","NOx",2.3,5.2,20,25,20,6.3,4.4,5,6.5,4.8,6.8,7.9,8.2,5.5,9.5,8.9,7.2,8.1,7.2,6.7,4.4,1.9,1.2,1.2
"2018/01/28","´I¶Q¨¤","O3",29,26,11,4.4,10,34,28,25,24,28,26,26,29,34,29,31,33,31,30,30,32,38,40,39
"2018/01/28","´I¶Q¨¤","PM10",15,29,41,34,42,36,31,33,30,42,36,36,38,45,45,44,55,54,54,49,53,46,42,49
