"дщ┤┴","┤·п╕","┤·╢╡","00","01","02","03","04","05","06","07","08","09","10","11","12","13","14","15","16","17","18","19","20","21","22","23"
"2018/05/01","оч╢щ","O3",3.9,2.4,3.2,4.5,6.6,2.7,3.3,7.2,20,17,28,40,52,51,42,41,31,21,16,16,15,13,10,6.2
"2018/05/01","оч╢щ","PM10",70,71,70,61,55,54,71,78,72,59,52,37,35,56,57,55,53,44,37,30,34,34,31,31
"2018/05/01","оч╢щ","SO2",NA,7.7,9,8.1,9.1,16,32,19,4.9,5.8,3.4,3,2.5,2.4,2,2,1.2,1.1,1.1,1.1,1.1,1.1,1.4,3.7
"2018/05/02","оч╢щ","CO",0.68,0.45,0.39,0.51,0.44,0.57,0.43,0.52,0.36,0.32,NA,NA,0.27,0.23,0.24,NA,NA,0.33,0.29,0.25,0.29,0.6,0.26,0.23
"2018/05/02","оч╢щ","NOx",35,25,19,28,24,33,24,22,13,13,NA,NA,8.2,8,9.5,NA,NA,15,14,13,16,27,17,13
"2018/05/02","оч╢щ","O3",2,3.9,5.8,1.8,2.9,2.8,6.6,10,20,29,35,36,NA,NA,42,36,31,19,16,13,8.7,3.8,8.7,12
"2018/05/02","оч╢щ","PM10",37,47,49,41,39,42,54,48,40,34,42,54,NA,79,57,50,39,43,42,39,34,34,31,28
"2018/05/02","оч╢щ","SO2",12,9.1,6.2,13,16,15,6.8,4.1,3.9,3.8,NA,NA,3.9,3.3,3.2,NA,NA,NA,2.8,3.9,3.6,5,5.3,6.1
"2018/05/03","оч╢щ","CO",0.21,0.39,0.43,0.31,0.35,0.41,0.48,0.65,0.6,0.48,0.41,0.44,0.47,0.43,0.41,0.47,0.46,0.63,0.62,0.57,0.49,0.41,0.36,0.25
"2018/05/03","оч╢щ","NOx",8.2,7.4,7.2,7.3,9.3,8.8,11,18,18,17,NA,NA,17,19,19,26,21,25,24,22,20,17,16,11
"2018/05/03","оч╢щ","O3",20,54,63,58,59,64,59,50,49,51,54,54,53,48,44,38,43,42,42,41,40,42,42,46
"2018/05/03","оч╢щ","PM10",25,29,45,64,71,72,61,59,56,65,67,71,43,40,59,58,51,53,58,62,56,48,43,47
"2018/05/03","оч╢щ","SO2",3.9,4,5.1,5.1,4.9,4.3,3.6,4.4,4,3.3,2.8,2.8,2.7,3.1,2.7,3.7,3.6,3.8,3.6,4.2,3,2.6,2.9,2.6
"2018/05/04","оч╢щ","CO",0.24,0.25,0.22,0.21,0.21,0.23,0.29,0.43,0.48,0.38,0.35,0.37,0.35,0.33,0.32,0.35,0.42,0.53,0.53,0.5,0.46,0.49,0.46,0.41
"2018/05/04","оч╢щ","NOx",10,7.3,6.4,6.6,6.5,7.8,11,16,19,15,14,14,12,12,12,13,19,20,19,18,18,18,17,15
"2018/05/04","оч╢щ","O3",47,47,49,48,49,47,45,41,40,45,48,48,49,47,45,42,38,36,35,35,35,33,33,33
"2018/05/04","оч╢щ","PM10",46,47,45,43,37,36,34,39,33,38,36,42,44,43,34,28,27,37,35,33,22,19,22,26
"2018/05/04","оч╢щ","SO2",2.6,3.4,2.7,4.5,3.1,2.5,2.6,2.4,2.9,3.2,3.1,2.9,3.5,3,3.6,3.5,3,3,3.2,3.3,3.4,3.7,4.1,3.4
"2018/05/05","оч╢щ","CO",0.37,0.35,0.36,0.34,0.45,0.52,0.63,0.93,0.63,0.45,0.44,0.31,0.28,0.31,0.33,0.36,0.36,0.44,0.45,0.54,0.95,0.95,0.94,0.89
"2018/05/05","оч╢щ","NOx",14,11,12,13,20,23,30,43,28,15,19,14,9.5,9.4,11,14,15,20,21,25,37,34,33,33
"2018/05/05","оч╢щ","O3",32,31,27,26,18,14,12,12,29,46,46,57,69,71,74,70,67,62,56,44,28,17,12,9.1
"2018/05/05","оч╢щ","PM10",29,22,18,14,27,41,46,53,54,66,61,76,72,67,57,66,80,81,77,71,69,76,69,64
"2018/05/05","оч╢щ","SO2",3.7,6.7,8.6,6.6,17,14,11,18,10,5.1,5.6,6,4.8,4.8,5.3,7.2,8,7.8,7.7,7.3,9.7,20,17,10
"2018/05/06","оч╢щ","CO",0.78,0.59,0.52,0.46,0.47,0.54,0.71,0.74,0.38,0.37,0.33,0.26,0.26,0.25,0.27,0.19,0.16,0.16,0.2,0.19,0.24,0.29,0.39,0.55
"2018/05/06","оч╢щ","NOx",29,29,28,22,25,27,32,31,13,12,11,7.8,6.8,8,8.4,8.4,7.8,9,9.6,10,13,16,20,27
"2018/05/06","оч╢щ","O3",11,9.7,10,13,9.9,9.7,9.1,21,42,52,56,58,58,58,57,43,30,23,15,14,11,7.6,5,5
"2018/05/06","оч╢щ","PM10",50,52,53,59,63,65,62,53,45,39,42,49,51,53,54,55,42,33,38,36,33,24,27,30
"2018/05/06","оч╢щ","SO2",13,18,9.4,6.7,9.6,19,14,9.6,6.9,5.1,4.5,4,4.7,4.6,4.3,2.8,2.4,2.2,2,1.9,2.7,4.1,5,5.9
"2018/05/07","оч╢щ","CO",0.43,0.55,0.48,0.53,0.33,0.51,0.68,0.73,0.36,0.27,0.24,0.26,0.26,0.2,0.2,0.25,0.3,0.42,0.5,0.44,0.4,0.36,0.37,0.62
"2018/05/07","оч╢щ","NOx",24,32,25,30,20,30,41,38,18,16,13,13,13,12,11,14,18,23,29,27,23,20,21,34
"2018/05/07","оч╢щ","O3",3.1,4.2,6.8,2.9,5.2,2.9,5.4,8.4,14,22,32,43,44,45,47,34,26,16,7.5,7,9.1,10,10,3.7
"2018/05/07","оч╢щ","PM10",35,39,41,39,40,39,51,56,59,44,42,40,51,57,66,58,51,42,47,42,39,37,42,43
"2018/05/07","оч╢щ","SO2",7.1,12,7.2,8.6,7.9,14,15,11,5,4.4,4,3.8,4.3,4.5,4,4.1,3.7,4,4.4,5.1,4.5,4.3,4.9,9.3
"2018/05/08","оч╢щ","CO",0.54,0.15,0.1,0.09,0.09,0.12,0.2,0.32,0.32,0.22,0.23,0.21,0.17,0.14,0.17,0.33,0.45,0.59,0.63,0.53,0.43,0.4,0.36,0.32
"2018/05/08","оч╢щ","NOx",31,14,5.5,5.6,5.8,7.3,13,21,18,17,15,12,9.8,12,14,14,17,20,25,20,18,16,12,12
"2018/05/08","оч╢щ","O3",5.7,18,44,35,33,32,28,22,26,34,37,46,47,40,37,42,42,41,35,36,36,39,43,42
"2018/05/08","оч╢щ","PM10",45,41,41,23,19,7,12,12,22,25,27,26,29,26,25,23,32,36,42,37,36,31,28,29
"2018/05/08","оч╢щ","SO2",7.5,6.3,2.8,2.5,2.3,2.2,2.1,3.2,3.1,2.8,3.8,3.3,2.9,2.7,3.6,3.6,2.4,2.3,3.9,3.6,3.4,3,5.4,7.1
"2018/05/09","оч╢щ","CO",0.28,0.26,0.25,0.25,0.25,0.27,0.34,0.58,0.54,0.47,0.4,0.4,0.42,0.42,0.37,0.34,0.37,0.46,0.48,0.46,0.42,0.38,0.34,0.29
"2018/05/09","оч╢щ","NOx",11,9.6,8.1,8.5,8.6,9.9,13,20,24,22,20,20,20,24,21,21,19,19,19,19,17,15,13,13
"2018/05/09","оч╢щ","O3",42,42,41,39,40,41,39,35,36,38,39,40,38,36,38,41,43,43,43,42,41,44,45,45
"2018/05/09","оч╢щ","PM10",31,39,35,33,34,35,40,39,36,33,37,43,43,38,37,42,44,49,47,38,35,39,44,53
"2018/05/09","оч╢щ","SO2",3.9,3.9,3.9,7.8,6.1,8.2,6.9,7.7,6.5,6.1,6.2,3.7,5.7,5.6,6.9,5.7,5.1,5.1,5.5,5.7,5.1,5,5.1,5.4
"2018/05/10","оч╢щ","CO",0.25,0.21,0.2,0.19,0.18,0.2,0.3,0.41,0.41,0.33,0.3,0.3,0.28,0.26,0.3,0.33,0.34,0.48,0.56,0.48,0.42,0.38,0.33,0.26
"2018/05/10","оч╢щ","NOx",12,12,9.4,9.4,8.7,9.8,14,17,20,17,16,14,13,13,17,19,18,22,24,20,19,16,15,13
"2018/05/10","оч╢щ","O3",45,44,46,45,45,46,43,44,44,49,51,52,53,51,48,45,43,38,33,35,36,39,41,44
"2018/05/10","оч╢щ","PM10",51,54,42,38,32,33,39,46,59,58,55,54,54,56,54,59,67,59,55,42,41,32,41,50
"2018/05/10","оч╢щ","SO2",4.7,3.1,2.2,2.4,1.9,2,2.5,4,3.4,2.4,1.8,1.6,1.6,2.2,2.7,3.1,3.7,3.2,3.3,3,3.9,2.8,3.5,2.8
"2018/05/11","оч╢щ","CO",0.24,0.2,0.18,0.18,0.2,0.25,0.36,0.61,0.67,0.61,0.5,0.42,0.49,0.55,0.53,0.51,0.58,0.62,0.53,0.46,0.41,0.45,0.51,0.56
"2018/05/11","оч╢щ","NOx",11,7.6,6.6,6.5,7.7,9.8,16,24,26,23,NA,16,17,21,26,25,23,28,35,27,24,NA,28,28
"2018/05/11","оч╢щ","O3",43,43,42,41,39,35,30,26,30,37,NA,55,61,65,62,67,77,62,40,40,37,33,28,24
"2018/05/11","оч╢щ","PM10",54,53,50,49,41,31,34,40,51,49,NA,49,54,53,53,65,74,79,74,71,76,70,68,61
"2018/05/11","оч╢щ","SO2",3.7,5.4,5.3,6.9,9.1,9.6,7.4,7.1,10,7,5,4.5,5,6.9,9.1,8.8,8.7,11,17,15,15,11,5.2,5.1
"2018/05/12","оч╢щ","CO",0.82,0.71,0.69,0.55,0.46,0.46,0.62,0.43,0.29,0.22,0.23,0.24,0.25,0.18,0.24,0.29,0.29,0.32,0.36,0.48,0.53,0.44,0.64,0.63
"2018/05/12","оч╢щ","NOx",48,41,41,29,22,27,35,22,15,11,9.5,9.6,8.7,6.2,8.4,8.3,10,13,16,21,26,23,31,27
"2018/05/12","оч╢щ","O3",3.6,5.5,4.1,8,13,10,9,28,39,49,58,61,64,51,62,66,55,52,48,43,33,29,20,21
"2018/05/12","оч╢щ","PM10",62,74,83,77,67,56,59,61,62,54,43,33,38,38,44,46,50,51,54,66,74,78,75,70
"2018/05/12","оч╢щ","SO2",8.8,9.5,18,10,6.9,9.3,7.3,5.8,4.8,4.8,3.9,3.8,3.7,3,3.8,5.1,4.8,5.3,5.7,5.2,11,6.7,7.8,6.5
"2018/05/13","оч╢щ","CO",0.59,0.65,0.75,0.73,0.6,0.58,0.47,0.4,0.36,0.36,0.35,0.31,0.28,0.25,0.28,0.27,0.27,0.31,0.44,0.77,0.74,0.53,0.38,0.37
"2018/05/13","оч╢щ","NOx",23,25,31,31,26,26,17,14,9.7,9.5,9.9,8.5,8.2,6.4,7.1,7.3,9.2,11,17,32,36,29,20,19
"2018/05/13","оч╢щ","O3",21,17,6.7,5.7,8.2,8,19,29,44,51,57,58,59,56,58,59,54,47,40,30,18,12,20,17
"2018/05/13","оч╢щ","PM10",75,70,75,71,71,61,53,55,60,61,59,67,67,66,60,61,59,47,45,51,54,51,39,44
"2018/05/13","оч╢щ","SO2",4.2,6.4,8.6,24,16,13,7.9,5.5,4.7,4.4,4.7,4.3,3.8,3.4,3.2,3.3,3.3,3.5,7.6,22,12,7.5,8.3,8.8
"2018/05/14","оч╢щ","CO",0.23,0.14,0.19,0.19,0.2,0.26,0.3,0.39,0.39,0.37,0.29,0.27,0.29,0.33,0.26,0.29,0.29,0.33,0.3,0.29,0.25,0.37,0.42,0.63
"2018/05/14","оч╢щ","NOx",14,11,14,13,15,18,22,24,23,23,16,11,12,15,19,22,21,25,25,25,19,22,26,41
"2018/05/14","оч╢щ","O3",15,15,13,13,11,8.1,7.6,11,13,20,37,56,64,70,65,56,46,20,15,15,18,13,11,3.8
"2018/05/14","оч╢щ","PM10",43,40,36,43,51,64,62,67,59,68,63,60,48,48,50,62,66,58,51,47,47,50,47,61
"2018/05/14","оч╢щ","SO2",5.1,5.2,5,4.3,4.3,4.2,5.5,5.4,5.8,6,5.1,4.5,4,5.7,7.6,NA,7.6,9.8,9.8,7.7,6.2,7.1,6.8,15
"2018/05/15","оч╢щ","CO",0.43,0.39,0.46,0.4,0.42,0.54,0.71,0.66,0.47,0.41,0.38,0.32,0.28,0.22,0.19,0.2,0.24,0.33,0.37,0.35,0.37,0.38,0.45,0.52
"2018/05/15","оч╢щ","NOx",30,26,26,22,24,31,38,28,15,16,17,14,10,7.3,8.8,9.4,12,15,14,14,15,16,26,29
"2018/05/15","оч╢щ","O3",5.3,3.7,4.9,7.6,6.4,4.8,7.9,18,33,37,38,52,60,47,38,27,19,10,8.1,9.3,8.6,8.3,3.2,2.6
"2018/05/15","оч╢щ","PM10",54,57,53,57,56,59,64,68,62,60,62,56,55,47,57,47,42,30,30,26,25,20,23,28
"2018/05/15","оч╢щ","SO2",7.2,9.1,6.9,7.1,8.3,15,25,13,9.1,4.8,5.2,4.4,3.3,3.1,2.3,2.1,1.8,1.9,1.9,2.1,2.8,2.8,6.8,11
"2018/05/16","оч╢щ","CO",0.54,0.36,0.5,0.43,0.35,0.61,0.63,0.6,0.41,0.32,0.31,0.25,0.22,0.2,0.2,0.2,0.2,0.28,0.32,0.32,0.32,0.4,0.67,0.66
"2018/05/16","оч╢щ","NOx",29,25,34,30,28,44,52,33,16,18,18,14,11,9.6,9.6,11,11,12,13,13,14,18,33,41
"2018/05/16","оч╢щ","O3",2.3,2.6,1.6,1.8,1.9,2.3,3.9,15,27,28,32,34,34,34,36,33,24,18,15,14,13,8.9,4.5,1.9
"2018/05/16","оч╢щ","PM10",34,38,45,46,48,48,60,55,41,21,29,44,52,50,47,48,44,32,29,26,26,31,37,51
"2018/05/16","оч╢щ","SO2",15,11,20,14,8.6,16,27,13,4.9,3.7,3.7,3.5,2.8,2.2,2,2.3,1.7,1.6,1.6,2.2,2.6,3.2,12,15
"2018/05/17","оч╢щ","CO",0.74,0.58,0.52,0.47,0.4,0.26,0.32,0.35,0.27,0.22,NA,0.18,0.15,0.16,0.17,0.2,0.23,0.33,0.33,0.33,0.55,0.66,0.69,0.58
"2018/05/17","оч╢щ","NOx",41,40,38,33,33,24,27,20,13,10,NA,11,8.8,9.4,9.6,13,13,20,23,22,29,32,39,38
"2018/05/17","оч╢щ","O3",1.8,1.5,1.8,2.1,1.5,2.6,3.9,9.6,17,25,NA,32,36,38,37,35,38,24,9.1,6.4,3.3,2.8,2.8,1.5
"2018/05/17","оч╢щ","PM10",61,62,60,52,57,51,49,43,41,38,NA,40,41,41,38,39,41,43,39,37,35,41,44,45
"2018/05/17","оч╢щ","SO2",13,18,17,18,14,9.7,7.3,5.4,3.8,3.7,NA,4.2,3.7,3.6,3.4,3.4,3.3,4,4.6,4.7,5.8,8,13,9.7
"2018/05/18","оч╢щ","CO",0.46,0.31,0.29,0.45,0.52,0.42,0.34,0.36,0.31,0.3,0.27,0.23,0.23,0.21,0.22,0.23,0.23,0.29,0.39,0.45,0.48,0.49,0.43,0.53
"2018/05/18","оч╢щ","NOx",29,20,16,29,44,37,26,18,17,17,15,13,11,9.2,11,14,16,18,20,24,24,23,24,39
"2018/05/18","оч╢щ","O3",3.5,5.8,7.2,2.6,1.4,2.2,6.8,15,18,24,37,47,55,46,46,43,33,22,13,8.7,9.5,9.3,7.7,2.6
"2018/05/18","оч╢щ","PM10",44,40,46,46,52,48,49,44,36,37,45,42,41,35,43,46,46,51,47,44,38,38,45,51
"2018/05/18","оч╢щ","SO2",7.3,6.2,6.5,12,12,9.6,6.2,4.8,4.9,4.6,4.2,4.7,4.6,4.1,4.3,4.2,4,4,4.3,4.8,5.1,5,5.4,7.5
"2018/05/19","оч╢щ","CO",0.46,0.4,0.27,0.31,0.37,0.38,0.44,0.41,0.47,0.51,0.38,0.28,0.19,0.16,0.16,0.15,0.17,0.25,0.28,0.31,0.33,0.38,0.48,0.36
"2018/05/19","оч╢щ","NOx",36,37,21,24,32,33,33,29,28,25,14,10,NA,NA,NA,NA,NA,11,14,19,19,16,20,16
"2018/05/19","оч╢щ","O3",1.4,1.4,2.5,1.9,1.4,2,3.5,6.9,11,28,59,55,48,45,40,39,35,25,19,14,12,14,13,12
"2018/05/19","оч╢щ","PM10",48,45,42,49,46,41,36,38,47,68,82,79,49,36,32,41,36,32,29,41,38,39,33,43
"2018/05/19","оч╢щ","SO2",11,9.8,7.2,9.4,12,10,10,8.3,6.7,7,4.9,5,4.3,3.4,2.9,2.8,2.6,3.9,6.4,10,9.6,5.8,11,9.4
"2018/05/20","оч╢щ","CO",0.19,0.13,0.13,0.18,0.17,0.15,0.18,0.22,0.17,0.2,0.2,0.15,0.13,0.12,0.1,0.1,0.14,0.17,0.21,0.25,0.28,0.29,0.32,0.13
"2018/05/20","оч╢щ","NOx",15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2018/05/20","оч╢щ","O3",7.6,16,22,17,17,20,19,18,27,29,39,40,42,28,35,28,28,26,21,19,11,8.2,3.8,10
"2018/05/20","оч╢щ","PM10",47,43,36,30,32,34,36,38,47,52,50,NA,42,34,27,24,23,28,34,44,42,35,25,24
"2018/05/20","оч╢щ","SO2",11,8.9,4.9,12,6.1,5.3,6.4,4.8,3.2,3.7,3.2,3.6,3.2,3,2.7,2.3,2.4,2.2,2.9,2.9,3.3,5.3,7.7,6.4
"2018/05/21","оч╢щ","CO",0.1,0.16,0.2,0.24,0.27,0.24,0.21,0.35,0.34,0.25,0.22,0.19,0.2,0.2,0.18,0.25,0.26,0.37,0.54,0.74,0.89,0.71,0.61,0.57
"2018/05/21","оч╢щ","NOx",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,13,14,18,24,34,36,29,27,25
"2018/05/21","оч╢щ","O3",11,9.7,8.8,8,6.3,25,39,38,36,39,40,52,53,48,46,44,42,34,26,17,14,17,16,17
"2018/05/21","оч╢щ","PM10",23,27,27,26,23,28,36,36,33,28,36,36,43,37,34,31,34,41,38,38,49,59,60,51
"2018/05/21","оч╢щ","SO2",4.7,6.9,10,6.7,7,7.5,6.5,5.7,5.9,6,5.3,4.2,4.3,4.8,4.5,5.2,5.7,6,7.7,12,22,17,8.9,13
"2018/05/22","оч╢щ","CO",0.51,NA,0.27,0.25,0.3,0.34,0.35,0.53,0.45,0.39,0.32,0.23,0.2,0.17,0.17,0.17,0.19,0.27,0.35,0.43,0.38,0.43,0.42,0.32
"2018/05/22","оч╢щ","NOx",23,NA,11,9.9,16,21,18,28,25,19,15,9.8,10,7.7,7.6,8.5,9.1,12,18,21,18,20,23,17
"2018/05/22","оч╢щ","O3",18,NA,26,26,17,11,16,16,25,41,57,61,56,52,49,45,46,42,35,28,26,25,21,22
"2018/05/22","оч╢щ","PM10",51,46,40,28,30,34,43,53,63,76,79,74,58,52,42,43,42,44,49,44,49,46,52,49
"2018/05/22","оч╢щ","SO2",11,NA,3.5,5.1,11,10,8,6.9,6.6,5.1,4.2,2.8,2.3,2,1.8,1.8,1.9,1.9,2.3,3.5,2.9,3.4,4,3.6
"2018/05/23","оч╢щ","CO",0.33,0.37,0.32,0.27,0.3,0.29,0.27,0.34,0.37,0.37,0.29,0.23,0.22,0.41,0.53,0.57,0.62,0.71,0.73,0.68,0.61,0.56,0.49,0.45
"2018/05/23","оч╢щ","NOx",27,23,24,18,16,14,13,15,17,20,15,11,11,14,18,24,22,25,20,19,22,18,17,16
"2018/05/23","оч╢щ","O3",11,12,9.8,12,14,16,17,18,19,24,30,36,33,36,36,32,35,33,39,38,37,41,44,46
"2018/05/23","оч╢щ","PM10",50,46,47,43,41,41,39,41,42,49,52,48,42,46,49,53,43,43,36,38,39,47,52,58
"2018/05/23","оч╢щ","SO2",7.4,5.7,5.5,5.3,4.9,4.9,3.8,3.7,4.2,5.4,4.8,3.5,4.2,3.5,5.5,8.4,6,7.6,5.3,6.9,11,8.3,9.8,6.8
"2018/05/24","оч╢щ","CO",0.38,0.34,0.33,0.33,0.34,0.38,0.45,0.65,0.68,0.67,0.52,0.39,0.37,0.33,0.3,0.33,0.3,0.38,0.65,1.06,1.24,1.39,1.19,1.13
"2018/05/24","оч╢щ","NOx",12,11,8.9,9.6,9.8,12,16,20,19,20,23,14,15,12,13,17,18,23,32,45,53,59,52,49
"2018/05/24","оч╢щ","O3",49,51,52,50,48,46,44,43,46,58,58,68,73,70,62,49,48,40,35,21,8.7,3.8,5.7,3.8
"2018/05/24","оч╢щ","PM10",61,57,55,52,56,54,61,69,68,69,69,72,67,62,64,69,63,57,58,69,81,79,78,71
"2018/05/24","оч╢щ","SO2",6,6.3,7.8,14,11,12,13,9.6,8.3,7.1,8.8,6.7,5.9,5.5,5.8,6.5,5.7,5.8,8.6,19,17,25,34,23
"2018/05/25","оч╢щ","CO",0.92,0.69,0.56,0.47,0.33,0.39,0.45,0.5,0.44,0.39,0.36,0.31,0.3,0.24,0.26,0.26,0.26,0.37,0.42,0.41,0.46,0.47,0.45,0.44
"2018/05/25","оч╢щ","NOx",49,37,26,23,16,18,20,18,16,17,13,11,9.8,8.1,8,9.8,10,13,14,15,18,18,19,20
"2018/05/25","оч╢щ","O3",4.7,7.1,15,16,21,19,18,25,30,34,48,52,53,43,42,34,25,20,16,14,11,9.7,8.7,7.1
"2018/05/25","оч╢щ","PM10",75,67,68,64,62,52,54,66,74,75,69,70,61,57,58,59,53,40,32,31,33,33,32,31
"2018/05/25","оч╢щ","SO2",19,14,8.8,6.7,5.5,6.2,6.2,4.9,4.2,3.6,3.3,2.6,2.6,1.9,1.6,1.4,1.1,1.2,1.7,2.3,2.8,3.9,3.6,3.9
"2018/05/26","оч╢щ","CO",0.42,0.28,0.21,0.17,0.18,0.2,0.28,0.27,0.22,0.24,0.24,0.22,0.22,0.21,0.19,0.22,0.24,0.26,0.33,0.44,0.43,0.45,0.64,0.56
"2018/05/26","оч╢щ","NOx",20,14,12,11,9.7,10,14,15,11,11,12,9.1,10,8.9,8.9,10,11,11,14,18,20,20,27,30
"2018/05/26","оч╢щ","O3",7.5,11,14,14,15,14,14,17,24,34,38,38,35,37,40,35,36,37,32,25,23,20,14,11
"2018/05/26","оч╢щ","PM10",35,37,34,32,24,26,26,28,31,31,39,43,51,55,58,56,49,42,38,43,48,55,59,58
"2018/05/26","оч╢щ","SO2",5.7,3.7,3.9,3.7,3.2,3.2,3.5,3.6,3.3,2.9,3.5,3.6,3.8,3.6,3,3,3,3.1,4.2,4.4,4.9,5.3,11,11
"2018/05/27","оч╢щ","CO",0.37,0.32,0.52,0.49,0.37,0.33,0.4,0.4,0.25,0.19,0.19,0.19,0.22,0.17,0.15,0.14,0.18,0.22,0.26,0.33,0.23,0.2,0.24,0.31
"2018/05/27","оч╢щ","NOx",24,25,31,31,22,21,22,18,12,6.8,7.2,7.6,7.6,6,5.8,5.7,9,12,13,16,14,11,13,17
"2018/05/27","оч╢щ","O3",11,9.2,3.8,4.4,5.9,11,17,25,37,41,51,62,60,53,42,35,34,32,27,18,17,16,12,8.2
"2018/05/27","оч╢щ","PM10",57,52,49,46,43,35,35,42,43,38,31,30,31,38,40,42,48,55,58,53,55,50,47,41
"2018/05/27","оч╢щ","SO2",8,11,11,22,8.3,8.8,8.5,5.5,4.1,2.9,2.9,3.3,4.1,3.8,3.5,3.2,3.9,4.5,5.5,5.7,5.1,3.4,4,7.8
"2018/05/28","оч╢щ","CO",0.28,0.25,0.23,0.18,0.17,0.25,0.31,0.32,0.28,0.24,NA,0.19,0.17,0.15,0.19,0.2,0.22,0.26,0.29,0.32,0.33,0.45,0.53,0.5
"2018/05/28","оч╢щ","NOx",17,14,12,8.8,8.3,10,15,13,10,11,NA,NA,7.1,6.5,11,12,13,13,16,19,19,24,25,21
"2018/05/28","оч╢щ","O3",8.6,9.4,10,13,14,9.7,10,16,27,31,NA,37,30,35,36,36,33,33,29,24,22,16,13,14
"2018/05/28","оч╢щ","PM10",40,41,34,31,24,27,30,29,30,34,NA,36,34,31,40,54,59,56,52,46,52,56,65,54
"2018/05/28","оч╢щ","SO2",8.3,5.5,5.8,4.9,4.4,4.8,4.7,4.5,3.8,4.2,NA,NA,3.3,3.4,4.6,4.6,4.3,4.5,4.6,6.1,7,11,11,13
"2018/05/29","оч╢щ","CO",0.37,0.41,0.31,0.17,0.19,0.31,0.42,0.5,0.38,0.33,0.25,0.23,0.2,0.17,0.2,0.19,0.24,0.47,0.54,0.64,0.59,0.62,0.48,0.33
"2018/05/29","оч╢щ","NOx",15,23,26,15,12,25,29,29,15,15,16,9.5,8,7.1,7.9,8.6,12,17,18,22,21,26,23,22
"2018/05/29","оч╢щ","O3",18,13,7.8,17,20,5.4,7.9,18,36,48,49,62,57,53,53,50,46,39,33,32,28,19,21,22
"2018/05/29","оч╢щ","PM10",50,37,46,35,43,36,44,47,56,63,62,58,44,37,28,37,39,40,40,40,42,43,43,53
"2018/05/29","оч╢щ","SO2",13,8.2,12,11,7.5,11,10,11,5.1,4.3,5.8,4.5,3.9,3.4,4.4,3.9,4.4,5.4,6.4,6.6,7.5,9.5,6.6,11
"2018/05/30","оч╢щ","CO",0.21,0.32,0.29,0.35,0.33,0.33,0.34,0.39,0.39,0.29,0.28,0.26,0.26,0.24,NA,0.25,0.23,0.33,0.5,0.38,0.29,0.3,0.28,0.21
"2018/05/30","оч╢щ","NOx",13,13,11,20,18,18,17,18,16,15,14,11,10,7.9,NA,11,10,13,22,15,13,12,12,9.6
"2018/05/30","оч╢щ","O3",31,25,25,16,17,15,17,20,25,29,35,53,61,NA,43,50,42,32,30,30,25,21,20,19
"2018/05/30","оч╢щ","PM10",64,72,61,52,44,48,42,45,42,42,48,47,50,NA,56,52,52,40,45,44,45,39,38,33
"2018/05/30","оч╢щ","SO2",8.4,5,4.5,12,9.3,6.1,5.1,5.3,4.7,4.7,5.1,3.9,3.6,3,NA,3.9,3.4,3.8,6.1,4,4.2,3.9,4.3,4
"2018/05/31","оч╢щ","CO",0.21,0.21,0.23,0.23,0.25,0.3,0.35,0.38,0.35,0.31,0.28,0.22,0.18,0.18,0.18,0.15,0.21,0.31,0.24,0.19,0.25,0.29,0.34,0.32
"2018/05/31","оч╢щ","NOx",9.6,10,13,13,15,21,25,20,13,15,13,10,8.1,7.5,9,7,9.6,16,13,10,11,10,9,5.7
"2018/05/31","оч╢щ","O3",17,15,12,12,11,8.9,10,18,25,25,35,39,34,36,40,22,21,18,13,14,28,42,49,56
"2018/05/31","оч╢щ","PM10",36,36,35,33,30,32,38,39,43,43,45,48,50,53,NA,32,23,33,38,38,30,32,44,45
"2018/05/31","оч╢щ","SO2",4.6,4.7,4.7,5.7,6.7,11,11,7,4.1,5.3,5.7,4.7,3.5,3.6,3.5,2.7,2.8,3.4,3.8,3.9,5.7,6.5,4.1,2.7
"2018/06/01","оч╢щ","CO",0.3,0.28,0.28,0.27,0.27,0.3,0.45,0.64,0.67,0.58,0.46,0.42,0.37,0.32,0.31,0.32,0.37,0.48,0.44,0.4,0.38,0.4,0.37,0.36
"2018/06/01","оч╢щ","NOx",4.9,8.1,7,5.6,5.8,7.5,14,19,22,23,17,15,13,12,12,12,16,19,15,13,15,15,14,14
"2018/06/01","оч╢щ","O3",56,52,51,54,54,51,45,44,40,41,50,55,59,60,59,58,53,49,52,53,51,50,50,50
"2018/06/01","оч╢щ","PM10",29,22,26,31,22,13,12,15,18,15,17,18,23,20,16,26,37,42,39,45,33,27,15,17
"2018/06/01","оч╢щ","SO2",3,4.1,2.8,2.6,2.8,2.8,5.1,7.6,8,7.3,6.4,5,4.7,4.8,3.9,3.6,5.4,5.6,4.3,3.7,4.7,4.5,5,4.5
"2018/06/02","оч╢щ","CO",0.32,0.29,0.26,0.25,0.27,0.33,0.38,0.49,0.44,0.48,0.46,0.46,0.43,0.4,0.38,0.37,0.41,0.52,0.52,0.51,0.48,0.46,0.43,0.39
"2018/06/02","оч╢щ","NOx",12,9.5,8.2,7.7,9.3,12,13,16,18,20,19,16,15,14,14,16,15,20,20,19,17,16,14,13
