"дщ┤┴","┤·п╕","┤·╢╡","00","01","02","03","04","05","06","07","08","09","10","11","12","13","14","15","16","17","18","19","20","21","22","23"
"2018/10/13","оч╢щ","NOx",7.9,8.9,8.5,7.9,8.5,8.7,11,13,15,17,18,17,17,14,14,14,14,15,15,13,10,11,11,8.1
"2018/10/13","оч╢щ","O3",39,37,39,39,37,37,35,34,33,33,32,33,34,37,36,34,34,32,31,34,37,35,35,39
"2018/10/13","оч╢щ","PM10",14,18,16,20,14,18,17,20,23,30,27,22,15,18,23,20,27,22,25,21,18,14,12,11
"2018/10/13","оч╢щ","SO2",2.6,4.3,4.3,4.7,4.9,4.9,4.5,4.1,4.6,3.8,3.6,3.9,3.8,3.9,3.1,3.9,4.6,4.9,4.7,4,3.5,4.6,4.4,3
"2018/10/14","оч╢щ","CO",0.19,0.24,0.21,0.19,0.21,0.23,0.3,0.35,0.42,0.43,0.41,0.43,0.38,0.34,0.35,0.37,0.38,0.47,0.45,0.44,0.45,0.49,0.52,0.46
"2018/10/14","оч╢щ","NOx",6.8,5.6,4.5,3.5,4.3,5.2,7.3,11,13,14,12,13,10,9.1,9.5,12,13,15,15,15,15,17,17,15
"2018/10/14","оч╢щ","O3",39,38,39,40,40,39,37,35,34,35,37,40,42,42,39,34,33,30,30,30,30,26,25,26
"2018/10/14","оч╢щ","PM10",20,17,20,11,23,26,30,20,22,21,16,10,12,13,12,12,17,18,14,11,13,16,21,22
"2018/10/14","оч╢щ","SO2",3.3,4.5,3.3,2.5,4.3,4,4.2,4.8,5,3.8,3.5,3.9,3.6,3.3,3.2,3.7,4.6,4.8,6.7,6.5,4.5,4,5.3,6.2
"2018/10/15","оч╢щ","CO",0.36,0.32,0.21,0.25,0.31,0.29,0.43,0.71,0.71,0.5,0.51,0.54,0.57,0.41,0.44,0.42,0.41,0.61,0.65,0.51,0.43,0.39,0.38,0.38
"2018/10/15","оч╢щ","NOx",11,9.8,5.4,6.8,9.3,10,16,22,23,20,23,23,20,16,21,18,16,22,24,19,15,14,15,15
"2018/10/15","оч╢щ","O3",31,30,36,32,28,28,24,21,25,32,32,35,36,38,31,34,32,26,23,28,30,30,29,27
"2018/10/15","оч╢щ","PM10",24,22,22,14,12,16,18,21,13,23,25,32,28,22,27,29,36,31,29,24,24,24,21,15
"2018/10/15","оч╢щ","SO2",4.2,1.6,1.4,4.5,7.5,1.9,2.5,3.2,3.8,3.7,2.8,3.1,2.9,2.6,3,2.8,2.6,4.7,4.5,5.1,3.6,3.7,4.6,5.7
"2018/10/16","оч╢щ","CO",0.38,0.35,0.32,0.33,0.29,0.35,0.44,0.54,0.72,0.47,0.32,0.27,0.25,0.22,0.23,0.27,0.33,0.45,0.39,0.35,0.32,0.35,0.36,0.31
"2018/10/16","оч╢щ","NOx",14,15,13,19,17,19,28,30,36,35,20,14,11,11,12,14,15,16,13,11,10,10,11,9.2
"2018/10/16","оч╢щ","O3",26,24,23,14,14,11,5.8,7.1,7.8,15,30,35,37,37,37,35,34,33,37,39,38,41,42,43
"2018/10/16","оч╢щ","PM10",12,15,23,26,30,31,30,31,43,47,44,34,27,25,21,22,23,26,25,25,20,20,14,14
"2018/10/16","оч╢щ","SO2",5.1,6.8,8.2,6.7,7.5,5.9,4.3,5.1,6.1,7.4,5.1,4,3.9,3.3,3,3,2.3,2.5,2.3,2.1,2.2,2,2,1.9
"2018/10/17","оч╢щ","CO",0.29,0.31,0.3,0.33,0.33,0.34,0.43,0.75,0.64,0.74,0.55,0.5,0.47,0.4,0.41,0.42,0.47,0.68,0.82,0.61,0.66,0.77,0.71,0.66
"2018/10/17","оч╢щ","NOx",6.4,5.4,5.1,6.7,6.3,7.4,13,23,20,26,23,20,18,14,16,15,16,21,26,20,21,25,23,20
"2018/10/17","оч╢щ","O3",47,51,48,43,45,45,39,32,35,27,30,36,38,41,41,41,40,35,27,36,31,24,23,25
"2018/10/17","оч╢щ","PM10",12,9,4,9,10,13,6,10,9,19,15,18,17,20,24,23,24,23,19,20,21,26,29,24
"2018/10/17","оч╢щ","SO2",3.1,2.3,2.2,2.5,2.5,2.4,2.4,2.8,3.1,4.5,3.9,4.2,3.6,3.4,3.5,3.3,3.4,3.5,3.9,3.8,4.5,6,5.2,4.8
"2018/10/18","оч╢щ","CO",0.76,0.54,0.48,0.41,0.38,0.46,0.55,0.85,0.88,0.75,0.55,0.46,0.4,0.4,0.39,0.43,0.46,0.6,0.63,0.48,0.48,0.46,0.36,0.32
"2018/10/18","оч╢щ","NOx",24,18,13,10,9,13,19,24,26,26,20,15,11,11,12,15,15,16,18,13,13,11,8.7,7
"2018/10/18","оч╢щ","O3",20,26,34,38,43,39,34,37,38,42,49,57,61,60,55,50,48,45,45,47,46,49,53,55
"2018/10/18","оч╢щ","PM10",32,34,43,35,32,35,37,43,39,43,49,58,55,52,51,50,49,50,49,48,43,45,48,47
"2018/10/18","оч╢щ","SO2",12,5.4,4.2,3.7,3.8,5,8.1,6,5.7,5.1,4.8,4.3,3.9,3.2,3.6,3.8,3.2,3.1,3.4,3.3,3.3,3.2,3.1,3.2
"2018/10/19","оч╢щ","CO",0.3,0.27,0.25,0.26,0.27,0.31,0.39,0.57,0.59,0.54,0.46,0.46,0.58,0.48,NA,0.49,0.56,0.54,0.48,0.46,0.39,0.42,0.38,0.3
"2018/10/19","оч╢щ","NOx",6,7,6.4,6.9,7.7,9.7,14,20,23,27,24,22,25,24,NA,26,29,24,19,18,15,16,15,12
"2018/10/19","оч╢щ","O3",55,55,55,52,50,49,45,38,35,32,36,38,34,32,NA,33,29,32,36,36,37,36,38,40
"2018/10/19","оч╢щ","PM10",51,47,47,49,45,43,39,38,30,26,25,37,35,40,NA,39,42,39,34,30,24,24,21,25
"2018/10/19","оч╢щ","SO2",3,1.8,1.5,2.6,2.3,2.8,2.4,3.6,3.5,3.4,4.5,3.5,3.1,3.8,NA,5.6,4.6,4.8,4.7,4.1,3.3,4.7,4.1,4
"2018/10/20","оч╢щ","CO",0.25,0.18,0.18,0.16,0.18,0.22,0.29,0.42,0.46,0.34,0.36,0.37,0.35,0.31,0.29,0.32,0.33,0.42,0.45,0.44,0.43,0.44,0.4,0.39
"2018/10/20","оч╢щ","NOx",10,4.2,2.9,2.8,3.5,5.8,9.7,14,15,11,15,14,13,12,11,12,13,15,16,17,15,15,14,15
"2018/10/20","оч╢щ","O3",42,43,44,44,45,41,37,34,35,42,39,41,42,45,45,43,41,39,37,36,38,39,36,34
"2018/10/20","оч╢щ","PM10",21,27,20,19,19,32,43,46,37,34,23,26,26,29,43,41,40,26,30,37,38,31,27,27
"2018/10/20","оч╢щ","SO2",2.6,2.4,2.3,2,2.4,4.3,5.1,4.8,3.5,3.1,4.1,4,4,3.4,3.2,3.7,4,4,4.5,4.7,5.4,5.6,5.7,3.6
"2018/10/21","оч╢щ","CO",0.34,0.37,0.34,0.31,0.34,0.34,0.43,0.43,0.38,0.37,0.37,0.38,0.32,0.32,0.32,0.26,0.38,0.46,0.47,0.41,0.45,0.53,0.53,0.57
"2018/10/21","оч╢щ","NOx",13,17,15,13,15,14,18,16,14,14,13,12,10,9.4,11,10,15,19,18,18,20,24,23,30
"2018/10/21","оч╢щ","O3",35,33,33,34,33,32,30,35,41,44,46,49,53,57,52,42,37,30,27,26,22,17,18,9.6
"2018/10/21","оч╢щ","PM10",22,20,24,36,34,36,28,35,31,33,31,25,23,NA,25,29,29,34,34,31,29,26,30,30
"2018/10/21","оч╢щ","SO2",3.1,3.2,3.2,3.3,3,3.4,3.2,3.8,4,3.4,3.5,3.2,2.8,3,1.8,0.8,2.1,3.4,3.6,3.4,4.6,5.2,4.9,6.9
"2018/10/22","оч╢щ","CO",0.55,0.41,0.38,0.38,0.39,0.44,0.52,0.77,0.84,0.48,0.58,0.47,0.37,0.36,0.31,0.23,0.29,0.37,0.47,0.48,0.47,0.43,0.33,0.34
"2018/10/22","оч╢щ","NOx",25,23,22,23,23,30,39,42,37,20,29,30,27,16,17,15,17,18,19,24,22,22,19,19
"2018/10/22","оч╢щ","O3",14,11,7.7,7.5,8.3,3.5,3.1,7.2,16,36,42,34,35,60,55,42,39,33,30,21,22,24,26,24
"2018/10/22","оч╢щ","PM10",31,27,25,28,35,35,35,32,41,38,44,44,47,46,42,38,34,35,39,40,40,44,39,37
"2018/10/22","оч╢щ","SO2",6.7,6.7,5.8,8.2,6.6,8.9,11,6.5,5.7,4.5,4.6,5.4,5.6,4.5,4.5,4,5.6,5.1,4.5,7,4.1,5,8,8.2
"2018/10/23","оч╢щ","CO",0.51,0.48,0.28,0.3,0.21,0.24,0.32,0.55,0.51,0.45,0.44,0.42,0.41,0.39,0.39,0.43,0.46,0.57,0.64,0.66,0.55,0.5,0.56,0.43
"2018/10/23","оч╢щ","NOx",31,28,13,17,7.7,8.3,13,19,19,20,20,18,17,14,16,18,17,17,19,20,16,15,19,15
"2018/10/23","оч╢щ","O3",6.9,9.7,24,18,30,31,27,23,24,23,24,27,29,38,40,42,43,42,41,36,41,40,31,34
"2018/10/23","оч╢щ","PM10",30,43,43,40,28,23,24,25,28,35,31,32,27,34,37,45,44,47,46,47,49,48,41,38
"2018/10/23","оч╢щ","SO2",8.7,12,5.6,6,2.7,2.1,2.2,2.8,2.8,3.1,3.2,2.9,3.1,2.8,2.9,2.8,2.9,3,2.5,3,2.6,2.5,4.6,5.3
"2018/10/24","оч╢щ","CO",0.37,0.34,0.29,0.27,0.29,0.33,0.42,0.66,0.65,0.51,0.5,0.41,0.43,0.39,0.39,0.43,0.49,0.67,0.73,0.6,0.53,0.46,0.43,0.4
"2018/10/24","оч╢щ","NOx",13,11,9.3,7.4,8.7,9.6,14,20,21,20,22,18,NA,NA,18,21,21,26,28,21,17,13,13,12
"2018/10/24","оч╢щ","O3",35,35,37,38,37,35,33,30,33,35,33,37,40,37,34,32,30,23,22,27,30,33,32,31
"2018/10/24","оч╢щ","PM10",29,28,29,26,27,21,19,NA,25,36,43,41,35,33,NA,38,36,37,30,35,28,26,23,24
"2018/10/24","оч╢щ","SO2",8,6.2,6,4,3.9,3.9,4.8,4.2,4.8,6.2,5.5,5.3,4.5,5.4,5,6.6,6.1,7.2,6.9,5.7,5.3,5.2,4.9,4.6
"2018/10/25","оч╢щ","CO",0.32,0.23,0.22,0.23,0.24,0.26,0.36,0.58,0.57,0.5,0.45,0.43,0.38,0.38,0.29,0.31,0.52,0.76,0.88,0.91,1.03,0.91,0.83,0.8
"2018/10/25","оч╢щ","NOx",11,8.1,7.9,7.7,8.3,8.9,13,20,21,19,18,15,13,14,13,15,25,30,32,34,40,35,33,42
"2018/10/25","оч╢щ","O3",33,36,36,37,36,36,31,29,33,37,41,51,57,56,46,42,27,19,15,12,6.3,8.6,8.2,2.8
"2018/10/25","оч╢щ","PM10",26,25,27,24,28,29,35,32,41,43,42,37,42,49,49,56,55,60,62,67,67,66,62,63
"2018/10/25","оч╢щ","SO2",5.5,7.9,6.5,5.1,7.4,4.6,4.2,4.3,4,3.9,4.3,4.2,3.9,4.3,4.3,5.5,6.6,7.3,7.2,7.3,12,7.9,8,12
"2018/10/26","оч╢щ","CO",0.82,0.69,0.68,0.58,0.61,0.64,0.68,1.11,0.81,0.46,0.44,0.38,0.37,0.34,0.35,0.36,0.41,0.62,0.63,0.52,0.61,0.73,0.69,0.57
"2018/10/26","оч╢щ","NOx",39,37,44,35,36,42,46,63,40,23,18,18,14,12,14,14,15,19,17,15,17,22,22,12
"2018/10/26","оч╢щ","O3",2.2,1.8,1.4,1.6,1.5,2,2.3,5,21,48,55,45,52,56,49,46,44,37,36,37,33,25,25,38
"2018/10/26","оч╢щ","PM10",59,52,58,60,66,58,48,68,75,81,71,65,70,69,62,63,57,64,46,46,38,47,48,49
"2018/10/26","оч╢щ","SO2",13,8.9,11,14,12,10,8.6,12,5.8,9,4.2,5,4,3.1,3,3.9,3.4,3.3,1.8,2,0.5,1.2,3.6,2.1
"2018/10/27","оч╢щ","CO",0.57,0.54,0.52,0.49,0.46,0.51,0.53,0.6,0.61,0.51,0.46,0.44,0.52,0.51,0.44,0.43,0.43,0.49,0.45,0.53,0.5,0.43,0.4,0.39
"2018/10/27","оч╢щ","NOx",11,10,9.5,9.4,9.9,11,12,16,16,16,14,13,14,15,14,15,16,17,18,22,21,17,16,15
"2018/10/27","оч╢щ","O3",40,44,49,56,58,52,51,46,46,49,55,61,65,65,65,63,59,51,43,36,37,38,38,39
"2018/10/27","оч╢щ","PM10",45,35,42,48,62,69,82,88,89,86,85,85,90,92,88,80,80,76,65,57,49,58,52,56
"2018/10/27","оч╢щ","SO2",4.2,5,5,4.5,4.3,3.3,2.9,3.1,3.3,3.2,3.3,3.1,3.1,3.3,3.2,3.1,3.5,3.3,3.3,3.9,3.2,3.6,3.5,4.2
"2018/10/28","оч╢щ","CO",0.38,0.3,0.27,0.25,0.25,0.29,0.4,0.46,0.38,0.35,0.33,0.34,0.34,0.34,0.34,0.38,0.42,0.49,0.56,0.6,0.56,0.59,0.47,0.43
"2018/10/28","оч╢щ","NOx",15,11,9.7,9.2,9.4,11,15,17,12,12,11,12,9.7,11,11,12,15,17,19,22,20,21,17,15
"2018/10/28","оч╢щ","O3",37,38,38,38,36,35,31,33,43,48,54,58,62,64,66,67,66,64,61,55,57,51,48,46
"2018/10/28","оч╢щ","PM10",50,53,49,45,41,43,46,53,50,48,50,52,51,43,51,58,69,69,72,70,72,72,67,56
"2018/10/28","оч╢щ","SO2",4.8,5.8,7.3,6.3,6.3,7,4.7,5.8,4.9,4.2,3.7,3.9,3.6,4,4,4,4.1,4.6,4.9,4.5,5.1,7.6,5.9,5.6
"2018/10/29","оч╢щ","CO",0.41,0.34,0.29,0.26,0.25,0.33,0.4,0.68,0.71,0.46,0.34,0.37,0.36,0.35,0.35,0.33,0.37,0.51,0.57,0.55,0.51,0.48,0.45,0.4
"2018/10/29","оч╢щ","NOx",16,11,8.6,8.2,7.1,11,16,26,28,20,14,15,14,14,15,14,16,19,21,21,20,18,17,16
"2018/10/29","оч╢щ","O3",43,49,49,46,46,42,36,33,39,52,63,65,68,67,65,64,62,58,53,52,53,54,54,56
"2018/10/29","оч╢щ","PM10",50,46,47,44,47,42,40,32,39,47,51,52,45,50,51,58,51,49,44,47,43,42,37,39
"2018/10/29","оч╢щ","SO2",5.1,4.8,3.1,3.7,2.8,2.9,2.9,3.4,4.6,4.3,3.1,3.1,2.9,2.9,2.8,2.4,2.9,3.4,2.8,4.9,5.1,3.6,3.3,2.8
"2018/10/30","оч╢щ","CO",0.38,0.27,0.24,0.2,0.19,0.22,0.33,0.47,0.46,0.37,0.32,0.34,0.35,0.33,0.32,0.32,0.35,0.44,0.44,0.44,0.33,0.33,0.3,0.24
"2018/10/30","оч╢щ","NOx",17,12,11,8,7.7,8.1,13,18,19,15,13,14,16,15,14,15,15,15,14,14,11,12,9.8,8.3
"2018/10/30","оч╢щ","O3",54,55,54,57,60,62,60,58,60,66,67,69,66,65,64,61,60,59,58,57,66,62,63,65
"2018/10/30","оч╢щ","PM10",41,41,36,36,36,38,39,45,47,52,54,59,59,58,50,51,48,50,51,46,48,43,43,34
"2018/10/30","оч╢щ","SO2",3.2,3.9,4.2,5.5,4.5,4.3,5,4.4,4.3,4,4,4.4,4.1,4,3.8,3.9,4.5,4.5,4.3,4.6,4.4,3.8,3.3,3.8
"2018/10/31","оч╢щ","CO",0.23,0.23,0.22,0.21,0.2,0.23,0.32,0.56,0.51,0.41,0.4,NA,0.36,0.29,NA,0.41,0.52,0.7,0.7,0.58,0.39,0.33,0.3,0.27
"2018/10/31","оч╢щ","NOx",6.9,5.7,4.9,5.2,4.7,6.4,10,17,17,17,18,NA,NA,14,NA,20,27,30,29,25,15,12,9.9,8.6
"2018/10/31","оч╢щ","O3",65,63,61,59,54,52,47,43,45,41,36,NA,37,39,NA,34,28,26,27,32,42,44,46,47
"2018/10/31","оч╢щ","PM10",35,28,29,23,27,24,26,23,24,21,29,NA,22,23,19,28,31,29,36,34,37,27,25,26
"2018/10/31","оч╢щ","SO2",4.5,2.6,3.2,2.9,2.7,3.8,3.7,3.8,3.3,4.5,3.9,NA,4,4,NA,4,4.1,4.5,5.1,6,4.7,3.9,3.5,3.8
"2018/11/01","оч╢щ","CO",0.24,0.26,0.25,0.24,0.25,0.29,0.36,0.56,0.6,0.48,0.45,0.43,0.37,0.34,0.35,0.39,0.36,0.46,0.52,0.42,0.38,0.34,0.29,0.26
"2018/11/01","оч╢щ","NOx",7.1,6.6,5.9,5.2,6.3,7.8,12,19,22,20,21,22,20,17,19,23,17,19,17,14,13,12,11,11
"2018/11/01","оч╢щ","O3",48,50,50,50,50,47,44,39,36,37,34,30,30,34,30,29,32,30,31,33,33,33,34,33
"2018/11/01","оч╢щ","PM10",23,22,17,23,24,26,25,31,37,37,34,29,23,28,32,35,25,21,18,20,18,20,16,9
"2018/11/01","оч╢щ","SO2",3.7,4.4,3.4,3.1,3.7,4.1,4.3,4.3,5,5.1,5.3,4.2,2.9,2.7,2.8,3.9,3.9,3.9,3.5,3.7,3.8,3,3,3.5
"2018/11/02","оч╢щ","CO",0.22,0.2,0.2,0.2,0.22,0.24,0.31,0.48,0.53,0.46,0.4,NA,NA,0.38,0.37,0.41,0.44,0.59,0.55,0.55,0.5,0.45,0.44,0.36
"2018/11/02","оч╢щ","NOx",7.9,5.4,4.7,4.3,5.4,6.5,9.9,13,18,19,NA,16,NA,14,15,16,18,22,21,23,21,19,16,13
"2018/11/02","оч╢щ","O3",35,36,37,36,35,35,32,30,27,25,NA,28,NA,28,26,24,22,18,18,16,18,19,20,23
"2018/11/02","оч╢щ","PM10",12,11,14,10,14,14,11,14,14,24,NA,24,24,15,14,13,15,11,18,15,16,8,9,14
"2018/11/02","оч╢щ","SO2",2.8,2.6,2.8,2.7,3.3,3.3,3.5,3.2,3.8,4.1,3.9,NA,NA,3.6,3.6,3.7,3.6,3.9,3.8,3.8,4.5,4.6,5.6,4.1
"2018/11/03","оч╢щ","CO",NA,0.22,0.22,0.21,0.2,0.26,0.32,0.44,0.6,0.6,0.43,0.34,0.37,0.32,0.3,0.35,0.37,0.46,0.44,0.45,0.35,0.37,0.36,0.33
"2018/11/03","оч╢щ","NOx",NA,8.2,7.4,7.7,7.6,9.1,12,14,17,18,21,16,17,15,13,17,17,21,21,17,13,15,14,11
"2018/11/03","оч╢щ","O3",25,27,28,27,28,27,24,25,24,24,18,24,24,25,27,24,23,19,20,22,25,22,22,23
"2018/11/03","оч╢щ","PM10",13,19,17,18,13,8,12,12,17,20,17,12,15,20,25,20,19,21,23,20,15,9,15,11
"2018/11/03","оч╢щ","SO2",NA,5.4,5.6,5.1,5.3,5.8,5.8,5.7,4.1,4.6,5.4,4.7,5.3,3.9,4,4.1,3.6,4.3,4,3.7,3.6,3.5,3.3,3.1
"2018/11/04","оч╢щ","CO",0.26,0.22,0.21,0.2,0.21,0.34,0.54,0.53,0.49,0.41,0.49,0.39,0.48,0.56,0.35,0.41,0.5,0.51,0.52,0.51,0.49,0.42,0.44,0.33
"2018/11/04","оч╢щ","NOx",10,8.1,6.7,5.9,6.3,11,18,18,17,14,19,13,15,21,14,16,19,18,19,19,18,17,17,13
"2018/11/04","оч╢щ","O3",25,27,29,31,30,23,18,18,21,25,25,31,28,24,29,27,24,25,22,22,22,21,21,24
"2018/11/04","оч╢щ","PM10",10,8,15,16,18,22,28,26,13,16,20,29,27,22,25,24,22,12,12,18,23,21,23,21
"2018/11/04","оч╢щ","SO2",2.3,2.1,2,2.1,1.9,2,2.3,2.8,3.4,3.3,3.8,3,5,6.5,3.3,3.3,3.9,6.8,6.5,6.6,8.2,4.9,7.1,4.4
"2018/11/05","оч╢щ","CO",0.25,0.21,0.18,0.19,0.17,0.2,0.31,0.55,0.58,0.5,0.4,0.36,0.29,0.3,0.33,0.42,0.51,0.79,0.82,0.55,0.45,0.39,0.37,0.29
"2018/11/05","оч╢щ","NOx",11,6.9,5.8,5.8,5.4,6.8,12,16,20,19,16,15,12,13,13,18,25,34,33,21,17,14,14,11
"2018/11/05","оч╢щ","O3",26,27,29,29,29,28,23,21,22,24,29,31,31,32,29,23,18,11,11,19,21,23,23,25
"2018/11/05","оч╢щ","PM10",23,15,18,12,12,9,7,10,14,22,26,23,14,19,12,20,13,27,27,32,25,25,18,15
"2018/11/05","оч╢щ","SO2",3.8,2.8,3.3,5.4,2.7,2.7,3.1,3,3.6,3.2,3.2,3.2,3.2,2.7,3.7,3.3,3.2,4.1,4.8,5,3.9,3.3,5.1,4.2
"2018/11/06","оч╢щ","CO",0.27,0.24,0.18,0.16,0.16,0.19,0.28,0.5,0.58,0.49,0.38,0.36,0.31,0.29,0.3,0.35,0.36,0.53,0.55,0.62,0.59,0.54,0.42,0.35
"2018/11/06","оч╢щ","NOx",11,8.3,5.7,5.1,4.8,5.9,11,18,20,19,14,12,10,9.7,11,12,14,20,18,23,24,23,18,16
"2018/11/06","оч╢щ","O3",24,25,27,27,28,26,22,20,23,26,30,31,32,31,30,26,21,15,16,11,9.8,9.8,12,13
"2018/11/06","оч╢щ","PM10",10,15,17,17,14,17,15,16,18,20,22,20,26,21,14,14,17,27,31,30,21,16,13,15
"2018/11/06","оч╢щ","SO2",4.3,7,4.7,2.8,2.6,2.5,2.9,2.8,3.8,3.1,3.3,2.8,2.6,2.5,2.4,2.5,1.5,0.8,2.6,3.8,3.3,2.9,2.9,3.2
"2018/11/07","оч╢щ","CO",0.3,0.22,0.21,0.19,0.21,0.26,0.37,0.68,0.97,0.52,0.55,0.54,0.55,0.5,0.51,0.45,0.52,0.65,0.83,1,1.29,0.81,0.57,0.94
"2018/11/07","оч╢щ","NOx",12,10,11,10,13,15,22,28,44,16,15,20,27,22,23,24,30,30,39,41,54,49,43,55
"2018/11/07","оч╢щ","O3",15,14,13,12,9.2,7.1,5.3,7,8.9,49,68,81,72,77,83,75,70,56,29,17,3.7,2.9,2.3,1.5
"2018/11/07","оч╢щ","PM10",13,19,24,27,33,32,27,24,25,39,57,79,96,89,96,91,101,91,80,69,65,68,67,69
"2018/11/07","оч╢щ","SO2",4.8,5.4,7.9,7.5,14,14,12,9.3,12,5.9,5,7.9,13,7.6,7.3,9.9,12,11,11,9.1,9.3,11,19,14
"2018/11/08","оч╢щ","CO",1.22,0.59,0.58,0.54,0.44,0.42,0.54,0.76,0.68,0.56,0.45,0.4,0.36,0.32,0.33,0.38,0.46,0.85,1.37,1.11,1.29,1.42,1.25,0.89
"2018/11/08","оч╢щ","NOx",59,13,13,14,10,12,21,26,21,20,22,16,14,12,15,24,31,43,54,58,71,63,52,54
"2018/11/08","оч╢щ","O3",4.5,27,26,21,33,26,16,14,21,30,39,51,61,58,51,42,33,20,8.6,5.3,1.6,3.1,3.6,3.2
"2018/11/08","оч╢щ","PM10",82,102,119,114,101,85,87,79,82,72,83,83,83,74,65,66,69,68,73,80,93,98,99,100
"2018/11/08","оч╢щ","SO2",8.9,3.5,2.4,2.6,2.5,3,2.5,2.5,3,2.6,2.5,1.7,1.7,1.3,1.9,3.6,5.5,9.1,8,15,11,24,27,14
"2018/11/09","оч╢щ","CO",0.43,0.31,0.43,0.31,0.27,0.35,0.52,0.77,0.68,0.62,0.62,0.58,0.56,NA,NA,0.56,NA,NA,NA,NA,NA,NA,NA,NA
"2018/11/09","оч╢щ","NOx",18,12,17,12,10,15,22,22,19,19,18,17,15,15,17,17,NA,NA,NA,NA,NA,NA,NA,NA
"2018/11/09","оч╢щ","O3",27,30,17,25,30,20,10,9.2,12,15,17,21,26,27,29,29,NA,NA,NA,NA,NA,NA,NA,NA
"2018/11/09","оч╢щ","PM10",86,71,60,57,55,40,32,27,33,37,38,35,28,31,33,38,25,NA,NA,NA,NA,NA,NA,NA
"2018/11/09","оч╢щ","SO2",5.1,5.3,15,3.5,2.4,2.3,2.3,3.7,4.2,4.9,4.3,3.4,2.7,2.9,3.2,2.6,NA,NA,NA,NA,NA,NA,NA,NA
"2018/11/10","оч╢щ","CO",NA,0.32,0.31,0.3,0.31,0.33,0.4,0.47,0.49,0.44,0.4,0.39,0.35,0.36,0.36,0.32,0.39,0.5,0.51,0.52,0.51,0.56,0.46,0.48
"2018/11/10","оч╢щ","NOx",NA,5.4,4.6,4.6,5.9,6,11,12,12,12,11,11,10,12,14,12,14,21,22,21,20,23,20,21
"2018/11/10","оч╢щ","O3",35,37,37,36,34,36,31,30,32,32,32,31,31,29,28,27,23,15,12,13,12,9.9,12,9.7
"2018/11/10","оч╢щ","PM10",42,41,31,29,22,26,28,30,21,21,13,18,14,17,16,25,28,34,30,26,25,29,37,40
"2018/11/10","оч╢щ","SO2",NA,2.6,2.4,2.4,3.1,2.6,2.3,2.3,2.4,2.5,2.4,2.3,2,2.2,2.5,3.8,3.8,2.7,3.3,3.2,3.8,9.2,3.4,7.4
"2018/11/11","оч╢щ","CO",0.43,0.49,0.49,0.41,0.4,0.55,0.5,0.67,0.66,0.5,0.38,0.32,0.31,0.31,0.3,0.3,0.32,0.41,0.42,0.37,0.41,0.41,0.38,0.36
"2018/11/11","оч╢щ","NOx",22,24,31,24,25,32,33,33,32,20,18,13,12,11,11,9.2,11,17,21,17,21,22,24,20
"2018/11/11","оч╢щ","O3",5.5,4.9,2.1,2.1,1.9,1.9,2.7,5.4,14,29,34,39,45,48,46,44,44,36,29,32,25,21,20,22
"2018/11/11","оч╢щ","PM10",42,45,44,39,33,26,22,22,30,42,47,52,49,49,53,53,57,51,61,61,55,44,37,41
"2018/11/11","оч╢щ","SO2",5.4,9.5,8.3,6.3,6.7,5.9,6.8,4.2,4.5,3.8,4,3.7,3.4,2.9,3,3.2,3.6,5,7.7,7.1,7.1,3.9,2.1,3.3
"2018/11/12","оч╢щ","CO",0.32,0.25,0.25,0.34,0.38,0.36,0.42,0.56,0.51,0.39,0.43,0.56,0.45,0.3,0.29,0.36,0.52,0.62,0.67,0.76,0.73,0.56,0.41,0.33
"2018/11/12","оч╢щ","NOx",18,11,8.5,14,15,15,20,23,22,23,27,30,24,15,14,14,22,18,19,23,24,17,11,10
"2018/11/12","оч╢щ","O3",21,28,31,20,14,13,17,18,23,23,24,23,28,35,38,38,30,30,27,19,18,23,28,31
"2018/11/12","оч╢щ","PM10",46,60,64,58,53,56,62,62,57,58,42,38,38,30,25,32,39,43,31,27,25,27,19,17
"2018/11/12","оч╢щ","SO2",5.7,3.6,3.3,3.7,3.3,3.5,3.4,3.6,4.1,4.7,5.3,6.3,5.2,4.9,3.5,3.2,4,2.9,2.8,3.3,4.4,3.5,2.8,2.5
"2018/11/13","оч╢щ","CO",0.31,0.29,0.29,0.28,0.3,0.34,0.46,0.71,0.79,0.54,0.49,0.48,0.41,0.41,0.44,0.41,0.5,0.61,0.63,0.48,0.46,0.45,0.42,0.36
"2018/11/13","оч╢щ","NOx",8.7,6.3,5.3,6,6.2,8.7,15,23,28,21,23,21,13,13,17,15,18,23,21,17,15,15,13,12
"2018/11/13","оч╢щ","O3",32,33,34,35,36,32,24,21,22,30,30,32,39,39,36,38,35,30,30,32,32,32,33,37
"2018/11/13","оч╢щ","PM10",16,19,14,12,17,14,17,20,26,19,26,22,18,24,31,24,27,30,28,19,25,21,25,24
"2018/11/13","оч╢щ","SO2",1.9,1.8,1.7,1.8,1.5,2.6,4.4,6.8,4.7,3.7,3.2,3.2,2.5,2.4,2.6,2.5,2.9,3.5,3.9,4.6,4.5,5.6,6.3,5.5
"2018/11/14","оч╢щ","CO",0.31,0.25,0.24,0.23,0.23,0.27,0.36,0.53,0.52,0.41,0.32,0.32,0.32,0.3,0.32,0.32,0.36,0.48,0.47,0.43,0.41,0.37,0.33,0.27
