"¤é´Á","´ú¯¸","´ú¶µ","00","01","02","03","04","05","06","07","08","09","10","11","12","13","14","15","16","17","18","19","20","21","22","23"
"2018/01/18","¤g«°","CO",0.31,0.25,0.22,0.22,0.22,0.23,0.31,0.55,0.54,0.45,0.36,0.36,0.37,0.39,0.38,0.41,0.47,0.61,0.7,0.59,0.49,0.46,0.45,0.39
"2018/01/18","¤g«°","NOx",11,7.9,6.7,5.9,6,5.8,8.9,16,18,18,15,14,14,15,16,17,22,25,26,24,21,18,17,14
"2018/01/18","¤g«°","O3",40,42,43,42,43,43,39,32,35,38,42,43,43,42,41,36,30,25,25,25,29,34,35,38
"2018/01/18","¤g«°","PM10",27,26,25,23,29,26,18,21,27,24,18,21,18,16,18,16,18,19,18,14,11,10,7,6
"2018/01/18","¤g«°","SO2",1.1,2,2,2,1.9,2.1,2,2.4,2.1,1.9,2.1,2.1,2,2,2.2,2.1,2.4,2.3,3,6.9,6.3,6.2,7.3,5.3
"2018/01/19","¤g«°","CO",0.36,0.31,0.29,0.28,0.28,0.33,0.38,0.53,0.53,0.5,NA,0.49,0.48,0.4,0.46,0.49,0.64,0.79,0.79,0.73,0.62,0.63,0.66,0.56
"2018/01/19","¤g«°","NOx",13,10,8.6,7.2,5.9,8.8,13,17,20,24,NA,28,20,17,20,23,32,34,29,27,21,20,21,17
"2018/01/19","¤g«°","O3",38,39,40,45,48,41,39,37,34,29,NA,27,34,38,35,32,24,21,27,27,31,30,28,32
"2018/01/19","¤g«°","PM10",8,7,7,7,10,8,4,4,8,14,18,19,21,22,27,30,26,28,36,39,37,40,42,42
"2018/01/19","¤g«°","SO2",5.7,4.9,3.7,1.6,1.4,1.2,1.1,1.1,1.2,1.8,NA,5,1.9,1.3,1.7,2.3,3.1,2.8,3.3,4.5,2.7,2.5,2,1.7
"2018/01/20","¤g«°","CO",0.52,0.44,0.4,0.39,0.4,0.41,0.44,0.5,0.56,0.56,0.56,0.56,0.56,0.52,0.52,0.5,0.57,0.65,0.68,0.61,0.55,0.54,0.57,0.51
"2018/01/20","¤g«°","NOx",15,11,8.6,7.3,7.4,6.3,8.3,12,13,15,16,17,15,13,14,13,16,18,18,16,14,12,13,11
"2018/01/20","¤g«°","O3",35,36,40,42,42,49,46,43,42,40,39,42,46,46,44,42,39,36,36,38,43,45,44,46
"2018/01/20","¤g«°","PM10",44,37,26,23,24,26,33,38,40,43,49,46,42,49,46,39,36,37,33,NA,26,21,18,19
"2018/01/20","¤g«°","SO2",1.6,2.6,2.3,3.3,3,1.9,2.8,3.7,2.2,2,2,2,1.8,1.7,1.8,1.9,2.1,2.1,1.9,1.9,1.9,1.8,1.8,1.7
"2018/01/21","¤g«°","CO",0.48,0.4,0.36,0.34,0.32,0.32,0.33,0.39,0.41,0.48,0.49,0.49,0.48,0.48,0.47,0.48,0.5,0.59,0.7,0.8,0.74,0.89,0.75,0.58
"2018/01/21","¤g«°","NOx",11,8.1,6.8,5.6,5.7,6.6,10,12,15,15,14,14,13,12,13,16,18,20,25,40,38,52,39,37
"2018/01/21","¤g«°","O3",44,47,48,48,48,44,41,40,37,39,39,41,42,41,38,35,33,29,22,6,3.1,2.4,3.1,6.8
"2018/01/21","¤g«°","PM10",20,17,19,21,17,13,11,12,15,17,20,17,11,13,12,19,28,28,31,37,35,35,39,52
"2018/01/21","¤g«°","SO2",1.4,0.5,0.6,0.4,0.6,1.6,3.5,2.9,5.1,2,0.6,0.6,0.5,0.6,0.8,2,3.1,2.7,2.9,2.2,1.5,1.7,3.5,7.9
"2018/01/22","¤g«°","CO",0.51,0.37,0.36,0.35,0.42,0.41,0.47,0.72,0.71,0.61,NA,0.52,0.61,0.64,0.65,NA,0.63,0.67,0.71,0.61,0.54,0.51,0.44,0.35
"2018/01/22","¤g«°","NOx",22,8.7,7.7,9.5,12,14,19,27,24,24,NA,NA,NA,17,13,NA,16,17,21,15,13,13,12,9
"2018/01/22","¤g«°","O3",21,35,37,29,26,21,18,13,24,30,27,NA,NA,40,55,47,44,45,41,43,44,42,43,45
"2018/01/22","¤g«°","PM10",71,59,39,40,46,49,59,63,61,57,50,42,NA,41,40,47,51,42,34,30,32,30,29,33
"2018/01/22","¤g«°","SO2",4.4,2.3,1.8,3,3.1,3.9,3.9,3,2.3,1.9,NA,1.3,2,3.9,1.6,NA,1.5,1.2,1.1,NA,NA,NA,NA,NA
"2018/01/23","¤g«°","CO",0.33,0.29,0.26,0.24,0.24,0.25,0.34,0.59,0.59,0.44,0.36,0.32,0.33,0.3,0.3,0.32,0.37,0.48,0.52,0.5,0.44,0.41,0.39,0.36
"2018/01/23","¤g«°","NOx",7.5,6.2,4.3,4,5.1,4.8,10,20,22,17,NA,NA,12,12,12,13,15,20,20,20,17,15,14,11
"2018/01/23","¤g«°","O3",44,44,47,46,44,46,39,31,33,38,41,45,45,45,45,42,39,33,34,35,36,40,39,44
"2018/01/23","¤g«°","PM10",33,29,33,31,25,30,35,37,46,55,48,41,36,46,50,39,36,38,34,31,32,37,43,38
"2018/01/23","¤g«°","SO2",NA,1.9,1.9,1.8,1.7,2,2.1,2,2.2,2.2,NA,2.3,3.6,4.7,2.8,2.6,2.5,4.5,5.3,5.2,4.9,3.3,5.5,2.2
"2018/01/24","¤g«°","CO",0.32,0.27,0.26,0.27,0.29,0.32,0.41,0.68,0.63,0.48,0.42,0.42,0.4,0.36,0.35,0.36,0.39,0.52,0.58,0.56,0.45,0.4,0.44,0.36
"2018/01/24","¤g«°","NOx",7.8,5.1,4.2,4.2,4,4.9,9.7,20,18,15,11,11,8.9,7.7,9,9.7,11,16,19,18,13,10,13,9.9
"2018/01/24","¤g«°","O3",46,47,48,47,48,45,39,30,34,38,43,43,45,45,43,41,38,32,30,31,37,39,35,37
"2018/01/24","¤g«°","PM10",34,35,34,39,41,38,40,44,52,59,62,65,58,53,52,45,35,28,28,21,19,25,25,21
"2018/01/24","¤g«°","SO2",2,0.8,0.6,0.9,0.8,1.2,0.9,1,1,1.3,0.8,0.8,0.6,0.7,1.5,1.4,0.8,0.8,0.8,0.9,0.7,0.7,0.8,0.6
"2018/01/25","¤g«°","CO",0.34,0.28,0.26,0.24,0.23,0.24,0.29,0.42,0.55,0.43,0.35,0.3,0.31,0.28,0.28,0.31,0.33,0.4,0.52,0.5,0.47,0.41,0.36,0.28
"2018/01/25","¤g«°","NOx",8.3,6.6,5.8,5.2,4.7,5.3,8.3,13,20,18,16,9.9,10,9.4,9.8,11,13,14,19,19,17,16,14,11
"2018/01/25","¤g«°","O3",39,41,41,41,42,41,37,34,30,33,37,41,40,40,40,36,34,32,27,28,29,30,32,35
