"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27"
"2018/04/24","竹山","O3",4.7,4.3,2.6,2.8,3.3,5.2,4.8,4,5.7,15,28,37,45,41,32,27,27,24,20,21,11,4.3,3.3,6.5
"2018/04/24","竹山","PM10",37,32,32,32,35,36,36,41,41,37,33,30,36,40,38,36,31,26,25,26,30,35,34,32
"2018/04/24","竹山","SO2",1,2,2.2,2,2,2.1,2.1,2.4,3.9,2.9,2.5,2.4,3.2,3.4,3.9,3.2,2.3,2.1,2.2,2.1,2,2.3,2.2,2.2
"2018/04/25","竹山","CO",0.18,0.14,0.15,0.16,0.18,0.27,0.28,0.29,0.22,0.29,0.33,NA,0.38,0.33,0.32,0.37,0.4,0.38,0.4,0.4,0.47,0.41,0.43,0.5
"2018/04/25","竹山","NOx",9.4,11,11,17,15,17,16,15,11,14,15,13,13,9.8,7.7,13,15,15,15,14,24,18,19,26
"2018/04/25","竹山","O3",4.9,4.4,3.6,1.7,2.3,8.4,17,19,24,34,42,45,49,74,76,82,68,67,59,53,36,32,24,20
"2018/04/25","竹山","PM10",30,31,32,30,31,30,30,32,31,38,48,NA,60,63,67,71,77,77,77,83,85,88,77,72
"2018/04/25","竹山","SO2",2.3,2,2.1,2.3,2.1,2.4,2.4,2.6,2.4,3.8,3.5,NA,2.8,2.9,2.9,3.3,2.8,2.8,2.6,2.8,3.5,3.2,3,4
"2018/04/26","竹山","CO",0.52,0.53,0.52,0.52,0.51,0.46,0.49,0.5,0.49,0.5,NA,0.47,0.42,0.39,0.38,0.47,0.44,0.45,0.76,0.83,0.82,0.73,0.66,0.57
"2018/04/26","竹山","NOx",27,28,26,24,25,28,28,27,19,25,NA,NA,9.5,7.7,8.2,10,10,12,25,28,25,22,18,15
"2018/04/26","竹山","O3",13,5.8,7,4.4,3.8,4.9,6.9,11,19,28,NA,76,90,93,98,109,95,83,59,49,42,37,29,17
"2018/04/26","竹山","PM10",80,75,78,80,75,73,69,71,80,91,NA,92,88,84,81,92,100,94,102,115,127,137,140,116
"2018/04/26","竹山","SO2",3.4,3.2,3.2,2.9,2.7,2.8,3.5,3.2,3.3,5.3,NA,4,3.1,2.8,3.3,4.2,3.7,3.6,10,11,9.6,7.5,6.1,3.2
"2018/04/27","竹山","CO",0.58,0.28,0.27,0.29,0.27,0.32,0.4,0.45,0.38,0.29,0.31,0.32,0.35,0.31,0.33,0.56,0.42,0.35,0.38,0.41,0.36,0.32,0.32,0.34
"2018/04/27","竹山","NOx",18,11,11,12,8.8,14,17,16,27,16,9.4,7.1,7.8,9.3,11,26,30,15,16,17,16,13,13,15
"2018/04/27","竹山","O3",20,24,24,22,28,14,14,22,29,53,77,89,96,95,88,61,60,62,52,45,32,25,27,23
"2018/04/27","竹山","PM10",105,91,63,65,68,67,72,91,102,88,80,79,74,79,78,77,79,70,69,73,69,68,68,70
"2018/04/27","竹山","SO2",3.9,2.1,2,1.9,2,1.9,2.3,4.6,3.8,3.6,4.3,4.5,4.5,4.8,4.8,9.2,5.1,3.6,3.2,3.1,2.4,2.4,2.5,2.7
"2018/04/28","竹山","CO",0.33,0.34,0.36,0.34,0.32,0.38,0.45,0.4,0.37,0.37,0.39,0.4,0.37,0.4,0.39,0.33,0.35,0.43,0.49,0.49,0.52,0.46,0.43,0.49
"2018/04/28","竹山","NOx",13,13,14,13,11,15,17,13,16,13,21,23,9.7,18,31,11,8.8,12,14,16,17,14,13,15
"2018/04/28","竹山","O3",19,19,18,18,17,19,14,28,37,46,53,59,74,80,69,81,84,90,92,76,56,57,41,30
"2018/04/28","竹山","PM10",70,68,67,68,63,62,67,72,80,85,87,86,84,88,92,82,76,95,122,129,124,125,119,112
"2018/04/28","竹山","SO2",2.2,1.4,2,1.6,1.3,1.6,1.8,2.4,4.2,4.9,4.8,4.3,3.7,4,3.8,3.4,3.7,4.4,5.2,4.9,3.5,3.7,2.5,2.3
"2018/04/29","竹山","CO",0.38,0.53,0.46,0.48,0.42,0.46,0.51,0.5,0.42,0.41,0.39,0.41,0.4,0.39,0.37,0.4,0.43,0.41,0.43,0.44,0.44,0.41,0.38,0.36
"2018/04/29","竹山","NOx",11,13,12,14,13,14,16,14,9.9,11,9.2,9.4,8.3,8.4,8.8,10,10,9.1,9.4,12,14,12,12,12
"2018/04/29","竹山","O3",30,30,24,18,11,17,16,31,43,53,61,73,75,69,73,76,65,52,49,35,26,27,22,18
"2018/04/29","竹山","PM10",110,111,102,91,87,81,86,91,89,90,79,74,76,73,69,70,69,57,48,51,53,50,50,53
"2018/04/29","竹山","SO2",1.6,2.5,2,2,2,1.9,2.4,3.3,3.4,3.1,2.8,3.3,3,3,3,3.8,3.7,2.9,2.7,2.5,2.3,2.3,2.1,2.3
"2018/04/30","竹山","CO",0.4,0.36,0.34,0.35,0.35,0.42,0.48,0.56,0.41,0.39,0.38,0.37,0.35,0.34,0.33,0.33,0.3,0.35,0.33,0.35,0.32,0.34,0.35,0.34
"2018/04/30","竹山","NOx",12,15,12,10,11,14,15,18,7.6,7.7,7.5,7,7.3,7.4,8,7.1,7.8,9.8,8.5,9.8,10,10,12,14
"2018/04/30","竹山","O3",28,21,21,20,16,15,14,21,44,50,65,72,75,78,76,70,70,58,43,38,35,30,21,15
"2018/04/30","竹山","PM10",61,66,64,62,63,69,71,70,74,79,83,77,72,71,81,82,78,78,68,66,65,63,59,61
"2018/04/30","竹山","SO2",2.7,2.6,2.4,2.3,2.2,2.4,2.4,3.2,3.7,3.6,3.4,3.1,2.9,3.2,3.8,4,4.3,5.2,4.2,4.2,3.5,3.2,3.1,3.1
"2018/05/01","竹山","CO",0.31,0.31,0.32,0.3,0.32,0.34,0.41,0.41,0.35,0.27,0.26,0.26,0.23,0.21,0.19,0.2,0.2,0.22,0.23,0.23,0.24,0.22,0.22,0.21
"2018/05/01","竹山","NOx",13,12,13,10,11,14,15,15,11,5.8,5.3,5.5,6.2,6.4,6.3,5.7,5.9,7.8,8.9,8.5,10,9.2,9.3,10
"2018/05/01","竹山","O3",14,11,7,11,8.1,7.4,9.3,16,NA,39,47,56,60,53,41,36,31,27,23,22,19,17,15,10
"2018/05/01","竹山","PM10",66,63,63,59,60,61,58,60,62,54,46,48,47,46,49,47,42,38,33,33,35,37,38,34
"2018/05/01","竹山","SO2",2.1,1.2,1.1,1,1.1,1,1.2,2.1,1.9,1.6,1.5,1.9,1.9,2.1,2,1.9,1.8,2,2,1.9,2.2,1.8,1.8,1.9
"2018/05/02","竹山","CO",0.19,0.19,0.18,0.19,0.18,0.2,0.24,0.28,0.24,0.18,0.19,0.23,0.22,0.21,0.19,0.18,0.18,0.2,0.21,0.25,0.24,0.26,0.2,0.27
"2018/05/02","竹山","NOx",10,13,12,12,12,12,14,15,9.9,4.5,5.3,6.9,6.2,6.2,6,6,6.7,8.6,11,14,14,17,14,16
"2018/05/02","竹山","O3",6.7,3.4,3.9,2.8,2.6,4.7,5.2,10,23,34,44,55,60,61,59,51,38,31,24,18,12,7.4,5.8,5.9
"2018/05/02","竹山","PM10",36,37,34,40,39,35,29,35,42,38,43,50,50,45,46,49,46,47,53,52,50,48,41,42
"2018/05/02","竹山","SO2",1.1,1.6,1.1,1,0.8,1,1.5,1.6,1.7,1.4,2.2,2.9,3,2.6,2.3,2.4,2.6,3.5,3.2,4,2,2,1.7,2.3
"2018/05/03","竹山","CO",0.26,0.23,0.2,0.22,0.24,0.22,0.26,0.25,0.3,0.26,0.26,0.3,0.29,0.34,0.38,0.38,0.32,0.34,0.41,0.46,0.47,0.51,0.5,0.53
"2018/05/03","竹山","NOx",16,17,15,14,14,18,16,14,12,8.4,9,8.5,7.5,8.3,9.1,10,9.5,11,17,19,22,25,26,26
"2018/05/03","竹山","O3",3.4,2.2,1.7,2.6,2.3,1.8,5,9.7,20,40,51,74,84,92,93,84,77,70,48,38,31,27,21,18
"2018/05/03","竹山","PM10",46,41,38,40,38,37,43,44,44,55,71,73,69,75,84,97,86,70,62,62,71,76,77,74
"2018/05/03","竹山","SO2",2.7,2.2,1.8,2.1,2.8,2.9,4.2,3.6,3.9,2.7,2.8,2.5,2.7,2.4,2.9,3,2.6,2.7,3.2,2.9,3.1,3.6,4.1,3.9
"2018/05/04","竹山","CO",0.5,0.54,0.49,0.5,0.5,0.51,0.51,0.6,0.54,0.42,0.43,0.34,NA,0.35,0.39,0.39,0.33,0.31,0.38,0.37,0.36,0.34,0.31,0.3
"2018/05/04","竹山","NOx",24,23,21,21,20,22,21,23,19,13,15,12,NA,14,29,12,30,17,11,12,13,12,11,13
"2018/05/04","竹山","O3",16,14,8.9,7,6.2,5.1,7,12,32,45,58,NA,NA,69,56,71,59,48,61,71,64,58,45,30
"2018/05/04","竹山","PM10",72,72,74,75,69,72,75,74,75,74,79,NA,66,68,68,66,71,68,61,66,71,73,69,58
"2018/05/04","竹山","SO2",3.5,3.1,2.3,2.2,2.3,2.2,2.2,2.7,3.5,3.5,4.4,NA,NA,3,2.8,3.5,3.5,2.7,3.5,4.5,4,3.5,2.8,2.8
"2018/05/05","竹山","CO",0.33,0.34,0.3,0.3,0.29,0.32,0.32,0.28,0.28,0.3,0.27,0.25,0.24,0.24,0.23,0.24,0.24,0.26,0.28,0.31,0.33,0.3,0.3,0.28
"2018/05/05","竹山","NOx",14,14,9.7,8.9,10,12,13,7.9,6.1,11,6.2,10,4.9,5.7,6,5.8,5.9,6.1,6.9,8.2,9.3,9.9,11,11
"2018/05/05","竹山","O3",32,31,36,43,37,25,27,44,54,67,71,66,69,72,75,71,66,63,57,54,49,38,30,27
"2018/05/05","竹山","PM10",56,63,70,70,62,58,55,49,50,52,52,46,40,47,56,54,52,53,54,56,60,55,48,48
"2018/05/05","竹山","SO2",3.6,2.5,2.4,2.6,2.3,2,1.5,1.8,2.1,2.9,1.9,2,1.9,2.1,2.6,2.8,2.4,2.5,2.6,4,3,2,1.9,2.1
"2018/05/06","竹山","CO",0.28,0.29,0.25,0.26,0.25,0.3,0.33,0.26,0.21,0.2,0.25,0.24,0.21,0.2,0.13,0.12,0.12,0.12,0.13,0.14,0.14,0.22,0.17,0.13
"2018/05/06","竹山","NOx",12,17,10,11,10,13,11,8.8,6.6,13,12,5.3,5.2,6.3,5.4,4.4,5.6,4.1,5.3,5.4,6.8,16,13,11
"2018/05/06","竹山","O3",22,17,22,20,20,16,23,26,34,42,55,67,65,64,40,31,29,26,22,20,18,6.6,5.6,6.6
"2018/05/06","竹山","PM10",46,48,48,48,53,53,50,44,37,34,42,48,47,51,52,48,50,44,33,28,25,30,29,25
"2018/05/06","竹山","SO2",1.7,1.9,1.7,1.8,1.5,1.5,1.6,1.6,1.7,1.9,2.3,2.4,2.7,3.2,1.9,1.8,2.2,1.9,1.9,1.9,1.9,1.9,1.9,1.8
"2018/05/07","竹山","CO",0.14,0.17,0.17,0.15,0.15,0.17,0.24,0.25,0.25,0.22,0.27,0.22,0.17,0.19,0.16,0.18,0.15,0.18,0.2,0.27,0.28,0.27,0.28,0.2
"2018/05/07","竹山","NOx",8.7,12,14,13,13,14,16,14,13,10,21,11,4.9,9.7,6.7,11,10,9.8,11,14,16,16,16,13
"2018/05/07","竹山","O3",8.4,6.1,3.3,2.1,2.2,2.4,4.3,8.2,18,30,31,41,41,49,47,39,30,25,25,21,16,11,7,6.7
"2018/05/07","竹山","PM10",28,27,20,21,28,30,29,31,40,44,46,42,31,33,39,35,33,32,31,33,33,27,25,26
"2018/05/07","竹山","SO2",1.9,1.6,1.6,1.2,1,1.2,1.3,1.8,3,3.1,3.3,2.7,1.6,2.3,1.6,1.5,1.5,2.1,2.1,2,2.5,2.8,2.2,3.3
"2018/05/08","竹山","CO",0.19,0.14,0.12,0.11,0.08,0.08,0.1,0.19,0.37,0.15,0.13,0.12,0.11,0.1,0.1,0.12,0.11,0.13,0.16,0.22,0.27,0.32,0.26,0.14
"2018/05/08","竹山","NOx",13,15,11,13,6.2,4.5,7.3,11,18,14,11,8.6,5.1,3.8,4.5,5.6,7.5,11,11,13,19,20,16,6.3
"2018/05/08","竹山","O3",5.6,4.8,6.6,3.9,23,36,28,20,17,20,24,37,47,47,42,50,43,39,39,34,23,18,19,30
"2018/05/08","竹山","PM10",24,23,23,21,19,14,12,16,18,22,22,22,16,10,NA,18,20,24,23,25,32,36,37,24
"2018/05/08","竹山","SO2",1.7,3.1,1.8,1.9,1.5,1.5,1.8,1.6,2.8,2.4,1.9,2.2,2,1.6,1.7,1.8,2.8,3.6,3.6,2.3,3.1,3.5,2.7,1.9
"2018/05/09","竹山","CO",0.16,0.21,0.14,0.13,0.22,0.16,0.17,0.24,0.37,0.41,0.24,0.27,0.41,0.39,0.36,0.35,0.36,0.25,0.25,0.25,0.26,0.37,0.48,0.44
"2018/05/09","竹山","NOx",7.7,10,8.4,8.2,11,5.5,7.8,13,20,24,13,15,23,19,19,20,23,14,14,15,15,20,24,23
"2018/05/09","竹山","O3",21,14,9.6,8.6,15,38,30,21,16,13,27,28,29,36,32,26,21,28,25,21,18,14,7.2,7.2
"2018/05/09","竹山","PM10",15,22,25,19,21,17,10,18,27,24,16,16,19,24,24,21,21,19,18,21,23,25,33,38
"2018/05/09","竹山","SO2",2.2,2.1,1.7,1.7,1.8,1.6,1.7,1.8,2.5,3.6,2,1.7,1.8,1.8,1.9,1.9,3.1,2.7,1.9,1.9,2,2.2,2.3,2.5
"2018/05/10","竹山","CO",0.42,0.45,0.43,0.4,0.39,0.37,0.35,0.33,0.3,0.26,0.25,0.27,0.23,0.24,0.23,0.24,0.24,0.23,0.25,0.29,0.33,0.31,0.32,0.31
"2018/05/10","竹山","NOx",21,23,23,20,19,17,17,16,16,12,9,8.4,7.3,6.8,6.9,8.5,9,9.9,12,15,15,15,18,14
"2018/05/10","竹山","O3",6.2,3.9,5.9,5.7,4.6,8,10,14,16,27,46,62,74,NA,NA,91,89,78,61,47,41,36,24,16
"2018/05/10","竹山","PM10",33,39,45,39,36,32,27,31,40,46,45,43,39,40,43,56,71,76,76,75,81,85,86,78
"2018/05/10","竹山","SO2",2.3,1.7,2.5,1.9,1.5,1.4,1.5,1.8,1.4,1.2,1.4,1.9,1.4,1.4,1.6,1.7,2.1,2.3,2.1,2.4,2.1,2.6,2.1,1.7
"2018/05/11","竹山","CO",0.33,0.28,0.25,0.25,0.27,0.3,0.35,0.28,0.25,0.23,0.25,0.23,0.23,0.23,0.24,0.32,0.38,0.32,0.26,0.27,0.27,0.28,0.31,0.27
"2018/05/11","竹山","NOx",16,12,12,11,13,11,14,9.8,5.3,7,7.4,6.6,7.1,6.3,7.1,9,11,10,11,11,11,11,13,10
"2018/05/11","竹山","O3",13,15,12,9.5,8,19,15,28,45,59,70,78,84,85,92,108,102,93,74,59,47,40,27,24
"2018/05/11","竹山","PM10",73,78,78,72,71,79,85,84,73,65,65,66,65,59,63,79,91,89,77,77,71,67,69,65
"2018/05/11","竹山","SO2",1.6,3.4,2.7,2.1,2,3.4,2.9,2.9,2.1,3.3,2.3,2.2,2,2,1.8,4,5.8,4.2,3.8,3.4,3.3,2.5,2.4,2
"2018/05/12","竹山","CO",0.28,0.38,0.34,0.37,0.39,0.34,0.32,0.31,0.35,0.36,0.34,0.31,0.28,0.26,0.25,0.27,0.23,0.23,0.25,0.27,0.3,0.28,0.35,0.27
"2018/05/12","竹山","NOx",11,9.8,8.1,8.7,11,10,9,7.6,8.7,9.3,6.8,6.8,6.5,5.8,5.9,5.8,6.3,7.6,11,13,12,11,13,9.5
"2018/05/12","竹山","O3",24,22,20,16,15,18,22,30,39,51,62,66,72,71,72,73,74,74,61,49,38,31,21,21
"2018/05/12","竹山","PM10",64,68,69,66,63,70,81,90,95,87,81,80,77,75,74,69,70,74,74,72,68,66,66,65
"2018/05/12","竹山","SO2",2.1,0.9,0.7,0.6,0.6,0.9,0.5,1.3,2.9,3.6,2.7,1.7,1.1,1,1,0.8,1.5,2.2,3.1,3,1.4,1.2,1.3,0.9
"2018/05/13","竹山","CO",0.25,0.23,0.18,0.19,0.2,0.22,0.25,0.22,0.26,0.25,0.22,0.19,0.18,0.15,0.14,0.14,0.14,0.16,0.17,0.24,0.28,0.22,0.18,0.16
"2018/05/13","竹山","NOx",7.3,8.5,7.5,9.3,10,10,11,8.2,6.9,7,5.7,5.4,5.8,4.8,5.4,5.4,6,5.9,7.3,12,15,11,11,8.2
"2018/05/13","竹山","O3",20,19,11,6.3,6.9,9.6,10,20,40,55,60,60,59,57,53,51,48,45,39,27,18,16,15,16
"2018/05/13","竹山","PM10",62,59,59,58,55,52,54,58,58,58,51,48,47,42,37,32,33,32,32,34,40,44,40,39
"2018/05/13","竹山","SO2",0.8,2.7,2.4,2.4,2.3,2.3,2.3,2.4,4.2,4.8,3.8,2.9,2.9,2.7,2.8,2.9,3,3,3.1,2.9,2.7,2.5,2.8,2.6
"2018/05/14","竹山","CO",0.17,0.19,0.17,0.16,0.16,0.21,0.2,0.28,0.23,0.23,0.28,NA,NA,0.21,0.23,0.21,0.12,0.14,0.17,0.15,0.18,0.23,0.2,0.15
"2018/05/14","竹山","NOx",9.1,9,11,9.2,9.2,12,11,12,8.2,8.3,8.5,NA,6.6,6.8,6.2,7.1,6.8,7.7,10,9.5,12,14,13,12
"2018/05/14","竹山","O3",12,10,7.1,8.7,6.8,4.2,9.4,18,32,41,53,NA,72,78,71,50,44,37,26,22,17,10,7.9,6.8
"2018/05/14","竹山","PM10",38,37,37,39,37,32,32,36,37,44,55,NA,50,51,56,63,51,37,33,31,34,36,33,29
"2018/05/14","竹山","SO2",2.3,1.8,1.7,1.7,1.4,1.6,1.6,2,2.9,3.5,3.9,NA,3,2.7,2.6,3.1,3.2,2.9,2.6,2.5,3.1,2.4,2.2,2.2
"2018/05/15","竹山","CO",0.13,0.16,0.16,0.17,0.17,0.21,0.3,0.38,0.19,0.17,0.18,0.15,0.14,0.12,0.17,0.12,0.11,0.12,0.14,0.13,0.14,0.14,0.13,0.12
"2018/05/15","竹山","NOx",10,11,12,11,12,12,13,17,7.9,8.1,8.4,7.5,6,5.3,6.1,6.4,6,7.1,9.3,9.1,8.9,9.5,8.3,8.9
"2018/05/15","竹山","O3",8,6.7,5,5,3.8,4.4,10,16,29,35,38,39,43,47,60,32,22,18,16,15,14,12,9.7,8.4
"2018/05/15","竹山","PM10",25,29,35,34,33,32,37,41,39,31,28,32,31,29,34,32,27,29,26,31,28,24,24,21
"2018/05/15","竹山","SO2",2,2.2,2.5,2.4,2.3,2.3,2.9,3.2,3.2,3.7,4,3.3,3,2.7,3.7,3,3,3.4,3.4,3.3,3,2.8,2.8,2.6
"2018/05/16","竹山","CO",0.1,0.09,0.09,0.1,0.1,0.12,0.17,0.18,0.13,0.13,0.14,0.2,0.16,0.11,0.11,0.12,0.13,0.16,0.35,0.36,0.3,0.24,0.23,0.14
"2018/05/16","竹山","NOx",10,7.6,8.5,9.3,8.5,10,11,13,7.7,7.2,6.3,6.6,6.1,5.5,5.8,5.2,7.2,7.2,19,20,19,13,14,9.4
"2018/05/16","竹山","O3",2.8,4,2.5,2.1,2.6,4,5.9,8.5,21,33,42,54,63,50,42,38,35,43,22,12,9.4,7,4.8,3
"2018/05/16","竹山","PM10",22,28,29,23,23,29,29,30,34,32,32,37,44,45,37,35,28,18,23,33,32,24,25,28
"2018/05/16","竹山","SO2",2.3,1.9,1.9,1.7,1.7,1.7,2.5,2.3,2.2,2.6,3.4,7.9,4.9,2.4,2.7,2.9,2.3,2,3.6,3.4,2.4,2.5,2.4,2.4
"2018/05/17","竹山","CO",0.13,0.18,0.18,0.18,0.17,0.23,0.36,0.3,0.22,0.17,0.14,0.18,0.17,0.15,0.15,0.15,0.14,0.15,0.17,0.15,0.16,0.16,0.18,0.18
"2018/05/17","竹山","NOx",8.9,10,11,8.3,10,11,12,12,9.9,5.5,4.8,4.1,4.5,5.2,5.2,5.2,5.3,6.6,7.2,6.5,7.4,7.5,9.2,10
"2018/05/17","竹山","O3",2.1,1.4,1.3,2.2,2.2,2.3,5.3,14,21,33,37,46,52,53,49,47,35,27,22,19,15,13,8.1,4.4
"2018/05/17","竹山","PM10",32,32,28,33,40,41,42,40,33,27,26,27,27,30,32,29,22,22,30,27,24,25,25,28
"2018/05/17","竹山","SO2",2.1,1.1,1,0.9,0.8,1,1,1.7,1.9,1.1,1.1,1.4,1.3,1.3,1.4,1.5,1.4,1.5,1.7,1.5,1.4,1.3,1.3,1.2
"2018/05/18","竹山","CO",0.19,0.13,0.14,0.13,0.13,0.14,0.17,0.2,0.23,0.22,0.22,0.23,0.16,0.12,0.11,0.12,0.12,0.14,0.15,0.16,0.23,0.18,0.17,0.17
"2018/05/18","竹山","NOx",11,12,11,10,12,11,11,12,12,11,10,9.9,7.9,6.6,6.5,6.5,6.9,8.1,9.3,11,18,13,11,13
"2018/05/18","竹山","O3",2,1.8,2.3,3.7,4.8,5.8,10,15,24,39,55,66,56,45,41,37,33,28,23,17,7.3,8.7,8.1,5.3
"2018/05/18","竹山","PM10",28,25,27,29,28,28,29,31,32,36,36,35,37,32,29,28,25,25,24,22,24,28,29,29
"2018/05/18","竹山","SO2",0.9,1.7,1.7,1.6,1.4,1.5,1.7,2.2,3.4,3.3,2.9,3.6,2.6,2.2,2,1.9,2.2,2,2.2,2.1,2.3,1.6,1.6,1.8
"2018/05/19","竹山","CO",0.14,0.12,0.13,0.09,0.12,0.14,0.14,0.18,0.14,0.15,0.13,0.14,0.13,0.12,0.09,0.08,0.09,0.1,0.12,0.15,0.16,0.15,0.15,0.15
"2018/05/19","竹山","NOx",11,11,10,8.5,11,10,10,11,8.4,7.4,5.5,5.7,5.9,5.9,5.6,4.5,5.2,6.4,7.2,8.5,9,10,10,8.6
"2018/05/19","竹山","O3",6.8,6.2,6,8.4,3.7,7.2,11,18,29,41,54,62,66,64,46,43,41,39,32,23,19,16,13,12
"2018/05/19","竹山","PM10",32,28,29,34,32,31,29,25,25,27,33,34,29,31,34,31,29,35,37,35,41,42,38,36
"2018/05/19","竹山","SO2",1.6,1.1,1.4,0.8,1.2,1.1,1,1.3,2,1.6,1.4,1.5,1.7,1.8,1.8,1.5,1.5,1.9,1.7,2.2,3.1,2.6,1.7,1.5
"2018/05/20","竹山","CO",0.14,0.09,0.08,0.09,0.1,0.17,0.12,0.11,0.09,0.08,0.11,0.1,0.08,0.05,0.05,0.06,0.06,0.06,0.08,0.1,0.14,0.17,0.2,0.16
"2018/05/20","竹山","NOx",8.9,9.7,8.9,9,9,9.6,11,8,5,5.1,4.9,4.1,3.8,4,4.6,5.1,5.6,6.5,6.9,8.5,10,13,12,11
"2018/05/20","竹山","O3",13,11,8.5,6,5.4,6.4,5.7,15,28,34,49,54,53,46,46,48,37,30,26,24,18,10,9.8,8.9
"2018/05/20","竹山","PM10",39,35,34,39,35,35,41,42,39,38,36,36,36,37,36,31,32,35,32,30,26,29,38,38
"2018/05/20","竹山","SO2",2.7,3.1,2.3,2.2,1.9,1.9,1.9,1.8,2,2.3,2.8,2.2,2.7,2.7,2.9,3.3,3.1,3.3,3,3.4,3.1,2.6,2.7,3.1
"2018/05/21","竹山","CO",0.12,0.17,0.12,0.14,0.13,0.16,0.32,0.21,0.21,0.21,0.15,0.16,0.17,0.16,0.13,0.12,0.12,0.14,0.18,0.18,0.36,0.3,0.21,0.24
"2018/05/21","竹山","NOx",8.6,14,14,11,9.7,11,17,15,16,14,9.2,8.3,8.2,7.2,6.5,6.7,6.9,8.5,10,14,20,18,15,16
"2018/05/21","竹山","O3",9.3,3.3,3.4,11,12,9.2,6.1,10,11,20,32,48,69,69,65,60,56,49,35,25,16,14,13,11
"2018/05/21","竹山","PM10",37,38,37,33,31,34,33,32,40,42,32,30,37,44,44,42,42,43,40,39,40,41,42,42
"2018/05/21","竹山","SO2",1.7,1.7,1.7,1.5,1.5,1.5,1.9,2.3,2.4,3.9,3.2,3.7,4.2,2.8,2.3,2.3,2.2,2.7,2.7,3.4,2.8,2.8,2.2,2
"2018/05/22","竹山","CO",0.16,0.21,0.17,0.17,0.2,0.22,0.22,0.33,0.25,0.2,0.28,0.23,0.23,0.21,0.14,0.15,0.14,0.15,0.19,0.18,0.21,0.22,0.19,0.17
"2018/05/22","竹山","NOx",12,11,9.5,11,10,12,12,15,12,8.4,10,7.2,7,6.4,5.6,5.8,6.7,7.8,9.5,10,11,14,11,11
"2018/05/22","竹山","O3",16,16,16,14,15,8.8,12,17,26,44,61,72,79,82,64,54,50,44,37,31,26,18,21,18
"2018/05/22","竹山","PM10",42,44,44,40,38,42,44,48,50,51,57,58,54,53,48,42,44,42,48,53,44,41,45,41
"2018/05/22","竹山","SO2",2.1,1.1,0.9,1,0.8,0.7,1,2.7,2.6,2.9,3.8,2.7,2.5,1.9,1.2,1.4,1.8,1.8,2.7,1.7,1.6,1.3,1.2,1.3
"2018/05/23","竹山","CO",0.17,0.23,0.2,0.19,0.16,0.18,0.19,0.32,0.18,0.19,0.18,0.16,0.18,0.19,0.15,0.23,0.32,0.38,0.35,0.41,0.43,0.46,0.4,0.33
"2018/05/23","竹山","NOx",11,12,12,11,10,12,12,17,11,9.7,7,6.3,6.1,6.5,6.6,11,17,22,20,22,22,20,18,16
"2018/05/23","竹山","O3",15,12,9.6,12,15,12,12,14,26,40,58,65,74,80,65,56,40,29,32,26,17,21,14,9.9
"2018/05/23","竹山","PM10",33,42,48,44,42,42,44,48,50,49,49,51,51,48,60,65,58,61,62,63,65,69,67,57
"2018/05/23","竹山","SO2",0.7,1.2,1.8,1.2,1.1,1,1,1.7,2.9,2.4,1.6,1.3,1.6,1.7,2.3,5.1,7.7,9.2,7.3,7.3,6.3,6.8,4.5,3.4
"2018/05/24","竹山","CO",0.27,0.4,0.34,0.44,0.42,0.37,0.33,0.34,0.24,0.4,0.34,0.33,0.33,0.28,NA,0.2,0.2,0.19,0.22,0.26,0.24,0.28,0.18,0.21
"2018/05/24","竹山","NOx",16,15,13,16,17,13,12,12,8.1,15,10,7.8,7,6.4,NA,5.4,5.2,5.8,6.9,9.4,8.8,9.7,7.1,8.4
"2018/05/24","竹山","O3",5.5,11,9.3,8.8,5.4,5.8,8.8,16,26,52,70,82,87,83,73,62,56,56,50,43,37,33,35,28
"2018/05/24","竹山","PM10",57,66,67,64,64,54,52,57,54,60,70,68,70,72,NA,43,45,50,51,53,53,48,45,43
"2018/05/24","竹山","SO2",2,4.7,3.7,3.4,2.9,2.4,2.6,3,2.5,4.6,3.6,3.6,3.5,3.4,NA,2.4,2.4,3.5,2.4,2.7,2.2,2.4,2,2.5
"2018/05/25","竹山","CO",0.19,0.18,0.16,0.17,0.16,0.18,0.28,0.24,0.15,0.16,0.18,0.17,0.17,0.16,0.1,0.09,0.08,0.09,0.09,0.09,0.14,0.11,0.13,0.14
"2018/05/25","竹山","NOx",7,11,11,9.4,10,11,15,13,5.9,6.9,7.4,7.9,6.8,6.6,5.8,5.9,6.7,6.6,6.6,7.7,9.3,8.4,11,13
"2018/05/25","竹山","O3",27,21,18,19,22,18,15,22,41,50,60,70,71,68,51,39,33,32,26,23,20,19,13,6.9
"2018/05/25","竹山","PM10",40,38,42,42,40,38,41,41,39,40,47,53,52,50,41,31,32,31,23,19,16,18,22,23
"2018/05/25","竹山","SO2",1.3,3,2.4,2.5,2.6,3.1,2.9,2.9,3.1,3.2,3.5,3.3,3.3,3.3,2.9,2.7,2.6,2.7,2.3,2.9,2.9,3,2.7,2.2
"2018/05/26","竹山","CO",0.09,0.08,0.07,0.07,0.07,0.11,0.12,0.16,0.13,0.07,0.08,0.09,0.05,0.04,0.04,0.05,0.06,0.06,0.1,0.12,0.13,0.08,0.08,0.08
