"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27"
"2018/10/09","竹山","NOx",14,12,12,9.4,8,11,12,17,14,7.1,6.8,7,7.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2018/10/09","竹山","O3",15,14,9.5,9.6,14,14,13,13,24,42,68,79,87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2018/10/09","竹山","PM10",73,64,53,52,50,45,43,50,54,45,53,68,72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2018/10/09","竹山","SO2",1.7,4.2,3.1,2.6,2.4,4.5,4.2,5.1,4,2.7,3.2,3.1,3.6,3.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2018/10/10","竹山","CO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.33,0.38,0.37,0.33,0.34,0.34
"2018/10/10","竹山","NOx",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,13,12,11,11,17
"2018/10/10","竹山","O3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2018/10/10","竹山","PM10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69,75,67,64,61,55
"2018/10/10","竹山","SO2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.3,5.1,5.1,5,4.8,5.5
"2018/10/11","竹山","CO",0.32,0.27,0.3,0.27,0.27,0.3,0.35,0.32,0.29,0.28,NA,NA,0.34,0.34,NA,0.31,0.32,0.32,0.33,0.36,0.37,0.37,0.33,0.32
"2018/10/11","竹山","NOx",15,13,12,11,11,12,13,13,12,9.7,10,12,12,12,12,13,17,18,19,19,19,19,18,16
"2018/10/11","竹山","O3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75,82,58,41,34,30,27,25,22,21,22
"2018/10/11","竹山","PM10",50,46,47,46,39,38,40,34,36,40,NA,47,42,42,51,46,41,38,31,28,25,25,26,21
"2018/10/11","竹山","SO2",3.3,2,1.6,1.4,1.8,1.5,2.4,1.2,1.2,1.5,1.4,1.5,1.7,1.7,1.4,1.3,1.8,1.2,1.2,1.2,1.3,0.9,1.2,1
"2018/10/12","竹山","CO",0.35,0.29,0.26,0.25,0.24,0.23,0.23,NA,0.27,0.28,0.25,0.29,0.29,0.27,0.26,0.3,0.33,0.38,0.38,0.44,0.43,0.48,0.44,0.41
"2018/10/12","竹山","NOx",18,15,13,14,12,14,15,16,14,14,16,16,16,12,10,17,22,27,29,33,31,29,30,27
"2018/10/12","竹山","O3",16,17,20,17,18,16,16,17,19,18,26,31,41,57,58,52,33,20,10,5.5,4.5,4,2.2,3.1
"2018/10/12","竹山","PM10",21,23,19,20,21,18,20,25,27,32,42,53,50,44,47,56,62,56,48,44,38,40,41,31
"2018/10/12","竹山","SO2",2.1,2.4,2.5,2.3,2.2,2.4,2.1,2.4,2.3,2.6,3.3,3.2,2.8,2.5,2.3,3,2.6,2.4,2.3,2.4,2.2,2.8,2.3,2.1
"2018/10/13","竹山","CO",0.39,0.41,0.42,0.42,0.39,0.39,0.41,0.47,0.33,0.3,0.28,0.27,0.26,0.25,0.26,0.33,0.3,0.3,0.37,0.46,0.31,0.3,0.26,0.32
"2018/10/13","竹山","NOx",27,27,26,23,21,20,20,23,16,13,12,9.4,8.7,8.5,8.5,11,12,12,18,18,14,11,11,14
"2018/10/13","竹山","O3",1.3,1.3,1.5,1.3,1.9,2.1,3.3,6.1,12,22,35,53,66,77,80,71,58,49,34,24,24,24,20,11
"2018/10/13","竹山","PM10",29,29,31,34,32,32,33,33,28,27,31,29,30,34,35,37,42,42,41,45,42,33,28,27
"2018/10/13","竹山","SO2",2.6,2.9,2.3,1.9,2.1,1.9,1.9,2.8,2,2.1,2.1,2,1.9,1.8,2.1,3.9,3.5,1.8,2.1,2,1.4,1.4,1.4,1.5
"2018/10/14","竹山","CO",0.24,0.22,0.25,0.26,0.25,0.26,0.35,0.35,0.28,0.24,0.29,0.27,0.26,0.22,0.35,0.37,0.34,0.33,0.44,0.4,0.41,0.37,0.31,0.28
"2018/10/14","竹山","NOx",11,7.7,9.5,10,12,11,14,11,6.7,4.5,6.2,5.7,5.9,6.6,9.8,12,14,12,14,11,9.7,9.9,9.4,8.1
"2018/10/14","竹山","O3",14,15,13,10,7.1,9.6,7.8,19,38,54,69,74,76,75,95,104,110,93,70,47,43,35,28,25
"2018/10/14","竹山","PM10",28,26,24,25,27,29,28,26,29,28,36,42,38,39,56,75,78,82,86,83,74,70,62,49
"2018/10/14","竹山","SO2",1.8,0.8,0.8,1.3,1.1,0.8,0.8,1,1.3,1.5,2,1.8,1.8,1.7,3.4,4,5.1,4.1,2.6,1.4,1.1,1.1,0.8,1.1
"2018/10/15","竹山","CO",0.26,0.22,0.2,0.2,0.19,0.24,0.36,0.36,0.36,0.32,0.3,0.28,0.26,0.24,0.23,NA,0.24,0.29,0.33,0.35,0.32,0.35,0.41,0.39
"2018/10/15","竹山","NOx",9.9,9.6,10,11,12,13,18,20,16,13,11,9.7,10,10,11,NA,10,12,14,15,13,16,17,20
"2018/10/15","竹山","O3",17,17,19,15,13,10,9,11,23,38,56,69,79,86,85,81,69,51,41,33,26,19,15,11
"2018/10/15","竹山","PM10",37,31,27,27,23,23,26,32,42,44,63,64,41,46,61,NA,61,63,63,55,48,52,61,65
"2018/10/15","竹山","SO2",1.4,1.8,1.8,1.5,1.5,1.5,1.8,2.4,2.3,2.7,3,2.9,2.5,2.7,2.6,NA,2.4,2.8,2.3,2.4,2.2,2.9,3.6,3.5
"2018/10/16","竹山","CO",0.35,0.32,0.31,0.31,0.31,0.32,0.37,0.34,0.29,0.24,0.25,0.31,0.3,0.23,0.18,0.17,0.14,0.19,0.22,0.21,0.2,0.21,0.21,0.21
"2018/10/16","竹山","NOx",20,13,12,11,11,13,15,12,11,9.2,8,10,11,8.6,8.5,8.4,11,11,12,12,12,14,14,13
"2018/10/16","竹山","O3",8.6,11,12,13,10,7.1,6.6,18,24,37,58,84,94,91,79,72,53,43,38,33,27,22,16,15
"2018/10/16","竹山","PM10",61,69,82,86,84,81,77,70,74,70,68,82,78,69,66,58,54,51,44,38,34,38,39,37
"2018/10/16","竹山","SO2",2.7,1.6,1.4,1.2,1.2,1.2,1.6,2.2,1.8,2.3,2.6,3.4,3.5,3.1,3.4,3,3,2.7,2.5,2.4,2.8,2.6,2.4,2.1
"2018/10/17","竹山","CO",0.26,0.26,0.27,0.26,0.25,0.28,0.26,0.32,0.3,0.24,0.23,0.32,0.29,0.27,0.34,0.34,0.37,0.42,0.49,0.54,0.41,0.36,0.39,0.35
"2018/10/17","竹山","NOx",14,16,15,15,13,13,13,12,13,8.9,6.3,9.1,6.9,6.9,13,16,19,25,27,22,19,14,13,12
"2018/10/17","竹山","O3",12,12,10,9.3,8.4,9.1,13,17,23,32,42,55,66,69,61,42,33,25,15,18,19,25,20,17
"2018/10/17","竹山","PM10",40,42,39,40,44,46,41,37,38,36,49,56,49,50,52,49,41,42,47,51,48,39,37,37
"2018/10/17","竹山","SO2",2.6,2.3,2,2,2.2,2.5,2.3,2.2,2.3,1.9,1.9,2.5,1.9,2,2.8,2.5,2.1,2.9,2.9,3.4,3.2,2.5,1.9,2.4
"2018/10/18","竹山","CO",0.32,0.39,0.4,0.4,0.4,0.4,0.39,0.49,0.46,0.34,0.33,0.35,0.36,0.33,0.35,0.37,0.39,0.43,0.48,0.54,0.46,0.5,0.47,0.45
"2018/10/18","竹山","NOx",11,16,16,15,14,13,15,18,16,9.2,8.1,8.3,8.3,8.1,8.6,11,13,18,17,20,15,19,17,15
"2018/10/18","竹山","O3",21,14,15,15,15,11,15,16,13,26,46,63,75,83,95,93,83,70,57,41,38,26,25,19
"2018/10/18","竹山","PM10",36,38,37,35,31,33,35,35,38,40,44,42,44,51,57,73,82,88,91,85,73,68,71,67
"2018/10/18","竹山","SO2",2.8,2,2.1,2.1,2.4,2,2,3.6,2.2,1.7,2.1,2.4,2.3,2,2.5,2.3,2.6,2.5,2.8,2.8,1.9,2.4,2,2.1
"2018/10/19","竹山","CO",0.43,0.52,0.45,0.41,0.43,0.44,0.42,0.43,0.42,0.44,0.34,0.3,0.29,0.35,0.41,0.43,0.41,0.4,0.47,0.5,0.54,0.5,0.49,0.48
"2018/10/19","竹山","NOx",16,24,16,13,18,16,14,8.4,9.8,13,8.9,6.7,6,7.7,10,10,12,17,21,26,29,27,24,24
"2018/10/19","竹山","O3",13,5.1,13,11,5.1,2.7,16,34,29,33,40,52,63,86,103,103,84,57,38,24,13,13,13,11
"2018/10/19","竹山","PM10",62,60,60,59,59,61,59,52,46,45,37,27,28,42,61,67,65,59,53,51,51,53,44,37
"2018/10/19","竹山","SO2",1.2,2.1,1.9,1.8,1.8,1.9,1.9,1.9,1.8,4,2.9,2.3,2.1,2.3,2.9,2.6,2.7,2.5,2.5,2.3,2.7,2.7,2.3,2.3
"2018/10/20","竹山","CO",0.47,0.44,0.44,0.43,0.43,0.42,0.46,0.46,0.32,0.28,0.27,0.31,0.34,0.34,0.35,0.34,0.3,0.33,0.37,0.38,0.4,0.41,0.35,0.42
"2018/10/20","竹山","NOx",23,23,23,24,23,23,23,20,14,12,9.2,8.5,7.5,8,9.1,9.4,11,12,13,15,20,20,14,17
"2018/10/20","竹山","O3",8.2,5.4,4.7,1.8,1.4,1.7,2.9,5.9,11,20,32,55,77,85,88,91,76,64,53,41,30,17,15,11
"2018/10/20","竹山","PM10",39,39,37,35,40,44,40,42,44,37,31,36,47,53,55,61,72,76,70,65,63,59,53,54
"2018/10/20","竹山","SO2",2.7,1.8,1.9,1.9,2,1.8,2.2,2.1,2.3,1.8,1.5,1.9,2.6,2.3,2.1,2.4,2.5,2.3,2,1.9,2.3,2,1.8,1.7
"2018/10/21","竹山","CO",0.41,0.39,0.34,0.33,0.31,0.31,0.34,0.29,0.26,0.26,0.28,0.28,0.3,0.27,0.26,0.3,0.38,0.34,0.31,0.42,0.38,0.36,0.41,0.37
"2018/10/21","竹山","NOx",21,22,19,16,17,16,16,12,9.3,8.6,7.4,6,7.6,8.2,8.4,11,19,16,15,20,16,12,17,15
"2018/10/21","竹山","O3",6,2.9,2.8,2.9,1.4,1.8,3.4,9.9,22,35,62,85,89,93,89,87,67,58,54,32,33,31,20,17
"2018/10/21","竹山","PM10",55,53,49,44,45,42,44,45,44,50,57,64,69,66,63,68,77,70,54,53,58,62,66,63
"2018/10/21","竹山","SO2",2.6,1.9,1.6,1.7,1.8,1.7,1.4,1.3,1.2,1.5,1.9,1.8,2,2.1,1.8,3.8,9.9,6.3,3.4,2.5,2.2,2,2.5,2.6
"2018/10/22","竹山","CO",0.32,0.33,0.3,0.27,0.25,0.26,0.37,0.37,0.3,0.28,0.28,0.31,0.29,0.26,0.28,0.3,0.3,0.3,0.39,0.31,0.32,0.3,0.27,0.29
"2018/10/22","竹山","NOx",13,11,8.3,10,9.6,9.7,15,14,11,6.2,6.9,7.8,9,7.5,8.4,9.4,9.9,12,14,10,11,9.8,8.7,9.1
"2018/10/22","竹山","O3",16,17,21,17,17,14,9.4,15,27,46,59,77,85,82,84,85,76,64,53,53,48,47,40,38
"2018/10/22","竹山","PM10",56,60,63,59,53,51,49,49,54,50,52,62,63,63,65,67,80,92,85,75,69,58,52,58
"2018/10/22","竹山","SO2",1.3,2,1.9,1.9,1.7,1.6,1.7,2.1,1.9,2.4,2.8,2.9,3.1,2.5,2.7,3.3,3.7,4.9,6.3,3.2,2.8,2.3,2,3
"2018/10/23","竹山","CO",0.24,0.18,0.18,0.17,0.2,0.22,0.28,0.28,0.31,0.36,0.28,0.28,0.25,0.19,0.21,0.19,0.22,0.29,0.33,0.34,0.38,0.4,0.41,0.36
"2018/10/23","竹山","NOx",8,7.5,6.9,8.1,9.5,11,12,12,15,11,8.8,7.9,8.1,7.2,7.7,8.6,12,14,18,21,22,22,20,17
"2018/10/23","竹山","O3",33,31,27,16,18,12,12,15,23,43,64,73,78,75,80,79,66,55,45,34,25,22,16,8.3
"2018/10/23","竹山","PM10",49,37,40,40,41,42,45,49,53,68,75,65,54,47,56,71,68,59,62,64,63,60,54,52
"2018/10/23","竹山","SO2",1.9,2.7,2.7,2.5,2.9,2.4,2.6,3.2,3.4,3.3,3.7,3.1,3,3.1,3.2,3.5,4.2,3.5,3.9,5.1,4.2,3.7,3.6,3.3
"2018/10/24","竹山","CO",0.32,0.33,0.31,0.39,0.31,0.32,0.37,0.38,0.38,0.31,0.3,0.31,0.29,NA,0.29,0.3,0.3,0.3,0.31,0.42,0.42,0.37,0.33,0.36
"2018/10/24","竹山","NOx",17,17,12,14,14,12,15,15,17,10,6.6,6,6.3,NA,7.9,8.8,11,16,15,18,18,14,11,15
"2018/10/24","竹山","O3",6.3,4.3,6.6,5.3,4.7,4.3,4.6,9.4,18,41,60,69,76,83,NA,92,76,51,43,29,25,23,20,9.7
"2018/10/24","竹山","PM10",49,50,46,46,51,49,48,52,55,54,56,67,72,NA,59,62,68,71,70,65,60,60,55,48
"2018/10/24","竹山","SO2",3.3,1.6,1.2,1.8,1.6,1.6,1.4,1.8,2.3,1.9,2.3,2.3,1.9,NA,1.9,2,2.9,2.8,2.2,1.9,2.1,1.8,1.4,1.9
"2018/10/25","竹山","CO",0.3,0.3,0.29,0.29,0.28,0.3,0.34,0.39,0.35,0.34,0.38,0.34,0.31,0.29,NA,0.32,0.33,0.44,0.45,0.47,0.52,0.51,0.44,0.38
"2018/10/25","竹山","NOx",11,12,11,11,12,13,14,16,17,11,11,7.9,7.9,7.8,NA,NA,NA,NA,22,21,21,18,13,13
"2018/10/25","竹山","O3",13,10,11,9.3,7.9,6,7.3,15,25,46,68,83,88,88,NA,94,88,64,42,33,23,16,21,16
"2018/10/25","竹山","PM10",46,48,48,46,44,44,46,45,52,60,74,74,64,60,NA,96,89,87,97,91,83,81,80,78
"2018/10/25","竹山","SO2",1.3,2,1.8,2,1.9,2.6,2.3,4.6,4.5,3.3,4.2,3.3,3.3,3.2,3.2,NA,3.4,6.4,6.1,4.6,3.9,2.6,2.6,2.5
"2018/10/26","竹山","CO",0.35,0.36,0.34,0.32,0.33,0.33,0.4,0.46,0.33,0.32,0.38,0.38,0.33,0.36,0.38,0.45,0.49,0.48,0.51,0.46,0.57,0.49,0.41,0.41
"2018/10/26","竹山","NOx",12,14,10,10,11,12,16,19,12,9.1,12,11,9.4,9.9,11,16,27,28,27,18,23,24,17,23
"2018/10/26","竹山","O3",17,13,15,13,11,13,9.9,13,35,50,71,85,82,93,100,88,48,37,33,38,27,17,17,11
"2018/10/26","竹山","PM10",70,66,63,59,57,58,53,48,59,74,86,91,76,67,98,108,81,76,83,95,103,89,69,59
"2018/10/26","竹山","SO2",1.7,1.1,1,0.9,0.9,0.9,1,1.3,2.6,2.3,2.7,2.2,1.7,1.7,1.9,5,8.6,5.6,4.6,2.4,2.6,3.1,2,1.8
"2018/10/27","竹山","CO",0.4,0.4,0.38,0.4,0.4,0.4,0.51,0.52,0.41,0.42,0.43,0.44,0.47,0.46,0.42,0.41,0.41,0.51,0.5,0.52,0.65,0.59,0.54,0.5
"2018/10/27","竹山","NOx",18,13,12,14,14,15,22,16,10,10,9.2,8.6,9.2,10,11,11,12,18,17,19,24,20,19,18
"2018/10/27","竹山","O3",8.9,9.5,12,5.6,4.4,3.9,3,13,31,43,61,79,92,91,87,86,81,70,63,50,31,29,29,24
"2018/10/27","竹山","PM10",56,54,51,48,46,53,58,57,50,45,52,59,71,92,100,90,88,96,97,88,83,77,69,69
"2018/10/27","竹山","SO2",1.5,1.2,1.2,1.1,1.2,1.3,2.6,1.9,1.6,2,1.9,1.6,1.9,1.6,1.8,1.7,1.8,1.8,1.7,2.5,1.8,1.8,2.5,2.1
"2018/10/28","竹山","CO",0.48,0.39,0.38,0.37,0.34,0.36,0.36,0.36,0.33,0.3,0.35,0.3,0.29,0.29,0.3,0.25,0.3,0.32,0.41,0.45,0.36,0.37,0.33,0.31
"2018/10/28","竹山","NOx",16,20,18,17,16,18,18,17,14,12,12,10,9.9,11,11,12,14,16,22,24,19,18,16,15
"2018/10/28","竹山","O3",23,21,18,13,16,12,14,16,26,36,54,70,79,86,88,81,78,65,49,38,33,29,28,25
"2018/10/28","竹山","PM10",69,66,62,56,53,50,48,51,53,53,66,76,78,76,75,80,83,85,79,68,62,60,54,52
"2018/10/28","竹山","SO2",1.8,1.8,1.8,1.9,1.6,2.6,2.2,1.7,1.6,1.8,2.3,2.6,2.3,2.1,1.7,1.6,1.9,1.6,1.7,2.2,2.8,1.4,1.4,1.3
"2018/10/29","竹山","CO",0.29,0.3,0.29,0.29,0.28,0.3,0.39,0.43,0.39,0.36,0.3,0.33,0.31,0.31,0.3,0.29,0.29,0.41,0.4,0.45,0.44,0.46,0.34,0.31
"2018/10/29","竹山","NOx",17,15,14,12,13,13,18,20,17,12,10,10,10,12,12,13,15,21,19,22,24,23,15,14
"2018/10/29","竹山","O3",23,23,19,20,16,14,13,16,29,52,64,81,90,95,100,100,84,69,57,46,34,28,34,30
"2018/10/29","竹山","PM10",53,51,53,54,51,58,58,53,57,61,76,87,83,82,82,84,92,105,94,75,69,58,55,53
"2018/10/29","竹山","SO2",1.2,1.1,1.2,1,0.9,0.9,1.7,1.5,1.4,2.1,2.7,2.6,2.8,2.4,2.4,2.5,2.9,2.7,1.9,1.8,1.6,1.9,1.7,1.2
"2018/10/30","竹山","CO",0.29,0.35,0.33,0.32,0.31,0.36,0.43,0.53,0.43,0.35,0.32,0.33,0.33,0.36,0.42,0.42,0.4,0.41,0.47,0.48,0.42,0.51,0.5,0.44
"2018/10/30","竹山","NOx",13,13,12,9.7,12,14,16,19,14,8.2,8.7,8.5,9.2,11,12,13,16,19,23,21,18,19,22,16
"2018/10/30","竹山","O3",28,22,20,25,22,16,16,20,37,57,71,88,95,106,125,126,99,68,56,49,45,36,27,31
"2018/10/30","竹山","PM10",52,54,52,49,47,48,51,54,57,59,71,77,70,71,82,89,93,96,95,88,82,76,69,66
"2018/10/30","竹山","SO2",1.4,1.6,1.6,1.3,0.9,1.2,1.2,1.6,1.4,1.4,2.3,2,2,2.3,3,2.9,2.4,2.5,2.5,1.7,1.7,2.4,2.2,1.8
"2018/10/31","竹山","CO",0.39,0.32,0.38,0.39,0.34,0.32,0.38,0.43,0.4,0.42,0.4,0.4,0.41,0.42,0.49,0.46,0.48,0.59,0.48,0.46,0.44,0.46,0.41,0.31
"2018/10/31","竹山","NOx",14,12,15,17,12,11,17,19,16,22,16,17,15,15,23,20,29,39,29,24,22,24,21,20
"2018/10/31","竹山","O3",31,32,19,17,21,22,15,15,20,30,51,63,81,84,61,56,31,15,13,9.8,8.2,7.8,6.1,8.3
"2018/10/31","竹山","PM10",67,61,62,68,56,45,48,53,58,67,76,74,74,79,80,76,58,54,55,46,47,52,52,41
"2018/10/31","竹山","SO2",0.5,1.1,1.8,2.2,1.6,1.3,1.5,1.3,1.7,2.1,2.3,3.3,4,3.4,1.8,1.2,1.8,2.4,1.7,1.7,1.6,1.7,1.7,1.8
"2018/11/01","竹山","CO",0.33,0.33,0.31,0.29,0.3,0.32,0.37,0.4,0.34,0.37,NA,0.49,0.44,0.32,0.37,0.37,0.36,0.37,0.34,0.39,0.45,0.49,0.42,0.41
"2018/11/01","竹山","NOx",20,22,15,13,14,15,18,20,23,28,NA,NA,21,16,17,20,20,23,22,26,29,30,23,24
"2018/11/01","竹山","O3",6.1,5.7,17,17,10,9.1,5.5,8.4,12,13,17,NA,35,42,42,39,29,22,17,13,9.4,6.5,12,9.2
"2018/11/01","竹山","PM10",34,35,27,21,23,27,29,28,25,25,34,NA,47,47,46,44,47,46,37,36,32,27,27,26
"2018/11/01","竹山","SO2",1.4,2.3,2.3,2.2,2,1.7,2.1,2.2,2.2,2.2,NA,NA,3.4,3.7,1.8,1.9,2,2.2,2.5,2.3,1.8,2.3,2.7,2.3
"2018/11/02","竹山","CO",0.41,0.41,0.39,0.37,0.39,0.39,0.42,0.54,0.38,0.32,0.34,0.35,0.36,0.35,0.37,0.34,0.36,0.43,0.46,0.46,0.54,0.48,0.46,0.46
"2018/11/02","竹山","NOx",25,22,22,18,18,19,20,25,16,15,17,17,16,15,15,14,16,20,24,27,32,29,21,25
"2018/11/02","竹山","O3",5.2,5.1,4.6,8.9,7.6,4.9,2.6,3.8,14,23,29,30,29,37,47,47,43,34,15,6.9,2.6,2.4,2.3,1.6
"2018/11/02","竹山","PM10",25,28,25,26,26,25,26,28,32,36,49,58,54,51,58,62,60,63,68,66,66,61,50,52
"2018/11/02","竹山","SO2",2.1,2.2,2.3,2.4,2.2,2.5,2.3,2.7,2.5,2.7,3.2,3.3,3.3,3.1,2.7,3.2,3.3,3.3,2.9,2.5,3.3,2.4,2.4,2.3
"2018/11/03","竹山","CO",0.5,0.44,0.37,0.37,0.33,0.34,0.54,0.54,0.45,0.28,0.33,0.43,0.35,0.26,0.24,0.24,0.3,0.31,0.44,0.42,0.38,0.41,0.39,0.39
"2018/11/03","竹山","NOx",27,25,20,20,20,18,25,21,18,14,11,12,9.7,8.1,7.5,8.6,11,15,15,22,20,20,20,18
"2018/11/03","竹山","O3",1.4,1.4,1.3,1.5,1.7,1.5,1.9,7.8,15,22,53,93,89,73,65,53,42,34,25,15,13,9.8,7.6,6.6
"2018/11/03","竹山","PM10",59,61,48,39,33,29,23,24,31,30,32,47,52,42,40,41,46,57,57,51,49,50,49,50
"2018/11/03","竹山","SO2",2.4,1.2,1,1,0.8,0.9,1,1.5,1.7,1.1,1.9,2.2,1.6,1.3,1,1.7,1.3,1.6,1.5,1.3,1.3,1.1,1.1,1.1
"2018/11/04","竹山","CO",0.36,0.33,0.32,0.3,0.27,0.31,0.28,0.32,0.26,0.27,0.25,0.25,0.26,0.23,0.23,0.23,0.23,0.29,0.33,0.37,0.32,0.35,0.36,0.36
"2018/11/04","竹山","NOx",15,16,15,14,11,11,11,12,10,11,9.9,9.3,8,7.9,8.1,8.6,8.6,11,14,16,15,16,19,18
"2018/11/04","竹山","O3",11,9.9,8.9,7.1,8.1,7.7,6.8,8.4,15,23,37,52,61,62,64,63,59,49,35,24,20,13,8.6,2.8
"2018/11/04","竹山","PM10",48,46,48,48,39,25,22,25,28,30,35,42,42,40,44,49,57,63,55,52,58,56,54,50
"2018/11/04","竹山","SO2",1,2,2,2.1,1.9,2,2.1,2.3,2.1,2.3,2.4,2.4,2.3,2.3,2.6,2.7,2.6,2.7,2.8,3.1,2.8,2.6,2.6,2.6
"2018/11/05","竹山","CO",0.29,0.29,0.25,0.22,0.23,0.32,0.38,0.37,0.27,0.2,NA,NA,0.44,0.33,0.38,0.22,0.15,0.23,0.42,0.39,0.46,0.42,0.43,0.35
"2018/11/05","竹山","NOx",14,20,15,14,15,19,25,22,15,13,12,10,7.4,7.4,12,9.8,13,18,22,17,19,20,20,15
"2018/11/05","竹山","O3",4.4,1.6,2,2.2,2.6,1.3,1.8,5.1,14,26,37,59,79,72,57,54,60,46,26,24,18,14,9.6,13
"2018/11/05","竹山","PM10",42,39,38,39,36,37,35,35,41,35,NA,68,63,57,57,45,43,60,64,56,46,45,46,44
"2018/11/05","竹山","SO2",2.1,0.9,0.9,0.9,0.8,0.9,1.4,1.7,1.2,1.3,1.2,1.3,1.7,1.9,4.2,3.2,2.4,2.1,1.8,1.2,1.1,3.1,3.1,1.9
"2018/11/06","竹山","CO",0.35,0.29,0.24,0.24,0.25,0.27,0.46,0.53,NA,0.35,NA,0.3,0.31,0.32,0.31,0.29,0.34,0.42,0.54,0.7,0.76,0.69,0.58,0.41
"2018/11/06","竹山","NOx",15,13,15,11,12,11,21,20,14,11,8.5,7.4,7.5,7.9,7,7.4,13,14,17,21,22,18,13,10
"2018/11/06","竹山","O3",9.4,7.4,6.5,7.3,6.9,7.1,3.1,8.3,22,35,50,69,77,81,85,85,83,80,70,57,43,34,30,25
"2018/11/06","竹山","PM10",40,35,34,33,32,38,40,37,47,65,73,74,76,78,75,77,104,134,147,152,147,139,130,108
"2018/11/06","竹山","SO2",1,1.7,1.4,1.5,1.4,1.4,1.7,2.3,2.3,2.4,2.7,2.7,2.4,2.2,1.9,2.1,4.4,5.6,5.3,6.1,5.2,4,2.8,2.1
"2018/11/07","竹山","CO",0.39,0.36,0.39,0.31,0.33,0.38,0.49,0.41,NA,0.45,0.4,0.37,0.37,0.4,0.37,0.3,0.28,0.46,0.49,0.39,0.33,0.38,0.36,0.28
"2018/11/07","竹山","NOx",9.4,12,13,9.8,13,13,20,15,13,19,13,9.8,8.3,9,10,11,13,22,25,17,17,23,20,14
"2018/11/07","竹山","O3",22,14,5.3,11,5.1,6.4,6,13,20,26,52,71,82,98,99,82,56,31,19,21,16,6.7,8.9,9.7
"2018/11/07","竹山","PM10",94,88,85,80,69,74,72,64,59,72,100,98,90,99,105,94,77,68,65,68,69,74,82,77
"2018/11/07","竹山","SO2",2.2,1.2,1.3,1.2,1.2,1.2,1.6,2,2.1,3.1,3.1,2.4,2.4,2.4,3.2,4.4,4.8,7.7,4.7,2.6,2.9,3.6,2.4,1.9
"2018/11/08","竹山","CO",0.27,0.24,0.21,0.17,0.18,0.23,0.31,0.4,0.26,0.18,0.25,0.26,0.2,0.13,0.12,0.15,0.32,0.41,0.42,0.42,0.24,0.3,0.21,0.12
"2018/11/08","竹山","NOx",15,14,14,9,11,13,15,17,10,6.5,8.4,7.5,6,4.6,4.5,6.1,14,21,23,16,13,15,14,10
"2018/11/08","竹山","O3",5.1,5.9,2.9,7.2,5.6,5.1,6.6,12,26,36,56,75,70,56,51,57,65,47,22,22,24,17,11,12
"2018/11/08","竹山","PM10",66,64,60,53,47,42,39,41,53,54,61,74,68,49,38,41,52,63,58,53,44,38,36,28
"2018/11/08","竹山","SO2",1.9,1.9,2,1.5,1.5,1.4,1.8,2,2,1.9,2.8,2.8,2.3,1.8,1.7,2.1,3.3,4.2,2.7,1.9,1.9,1.9,1.8,1.6
"2018/11/09","竹山","CO",0.16,0.23,0.45,0.3,0.24,0.29,0.31,0.38,0.27,0.24,0.29,0.25,0.29,0.29,0.34,0.51,0.48,0.48,0.57,0.57,0.62,0.63,0.68,0.58
"2018/11/09","竹山","NOx",15,15,27,19,16,20,20,20,14,12,11,8.4,9.1,9.1,12,16,18,19,23,23,26,23,26,23
"2018/11/09","竹山","O3",6.3,9.4,2.5,3.2,2.9,2.1,3.9,7.2,17,30,51,62,79,80,95,96,73,62,46,29,16,12,6.9,5.7
"2018/11/09","竹山","PM10",24,25,48,54,32,30,28,33,32,32,53,56,51,59,76,99,97,89,86,89,89,77,65,63
"2018/11/09","竹山","SO2",1.7,2.5,3.1,2.8,2.3,2.4,3.3,2.7,2.6,2.8,3.6,3,3.8,3.4,4.2,5.8,4,3.6,3.5,4.1,4.5,3.5,3.8,3.6
"2018/11/10","竹山","CO",0.53,0.49,0.52,0.53,0.52,0.52,0.48,0.4,0.42,0.36,0.32,0.38,0.44,0.39,0.39,0.39,0.4,0.44,0.41,0.42,0.41,0.37,0.34,0.33
"2018/11/10","竹山","NOx",20,21,26,26,25,26,22,17,22,16,9.6,12,14,13,13,13,14,17,16,17,15,13,12,13
"2018/11/10","竹山","O3",4.5,7,6.3,3.5,2,2.1,4.1,9.1,8.3,23,50,58,72,77,83,84,73,52,46,39,35,31,35,29
